"Date","League","Type","Apprentice.Cartographer.s.Seal","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Seal","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Seal","Master.Cartographer.s.Sextant","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Perandus.Coin","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Stacked.Deck","Vaal.Orb","Ancient.Orb","Ancient.Reliquary.Key","Annulment.Shard","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Engineer.s.Orb","Eternal.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.of.Kalandra","Mirror.Shard","Orb.of.Annulment","Orb.of.Binding","Orb.of.Horizons","Timeworn.Reliquary.Key","Timeless.Karui.Emblem","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
2019-08-09,"Standard","Currency",0,1,0.02678,0.03333,0.33333,0.5,0.18629,48,177.22449,2.03361,0.18502,0.16432,0,3,0,4,4.5,0.38407,0.21811,0.06459,0.18182,0.62502,1.6,0.89684,0.01717,0.01598,0.02439,0.9929,0.01613,0.33333,8,1.90745,22,3355.57722,3,170.59945,7.21474,3,5.66947,3,0.92857,36932.30303,9,30,42024.89351,2331.00733,60,0.39323,1.37694,3299.23,131.21189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-10,"Standard","Currency",0,1.02382,0.03236,0.03333,0.33333,0.46667,0.18519,48,178.33333,2.05911,0.19684,0.16445,0,3,0,4,4.67547,0.36641,0.2,0.06667,0.18182,0.63546,1.58849,0.87329,0.01696,0.01425,0.02439,0.90909,0.01248,0.32426,8,1.9,23,3510.46458,3,165.49342,8.04211,3,5.45957,3,1,37430.69518,9,30,42364,2313.98545,62.83972,0.34333,1.2927,3339.54985,130.0701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-11,"Standard","Currency",0,1,0.03232,0.03332,0.33333,0.47706,0.18868,45.91699,178.99333,2.10307,0.19849,0.16393,0,2.97273,0,4,5,0.35789,0.20797,0.06667,0.18133,0.61755,1.50234,0.83333,0.01667,0.013,0.025,0.90909,0.01322,0.32301,8,1.9,24.31265,3389.365,3,163.55556,8.4492,3,8.09091,3,0.99176,37510.75928,9,30,42580.3754,2322.66061,63.66052,0.33333,1.33146,3475.13131,115.3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-12,"Standard","Currency",0,1,0.03333,0.03333,0.33333,0.46667,0.18182,47,178.93939,2.07014,0.19451,0.16365,0,3,0,4.39009,4,0.34533,0.19299,0.06667,0.1789,0.59702,1.54505,0.83333,0.0167,0.01014,0.02343,0.96574,0.00979,0.32657,7.16197,1.9,24.15484,3389.365,2.41237,170,8.89184,3,7.21684,3,0.987,36990.35152,9,30,42408.63636,2321.8742,64.89184,0.33333,1,3473.67,129.83435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-13,"Standard","Currency",0,1.15933,0.03333,0.03333,0.33333,0.46667,0.18721,48,179,2.03344,0.19636,0.16365,0,3,0,4.37974,4,0.35732,0.19574,0.06667,0.18126,0.59545,1.56192,0.82663,0.01673,0.01013,0.01976,0.97832,0.0095,0.33333,7,1.88697,25,3433.936,3,162.17188,9.13673,3,5,3,0.97103,36833.43865,9,30,42707.64036,2525.511,65,0.33333,1.3306,3401,129.80105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-14,"Standard","Currency",0,1.21702,0.03333,0.03333,0.33333,0.46941,0.19231,45,179,2.01626,0.16667,0.159,0,2.96451,0,4.33747,4,0.35732,0.195,0.06821,0.18058,0.58889,1.55,0.83333,0.01799,0.01019,0.02196,0.99457,0.00828,0.33333,7,1.88487,25,3580,2.75555,164.27717,10,3,5,2.68969,0.97313,36757.65,9,30,42781,2506,65,0.33333,1.4,3401,168.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-15,"Standard","Currency",0,1.05011,0.03144,0.02786,0.34815,0.46718,0.18868,46.14024,178,2,0.16667,0.15677,0,2.97037,0,4.5,4,0.36,0.19925,0.06667,0.19177,0.58824,1.56089,0.83333,0.01906,0.01029,0.02499,1,0.00833,0.33333,7,1.88494,23.62197,3560,2.77172,159.1701,10,3.36774,6.92551,3,0.97839,37710.67629,9,29,42665.11667,2492,64.53845,0.33333,1.0915,3246.47017,174.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-16,"Standard","Currency",0,1.2,0.03215,0.02857,0.36098,0.46667,0.18182,47,178,1.98226,0.16667,0.15385,0,3,0,4.5,4,0.3515,0.19807,0.06584,0.18758,0.5848,1.54954,0.82643,0.01839,0.01043,0.025,1,0.01111,0.33333,7,1.89361,25,3532.1074,2.52062,160,9.99898,3.60989,5,3,0.88081,39026.5899,9,29,42671.5234,2420.7101,65,0.33333,1.25978,3510.01616,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-17,"Standard","Currency",0,1.05263,0.025,0.02604,0.36264,0.46667,0.18182,47,178.2094,1.98291,0.16667,0.15385,0,3,0,4.5,4,0.35104,0.19434,0.06667,0.19231,0.5874,1.56611,0.81909,0.01893,0.01105,0.025,1,0.00833,0.33333,7,1.9,25,3535.1596,2.52062,160,8.09495,4.42323,5.27419,3,0.98781,38231.88272,9,29,42830.37667,2405.8785,64.40121,0.33333,1.23636,3518.32864,178.21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-18,"Standard","Currency",0,1.12559,0.02451,0.02639,0.3407,0.46667,0.19525,46,178.99954,2,0.16667,0.15385,0,3,0,4.5,4.82553,0.34997,0.18505,0.06268,0.19342,0.58927,1.56378,0.81069,0.01957,0.01022,0.02358,1,0.01349,0.32819,7,1.9,24.39565,3579.98659,2.74947,160,6,5,6.57576,3,0.98259,37590,9,28,43694.74482,2416.49371,64.57338,0.33333,1.4,3531.54343,178.99949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-19,"Standard","Currency",0,1.09836,0.02493,0.02857,0.33333,0.47569,0.19551,46,178.99928,2,0.16449,0.15626,0,3,0,4.8955,5,0.35,0.18898,0.06452,0.19231,0.59494,1.52593,0.83333,0.01919,0.01213,0.02418,1,0.00989,0.32888,6.91717,1.9,25,3576.01729,2.88602,158.89412,6,5,6.70918,3,0.93805,36815.79658,9,28,43614.245,2416.49018,64.24059,0.33333,1.4,3531.53576,178.99947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-20,"Standard","Currency",0,1.2,0.02496,0.02745,0.33333,0.47247,0.1957,47,178,2,0.1609,0.1579,0,3.22563,0,4.7395,5,0.35088,0.19058,0.06452,0.19211,0.59274,1.60792,0.83333,0.0193,0.01396,0.02154,1,0.01146,0.31634,6.16563,1.9,25.2,3560,2.834,173.62786,5.10444,4,10,3,0.9426,36352.37113,9,28,43432.22437,2403,64.48241,0.33333,1.37952,3560,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-21,"Standard","Currency",0,1.06155,0.02449,0.02841,0.33333,0.47564,0.19551,47,178,2,0.15884,0.15585,0,3,0,4.68934,4.96504,0.34483,0.18998,0.06452,0.18956,0.58854,1.55,0.83333,0.01818,0.01535,0.02109,1,0.01304,0.31764,6,1.9,25,3563.97165,2.98438,170,5,4.27813,10,3,0.94833,36525.60568,9,28,43610,2403,64.55652,0.33308,1.4,3564.13816,320.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-22,"Standard","Currency",0,1.17461,0.02452,0.0253,0.33333,0.46799,0.19536,48,178.32366,1.96138,0.1424,0.15856,0,3,0,4.94484,4,0.33333,0.18502,0.0642,0.19164,0.59429,1.5224,0.80645,0.01818,0.01443,0.0205,1,0.01382,0.31695,6.834,1.9,26,3485.84171,3,170,5,4.70847,10,3,0.90522,36435.24212,9,28,43681.38362,2403.72001,65,0.32927,1.4,3306.07576,178.99937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,"Standard","Currency",0,1.18572,0.02479,0.0321,0.33141,0.44634,0.18147,48,178.28933,1.98366,0.14286,0.16103,0,3,0,4.76721,4,0.33333,0.17182,0.06601,0.19091,0.59446,1.47072,0.76794,0.01818,0.01431,0.02167,1,0.01481,0.3166,7,1.9,25,3488.98163,3,170,6.09278,5,10,3,0.97094,36407.4803,9,28.40565,43583.68418,2418.25654,65,0.33219,1.48415,3203.61356,178.28933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-24,"Standard","Currency",0,1.19007,0.02498,0.025,0.32263,0.45455,0.18182,48,178.27743,1.97758,0.13917,0.16072,0,3,0,4,4,0.33333,0.16667,0.05884,0.16667,0.59428,1.475,0.74405,0.01818,0.01429,0.02482,1,0.01369,0.30556,7,1.92367,25,3386.2267,3.075,170,6.81613,5,9.9,3,0.8796,36419.91082,9,28,43500.1012,2495.8182,65.9083,0.33248,1.40497,3194.21,178.28522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-25,"Standard","Currency",0,1.18451,0.025,0.025,0.33333,0.4514,0.18537,48,178.24939,1.98314,0.13919,0.16087,0,3,0,4,4.25408,0.34062,0.17187,0.06657,0.16463,0.5923,1.475,0.75758,0.01848,0.01635,0.02478,0.99949,0.0134,0.29941,7,1.92337,25,3387.2887,3,169.74091,6.75204,5,9.52105,3,0.83715,21982.90092,8,27,43613.38877,2321.15917,67.19518,0.33144,1.4,2299.92117,178.28773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-26,"Standard","Currency",0,1.19454,0.025,0.025,0.33333,0.43553,0.18416,48,178.10075,1.97758,0.14286,0.15871,0,3,0,4.29401,4,0.3336,0.17807,0.06649,0.16129,0.58877,1.47566,0.7536,0.01818,0.01638,0.02481,0.95356,0.01575,0.28571,7,1.88093,25,3384.00533,3,170,6.86495,4.33936,7,3,0.81887,16091.2,8.09091,27,43788,2315.4502,67.03841,0.33333,1.36624,2357.42236,197.99977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-27,"Standard","Currency",0,1.1903,0.025,0.025,0.33333,0.43599,0.18545,46,178.60606,1.88071,0.13829,0.15548,0,3,0,4.22514,4,0.33333,0.1795,0.06667,0.16651,0.58824,1.42857,0.74448,0.01753,0.01508,0.02479,0.92053,0.01614,0.28454,7,1.9,25,3393.50835,3.63814,170,7.51,4,7.9898,2.76531,0.88087,16146.01812,8,27,43735.34759,2259.48525,65.17465,0.32528,1.05424,2103.26495,198.07391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-28,"Standard","Currency",0,1,0.02532,0.025,0.33333,0.44,0.19106,46,179,1.93239,0.13571,0.15489,0,3,0,4,4.59465,0.33333,0.17848,0.06652,0.16667,0.58712,1.44834,0.71429,0.01726,0.01467,0.02898,0.90105,0.01558,0.28528,7,1.9,25.93763,3401,3.54211,174.36747,7,4,8.04124,2,1,12469.856,8,27,43357.60851,2201.15758,65,0.3252,1,2103.26495,198.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-29,"Standard","Currency",0,1,0.025,0.025,0.33333,0.44,0.19231,46,179,1.95972,0.13309,0.15385,0,2.9185,0,4,4.37612,0.33333,0.18182,0.06651,0.16667,0.58749,1.42857,0.71429,0.01737,0.01496,0.02968,0.92135,0.01625,0.28521,6.11111,1.9,25,3401,3.77634,175.516,7,4,8.04124,2,1,12469.856,8,27,43412.12584,2219.61051,65,0.32757,1,1498.08604,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-30,"Standard","Currency",0,1,0.025,0.02422,0.33333,0.44444,0.1941,45,178.82716,1.96457,0.13406,0.15385,0,2.23973,0,4,4.27757,0.33739,0.18324,0.06333,0.16725,0.58984,1.44815,0.73271,0.01693,0.01429,0.02483,0.90995,0.01667,0.28707,7,1.90285,25,3397.71608,3.525,175.21212,6.68556,4,4.88542,2,0.94001,16564.11521,8.95005,27,43616.58174,2239.98682,65,0.32697,1,1537.07725,178.82731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-31,"Standard","Currency",0,1,0.02493,0.025,0.33333,0.44804,0.19786,46,178,1.97519,0.13333,0.15385,0,2.87222,0,4,4.46835,0.34482,0.18599,0.06646,0.16667,0.58936,1.47374,0.74523,0.01818,0.01538,0.02535,0.91526,0.01667,0.29965,7,1.92577,25,3201.71802,2.75484,178,7,4,5.41348,2,1,16645.69697,8.95,27,43417.92489,2209.40206,65,0.31636,1,1531.54167,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,"Standard","Currency",0,1,0.025,0.02927,0.33333,0.45609,0.2,45,179,1.96242,0.12922,0.15341,0,2.20614,0,4,4.26551,0.34483,0.1932,0.06627,0.16667,0.62829,1.48686,0.79572,0.01815,0.01605,0.02583,0.96813,0.01663,0.33071,7,1.9,25,3322.78122,3.26875,179,7.56897,3.20778,5.41348,2.37128,1,17288.11224,8.97153,26.74286,43084.55417,2187.022,64,0.3153,1,1708.80412,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-02,"Standard","Currency",0,1,0.02506,0.02879,0.33333,0.47213,0.19939,47,179,1.97631,0.11441,0.15098,0,2.20555,0,4,4,0.36408,0.19493,0.06192,0.16667,0.65188,1.5,0.80222,0.01818,0.01667,0.02496,0.97756,0.01667,0.33333,7,1.9,25,3188.3697,2.74433,179,8.079,3,5,2.30303,1,37962.91667,8.97904,25.87657,43466.99738,2187.022,63,0.32017,1,1706.46,178.65263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-06,"Standard","Currency",0,1,0.01398,0.02237,0.15979,0.4,0.19955,38,182,1.5,0.08905,0.145,0,2,0,3.52724,4,0.30303,0.2055,0.0499,0.16667,0.66667,1.25,0.79823,0.01735,0.01,0.01384,0.70143,0.005,0.30149,7,1.57865,25,3262.10538,2.909,150,4,2,5,2,0.83831,36701.0478,9,20,44226,2232.77384,43.48395,0.29511,0.88206,3614.65917,16.59021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-07,"Standard","Currency",0,1,0.014,0.02222,0.16667,0.4,0.2,39.9997,180,1.5,0.09545,0.14738,0,2,0,3.5,4,0.32167,0.20359,0.05,0.16667,0.66667,1.25,0.7573,0.01751,0.01076,0.01395,0.70091,0.005,0.31611,6.81,1.60567,25,3240,3,150,3.98687,2,5,2,0.89286,38205,8,20,43920,2213.8022,43,0.29412,0.90455,3586.36364,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-08,"Standard","Currency",0,1,0.01491,0.02046,0.16667,0.40427,0.20556,40,179,1.62607,0.09674,0.15377,0,2,0,3.5,4,0.33183,0.2,0.05,0.16667,0.66667,1.25,0.78096,0.0173,0.01024,0.01411,0.71429,0.00496,0.31904,7,1.66667,25,3222,2.62632,150,4,2,5,2,0.90079,37735.4375,8,20.73611,43498.58956,2201.5033,43,0.29412,0.93036,3580,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-09,"Standard","Currency",0,1,0.01346,0.02201,0.16667,0.41667,0.2381,40,176.92744,1.8202,0.1,0.15953,0,2,0,3.49383,4,0.33333,0.21959,0.05,0.17764,0.66971,1.25,0.77475,0.01726,0.01028,0.0136,0.73492,0.00492,0.32051,7,1.66667,25.31579,3185.125,2.08878,150,4,2,5,2,0.92292,37313.8125,8,21,43011,2124,43.02778,0.29626,0.92622,3529.92091,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-10,"Standard","Currency",0,1,0.01446,0.02263,0.16667,0.41141,0.24839,40,176.26563,1.8763,0.12138,0.16114,0,2,0,3.5,4,0.33333,0.21785,0.05,0.1778,0.68981,1.29883,0.76943,0.01754,0.01098,0.0138,0.74584,0.005,0.32158,7,1.65394,25.9375,3172.56165,2,150,4,2,5,2,0.90527,35304.25406,8,21,42978.29378,2294.94737,43.59593,0.29412,0.92736,3521.665,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-11,"Standard","Currency",0,1,0.01639,0.01961,0.16667,0.41179,0.25,40,176.86021,1.95488,0.12304,0.16235,0,2,0,3.61818,4,0.33333,0.21359,0.05487,0.18182,0.69397,1.32734,0.81349,0.0179,0.01127,0.01497,0.75758,0.005,0.32209,7,1.66667,25,3338.85233,2,150,4,2,5,2,0.89767,39321.99387,8,20.18528,43092.26392,2322.98066,44,0.29412,0.93435,3532.47635,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-12,"Standard","Currency",0,1,0.01639,0.01982,0.16667,0.41667,0.25,39.90276,175.21218,1.96068,0.11704,0.16393,0,2,0,3.70358,4,0.33333,0.22221,0.05556,0.18031,0.7,1.33333,0.83364,0.01805,0.01144,0.01514,0.75758,0.005,0.32197,6.01,1.61973,26.22581,3327.71429,2,150,4,2,5,2,0.89286,38998.58842,8.37725,21.70769,42700,2284.4101,44,0.29412,0.93574,3504.45269,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-13,"Standard","Currency",0,1,0.01639,0.02,0.16667,0.41667,0.25,38.9835,173,1.97892,0.11111,0.16393,0,2,0,4,4,0.33333,0.24152,0.05556,0.16667,0.70364,1.31999,0.75262,0.01817,0.01191,0.01586,0.76494,0.00786,0.32252,6,1.6663,25.39336,3287,2.32579,158.80207,4.01579,3,7.0914,3.05563,0.90438,38448.385,8.33333,22,42785.79427,2422,43.14474,0.33333,0.94097,3460,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-14,"Standard","Currency",0,1,0.01639,0.01971,0.16667,0.41667,0.25,38,171,1.9992,0.11595,0.16369,0,2,0,4,4,0.33333,0.2381,0.05474,0.14817,0.7089,1.33333,0.78231,0.01818,0.01415,0.01645,0.77133,0.00833,0.33305,6,1.6899,25,3249,2.32579,158.52057,4,3,8.29691,3,0.90729,38218.5,8.44105,22.91386,42226.29091,2394,42.76421,0.33333,0.97543,3365.07273,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-15,"Standard","Currency",0,1.00005,0.01652,0.01961,0.16667,0.41033,0.25,38.29998,168.89029,1.96547,0.12989,0.16393,0,2.70807,0,4,4,0.34439,0.24239,0.05556,0.16367,0.70304,1.33333,0.81449,0.01818,0.01429,0.01923,0.76895,0.00915,0.33272,6.6945,1.66667,28.27219,3031.83673,3.09184,159.8592,6.88462,3,8.29691,2.07778,0.93718,37750.15109,8.552,21.73023,41664,2252.88,42.25,0.33333,0.97067,3327.15389,19.28586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-16,"Standard","Currency",0,1.075,0.01664,0.01961,0.17238,0.40325,0.24884,38.9505,166,1.94256,0.12609,0.16214,0,2.86897,0,4,4,0.35623,0.22727,0.05457,0.17251,0.69954,1.34573,0.82268,0.01816,0.01651,0.01933,0.71429,0.01,0.30303,6.93181,1.66075,30.15214,2880.0783,4,160.36587,4.14545,3,8.25319,2,0.8444,37016.32346,8,21.98351,41495.69909,2226.06,41.74272,0.33333,0.93763,3285.26766,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-17,"Standard","Currency",0,1.01531,0.01667,0.01979,0.19825,0.40462,0.24404,38.00024,165.1992,1.94872,0.13873,0.16129,0,2.56526,0,4,4,0.34061,0.24351,0.05556,0.17269,0.69671,1.33333,0.83333,0.0185,0.01658,0.01938,0.71429,0.01,0.29187,6.71741,1.65222,31.10302,2835.66,3.11224,163.55,4.16042,3,7.94271,2,0.85104,16829.1438,8,20.25319,40975.30396,2217.78468,41.35275,0.33333,0.99024,3255.3076,18.41594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-18,"Standard","Currency",0,1.09288,0.01667,0.02295,0.19685,0.40076,0.24912,38,165,1.99742,0.14286,0.16265,0,2.5,0,4,4,0.3614,0.24953,0.05828,0.17462,0.68805,1.25895,0.83333,0.01831,0.01664,0.0193,0.71429,0.01,0.29163,7,1.64232,32,2947.77551,3.28093,160,4.4337,3,7.372,2,0.84618,16813.5,8.37273,20,40920,2145,41.09477,0.32397,0.98468,2953.16327,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-19,"Standard","Currency",0,1.10768,0.01667,0.02471,0.1863,0.4,0.25,38,165,2,0.14191,0.16393,0,2.5,0,4,4,0.3663,0.24886,0.05556,0.17942,0.68805,1.36288,0.83333,0.01864,0.01667,0.01593,0.71429,0.00988,0.29991,7,1.6335,32,2885.14286,2.86465,165,4.6895,3,8.077,2,0.86235,45028.5,8.475,20,41038.53448,2145,40,0.28605,0.98493,3300,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-20,"Standard","Currency",0,1.06429,0.01667,0.02395,0.2,0.40812,0.25274,38.19872,165,2,0.14286,0.16347,0,2.51553,0,4,4,0.36636,0.24956,0.05556,0.17976,0.68805,1.36477,0.83333,0.01792,0.01667,0.01446,0.66667,0.00833,0.29732,7,1.57415,32,2896.17526,2.40638,165,5,3,7,2,0.87876,44720.775,8,20.12895,41250,2145,39.96034,0.25681,0.99585,3300,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-21,"Standard","Currency",0,1,0.01667,0.0238,0.21596,0.4,0.25645,38.77478,165,2,0.14286,0.16321,0,2.5463,0,4,4,0.3676,0.24924,0.05556,0.18485,0.68805,1.35134,0.83333,0.01789,0.01667,0.01438,0.66667,0.00833,0.29857,7.69211,1.54505,32.94023,2828.1,2.23511,163.19192,5,2.6375,7,3,0.88643,42702,8,20,41609.98425,2063.62611,40,0.25,0.99952,3300,21.74444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-22,"Standard","Currency",0,1,0.01667,0.02255,0.22222,0.3927,0.2496,38,166.42857,1.95572,0.14286,0.16393,0,2.5,0,4,4,0.34147,0.23957,0.05556,0.18449,0.67916,1.18727,0.85873,0.01786,0.01663,0.00957,0.66667,0.0082,0.27917,7.15057,1.50257,33.56098,2850.05362,2.10426,156.54321,5.11828,2,7.13043,3,0.9017,42702,8.83229,20.58,43216.13255,2063.34184,39.84924,0.25,1,3245.19141,22.94474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-23,"Standard","Currency",0,1,0.01667,0.02229,0.21564,0.39996,0.2439,38.18136,168,1.9607,0.13556,0.16129,0,2.72884,0,4,4,0.33333,0.22577,0.05661,0.18681,0.64833,1.25,0.83333,0.01786,0.01662,0.01429,0.66667,0.00833,0.25,7,1.52712,34.1468,3123.25714,1.00824,160.23196,5.15217,3,7.95495,3,0.89796,40981.81818,8.92,23.31615,43680,2086.56,40,0.26172,1,3259.2,20.34091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-24,"Standard","Currency",0,1,0.01667,0.02105,0.20452,0.4,0.2381,38,169,1.97962,0.14135,0.16014,0,2,0,4,4,0.33333,0.21162,0.05673,0.18506,0.63713,1.2375,0.83333,0.01786,0.01667,0.01429,0.66437,0.00833,0.25571,7,1.51295,34.4,3144.61959,1,166.2375,5,2.94048,6.92941,3,0.88615,41249.79592,9,22.5404,43940,2084.86516,40.2389,0.25,0.99763,3268.72092,23.03953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-25,"Standard","Currency",0,1,0.01667,0.01995,0.20444,0.3839,0.22222,37.92747,170,1.66667,0.12234,0.16122,0,2,0,4,4,0.29018,0.16667,0.05685,0.19231,0.6069,1,0.83333,0.01786,0.01667,0.01429,0.65086,0.00833,0.22222,7,1.50407,35,3146.75258,1,168.02394,5,2,8.61,2.82474,0.89912,40742.88265,8.50841,23,45059.65485,2096.18991,41,0.24785,0.85839,3185.06852,23.93074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-26,"Standard","Currency",0,1,0.01667,0.01985,0.2,0.38817,0.22222,38,171.99787,1.70399,0.11216,0.15873,0,2.91969,0,4,4,0.32971,0.2,0.0588,0.1851,0.61333,1.1,0.90909,0.01786,0.01667,0.01429,0.66155,0.00925,0.22222,5,1.53412,37.30141,3187.88054,1,170.1831,6.505,2,8.46837,2.68586,0.93036,39836.41485,9,22.83163,46174.26,2102.95665,41.00563,0.28471,0.9049,3254.68053,24.65206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-27,"Standard","Currency",0,1,0.01667,0.01974,0.20221,0.39589,0.22222,38.306,172,1.52954,0.125,0.15804,0,2.93895,0,4.49357,3,0.3308,0.20133,0.06089,0.19535,0.61309,1.1,0.84554,0.01786,0.01667,0.01439,0.66057,0.00986,0.23079,6.29192,1.50902,38,3169.45833,2.09184,172,5.88795,1.35409,8,2.5596,0.89984,38893.06122,9,24.74788,46326.07792,2571.12003,40.3133,0.28571,0.89862,3290.8735,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-28,"Standard","Currency",0,1,0.01668,0.02183,0.20582,0.4,0.2323,38.54755,170,1.9771,0.125,0.15873,0,2.96455,0,4.7226,3,0.33181,0.20325,0.06662,0.1936,0.62023,1.1,0.86484,0.01809,0.01667,0.01712,0.66667,0.00952,0.26331,6.62934,1.5079,38,3580.625,4.11428,170,7,2,8,2,0.90728,40313.02083,9,22.145,47209.66234,2416.89,40.477,0.28886,0.90437,3206.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-29,"Standard","Currency",0,1,0.01774,0.02135,0.2,0.4,0.23125,37.93689,170,1.99739,0.125,0.15441,0,2.5,0,4.52354,4,0.32575,0.20833,0.06667,0.19038,0.62884,1.11111,0.89076,0.01789,0.01667,0.01575,0.66667,0.00984,0.26316,6.28576,1.5045,35.88571,3060,4.05234,170,5.35833,2,8,2,0.90626,40313.02083,9,21.47412,47430,2416.89,40,0.28571,0.83797,3243.73737,19.62959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30,"Standard","Currency",0,1,0.02447,0.02209,0.2,0.41667,0.23224,38.95187,170,1.87129,0.125,0.15328,0,2.5,0,4.34383,4,0.33251,0.20833,0.06667,0.19446,0.625,1.1339,0.90483,0.01795,0.01667,0.01666,0.625,0.00987,0.26316,7,1.5086,37.40964,3465.93939,2.5051,169.064,5,2,8,2,0.90966,40671.21212,8.53608,25,47600,2260.48485,40,0.24673,1,3060,18.8507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,"Standard","Currency",0,1,0.02447,0.02261,0.2,0.4041,0.2381,39.00003,169.7765,1.92419,0.12615,0.1537,0,2.48086,0,4,4,0.33333,0.20706,0.06648,0.2,0.62513,1.13315,0.90909,0.01803,0.01739,0.01777,0.625,0.01067,0.27778,7.47989,1.52593,38.17595,3159.31504,3.27157,165,5,2,6.32447,2.03371,0.92731,39695.89936,8,24.74939,47957.34803,2377.08638,39,0.24551,1,3057.70804,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
