"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Blue.Nightmare","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
113,"2017-11-24","Harbinger","UniqueJewel",3.07692,0.50538,0.25385,0.25385,0.90744,0.25795,0.32154,0.25385,1,0.25385,0.25385,10.78359,0.99923,0.25231,0.92769,0.25385,0.40077,0.25385,0.23436,0.88821,0.57769,4.67051,4.01282,0.25385,264.55308,709.58974,264.55308,88.85821,0.25385,20.68667,0.96744,9.14179,1,9.12641,1,0.27,0.25385,0.25385,1.65462,0.90487,1,24.58487,0.25179,0.26436,0.25385,0.25385,1,0.25385,1,0.97974,1,55.40154,14.03179,5.09231,93.82077,0.25385,1,0.54154,0.27821,0.24359,0.99051,0.33077,0.25385,0.25308,0.26026,0.75821,0.90846,1,10.95282,98.15205,0.25385,NA,0.6859,0.25385,27.11282,0.25615,0.25385,2.79051,0.99615,0.25385,NA,0.99949,0.25385,0.25385,0.9859,1.05538,0.28051,0.25385,0.25385,0.23974,0.21923,150.97744,69.47256,271.00744,NA,181.16923,504.16821,NA,387.88154,769.21359,0.25385,16.82205,1,1,1,0.77974,0.95282,0.25385,NA,1,0.84821,0.99359,0.25385,0.25385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"2017-11-25","Harbinger","UniqueJewel",3,0.44692,0.25179,0.23897,0.97538,0.25179,0.25154,0.25179,1,0.25179,0.25179,10.02051,1,0.25179,0.88615,0.25179,0.39231,0.25179,0.24872,0.99667,0.92256,4.85385,2.58308,0.25179,266.10615,698.38282,266.10615,88.70205,0.25179,21.57256,0.5941,8.17,0.98103,9.62231,0.98769,0.27205,0.25179,0.25179,1.96,0.87462,1,24.46974,0.25179,0.44077,0.25179,0.25179,1,0.25179,1,0.98513,0.87641,54.78128,11.37205,6.29205,89.68667,0.25179,1,0.61692,0.25179,0.23077,1,0.39949,0.25179,0.25179,0.25179,0.31385,1,1,10.21795,98.60667,0.25179,NA,0.32333,0.25179,27.15949,0.25179,0.25154,2.86923,1,0.25077,NA,0.99949,0.25179,0.25179,0.46846,1,0.25179,0.25538,0.25179,0.24436,0.1841,145.13718,68.52231,297.24026,NA,194.37846,497.79538,NA,393.11974,745.38256,0.25179,14.57359,1,1,1,0.25179,0.85282,0.25179,NA,1,0.60026,0.74769,0.25179,0.25179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"2017-11-26","Harbinger","UniqueJewel",3,0.41462,0.26,0.14179,0.99718,0.26,0.26,0.26,1,0.26,0.21821,10,1,0.26,0.82897,0.26,0.44128,0.26,0.25846,0.99667,0.93487,4.77051,3.31179,0.26,230.01564,622.91564,266.96385,89.79333,0.24897,21.34667,0.81846,8.88923,0.96538,9.08308,1,0.26103,0.26,0.26,1.07256,0.99744,1,24.82256,0.26,0.50051,0.28949,0.24923,1,0.26,1,0.95051,1,54.38103,12.65256,5.23538,83.39821,0.26,1,0.40231,0.26,0.20897,1,0.26,0.26,0.26,0.26,0.39949,1,1,9.91436,99.90897,0.26,NA,0.26077,0.26,14.92897,0.26154,0.26,3,1,0.24846,NA,1,0.26,0.26,0.28949,1.19154,0.26,0.26,0.26,0.24974,0.19769,147.7959,60.80103,465.94128,NA,187.33615,526.77974,NA,395.58103,751.98744,0.26,15.02026,1,1,1,0.31949,1,0.26,NA,1,0.93872,0.78179,0.26,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"2017-11-27","Harbinger","UniqueJewel",3,0.26179,0.24641,0.12872,1,0.26128,0.26179,0.27821,0.97564,0.26179,0.26154,10,1,0.22564,0.78077,0.26179,0.42154,0.26179,0.19718,0.97744,0.98615,4.95359,3.21179,0.26179,186.61641,622.05769,266.59615,99.34897,0.23436,20.14846,0.99974,10,0.99872,7.47282,0.99923,0.26179,0.26179,0.26179,1,0.79359,1,23.38436,0.25154,0.40308,0.29641,0.26179,1,0.26103,1,1,0.99462,53.85513,11.14282,5.37308,83.01872,0.26051,1,0.26179,0.26179,0.22564,1,0.26179,0.26179,0.26179,0.26179,0.67051,1,1,9.73821,99.73513,0.26179,NA,0.2641,0.26179,11.94897,0.26179,0.26179,3.00615,1,0.19051,NA,1,0.26179,0.26179,0.36974,1.31897,0.26179,0.27641,0.26179,0.24718,0.14974,144.03128,67.71103,465.30051,NA,185.42026,537,NA,427.98436,780.33897,0.26179,14.2541,1,1,1,0.27154,0.97744,0.26179,NA,1,0.41692,1,0.26179,0.26179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"2017-11-28","Harbinger","UniqueJewel",3,0.27513,0.23923,0.11231,1,0.26385,0.30744,0.42513,0.99256,0.27513,0.27513,10,1,0.22179,0.71462,0.27513,0.43359,0.27513,0.10769,0.91897,0.97846,4.87026,3.77,0.27513,183.86641,666.25051,267.56846,99.71282,0.27513,20.53308,1,9.3641,0.99974,7.82333,0.99949,0.27513,0.27513,0.27513,1,0.81436,1,22.12231,0.24513,0.32769,0.26718,0.27513,1,0.27282,1,0.98538,0.96718,49.34385,13.82128,5.35769,88.29846,0.27154,0.96949,0.27513,0.19564,0.22026,1,0.27513,0.27513,0.27077,0.27513,0.81846,1,1,9.49333,101.16538,0.27513,NA,0.27667,0.27487,20.06821,0.27667,0.27513,3.19205,1,0.25923,NA,0.89718,0.27513,0.27513,0.29256,1,0.27513,0.30718,0.27513,0.27513,0.07897,148.1741,69.69897,452.25462,NA,207.08282,513.82769,NA,428.43615,783.2759,0.27513,14.84667,1,0.99487,1,0.28308,0.95179,0.27513,NA,1,0.58026,1,0.27513,0.27513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"2017-11-29","Harbinger","UniqueJewel",2.67487,0.28641,0.24538,0.13154,1,0.27923,0.27974,0.31103,0.93538,0.27923,0.27923,10,1,0.27923,0.69538,0.27923,0.44872,0.27923,0.09154,0.70564,0.99026,4.78487,2.17513,0.27923,178.76923,689.53949,272.72051,168.69385,0.27923,19.65359,1,9.93308,0.90333,7.44923,0.96462,0.27923,0.27923,0.27923,1,0.83026,1,21.50128,0.27923,0.29513,0.27923,0.27923,1,0.27923,1,0.92667,0.76436,47.87769,14.20513,5.07179,83.33949,0.27923,0.83077,0.27923,0.2359,0.24462,1,0.29769,0.27923,0.25308,0.27923,0.52795,1,1,9.40436,105.06795,0.27923,NA,0.27923,0.27923,22.86103,0.27923,0.27923,4.01,1,0.27923,NA,1,0.27923,0.27923,0.57462,1.09615,0.27923,0.31051,0.27923,0.27923,0.07051,148.33128,73.74974,413.72718,NA,210.56026,542.27179,NA,482.46231,799.35231,0.27923,14.33615,1,0.99897,1,0.67103,0.92615,0.27923,NA,1,0.83744,0.92,0.27923,0.27923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"2017-11-30","Harbinger","UniqueJewel",2.30526,0.52,0.20474,0.16263,1,0.28026,0.28789,0.31553,1,0.28026,0.28026,10,1.08079,0.28026,0.91421,0.37842,0.33395,0.28026,0.17632,0.29579,1,4.98132,2.16737,0.28026,181.46105,696.99921,289.84947,181.46105,0.28026,21.81474,0.97158,9.85658,1,6,0.99421,0.45395,0.28026,0.28026,1,0.97947,1,22.77605,0.28026,0.41658,0.28026,0.28026,1,0.28132,0.99947,0.96132,0.59711,56.55474,13.64605,6.42289,78.67684,0.28026,0.75158,0.28026,0.27974,0.24026,0.99947,0.28026,0.28579,0.25395,0.28026,0.93053,0.95158,1,8.69053,102.66921,0.28026,NA,0.32105,0.28026,17.43816,0.37711,0.28026,4.47658,1,0.27763,NA,0.99974,0.28026,0.28026,0.73447,1.185,0.28026,0.28026,0.28026,0.27868,0.07658,149.15342,76.26026,423.73921,NA,222.46395,563.58895,NA,515.50895,807.90105,0.28026,13.25263,1,0.97526,1.01105,0.82395,0.93632,0.28026,NA,0.99605,0.87368,0.90789,0.28026,0.28026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"2017-12-01","Harbinger","UniqueJewel",2.82667,0.99744,0.25308,0.27128,0.98615,0.32051,0.43359,0.6441,1,0.27846,0.27846,9.01103,1.09231,0.27564,0.97436,0.27846,0.42923,0.27846,0.16795,0.51385,1,5.00308,2.78487,0.27846,184.50513,694.1141,284.61205,184.50513,0.28308,21.05923,0.99974,9.79231,1,5.89,1,0.44846,0.27846,0.36359,1,0.88872,1,23.67872,0.34359,0.57846,0.38641,0.27846,1,0.27846,1,0.79692,0.63308,60.20538,15.16179,6.40923,73.49256,0.27846,0.55103,0.27846,0.28333,0.12487,1,0.35487,0.27846,0.27846,0.27846,0.48769,0.78897,1,9.35205,99.71077,0.27846,NA,0.45103,0.27846,21.92744,0.44,0.27846,4.31923,1,0.27846,NA,1,0.27846,0.27846,0.62282,1.77,0.27846,0.27846,0.27846,0.27846,0.10974,150.91513,72.92897,428.05256,NA,236.53846,645.76795,NA,524.81564,813.09795,0.27846,13.98385,1,0.73974,1.0141,0.58538,0.6441,0.31462,NA,0.99923,0.47026,0.99641,0.27846,0.27846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"2017-12-02","Harbinger","UniqueJewel",3.45487,1,0.28077,0.28077,0.99897,0.28077,0.29923,0.43897,1,0.41667,0.28077,9.36718,1,0.28077,0.93641,0.28077,0.71436,0.28077,0.07333,0.76821,1,4.16949,2.15564,0.29538,185.83641,670.81128,297.53179,185.83641,0.29769,23.63103,0.93256,11.22692,1,8.32103,1,0.60026,0.28077,0.28077,1,0.99846,0.99667,24,0.28077,0.61179,0.36564,0.28051,1,0.28077,1,0.75128,0.99308,59.07256,15.33615,6.4159,67.84179,0.28077,0.62667,0.28077,0.28538,0.15333,1,0.39,0.28077,0.28077,0.28077,0.29795,0.38026,1,10.53897,101.21974,0.28077,NA,0.88462,0.28077,21.11513,0.31154,0.28077,3.90385,0.9841,0.28077,NA,1,0.28077,0.28077,0.78026,1.1959,0.28077,0.28077,0.28077,0.28077,0.11359,158.75974,83.80231,412.68769,NA,255.14051,679.96154,NA,526.88205,816.89462,0.28077,15.20538,1,0.57795,1,0.28077,0.93718,0.28077,NA,1,0.35,0.87821,0.28077,0.28077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"2017-12-03","Harbinger","UniqueJewel",3.78333,1,0.28974,0.28359,0.99154,0.28641,0.38487,0.28974,0.99538,0.42949,0.28077,6.91872,1,0.28974,0.57051,0.28974,0.60385,0.28974,0.08667,0.65667,1.15923,4.16026,3.79077,0.31974,186.87846,662.22051,306.83897,186.86667,0.28974,22.38667,0.69564,10,0.98077,9.47205,1,0.35128,0.28974,0.28974,1.04692,0.98026,0.96385,23.93179,0.28974,0.90128,0.29205,0.28538,0.97718,0.29128,1,0.63615,0.89538,58.02205,14.93974,5.32513,68.12641,0.28974,0.62513,0.32103,0.28974,0.26846,0.81026,0.33308,0.2959,0.28974,0.28974,0.72436,0.28974,1,10.45436,97.6,0.28974,NA,0.75846,0.28974,19.18308,0.88,0.31103,3.23872,0.87564,0.28974,NA,1,0.30821,0.28974,0.62641,1.02564,0.28974,0.28897,0.28974,0.28974,0.10513,159.26179,63.98564,434.48385,NA,256.35231,551.99974,NA,516.39974,817.47282,0.40128,16.17718,1,0.64923,1,0.33026,0.89692,0.28974,NA,0.99103,0.36282,0.4541,0.28974,0.28974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"2017-12-04","Harbinger","UniqueJewel",3.98472,1,0.29889,0.30028,0.99139,0.30222,0.34972,0.30222,0.99222,0.41861,0.2,7.95944,1,0.30222,0.36139,0.30222,0.31111,0.30222,0.14,0.96639,1.14944,4.265,4.93389,0.30222,188.25444,645.38861,309.51667,0,0.30222,24.22833,0.88722,10.45528,0.76083,9.92667,1,0.36972,0.30222,0.30222,1.13833,0.93306,1,23.80389,0.30222,0.92111,0.30222,0.30222,1,0.30556,1,0.83111,0.87194,58.9725,14.65778,5.12944,70.04972,0.30222,0.49972,0.30472,0.30222,0.30917,0.62139,0.30222,0.32667,0.30222,0.30222,0.69028,0.30806,1,11.28944,94.7475,0.30222,NA,0.44389,0.30222,19.34889,0.90278,0.30222,3.11444,1,0.30222,NA,1,0.33083,0.29306,0.52444,1.03889,0.30222,0.30222,0.30222,0.30222,0.15111,157.92222,94.08444,472.70694,NA,235.97917,512.6025,NA,472.71806,767.13528,0.46583,16.45778,1,0.895,1,0.88833,1,0.30222,NA,1,0.59778,0.41917,0.30222,0.30222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback","UniqueJewel",5.5,0,1,1,0,1,1,1.2,1.1,1,0.79,0,3.91,0.96,0.8,1,0,0,0,0,0,2,2,1,NA,NA,NA,NA,1.61,0,3.2,0,1,15,1,0,0,0.82,0,2.3,1,30,0.83,2.2,1,0.86,0,0.81,0,1,1,0,27.95,10,50,0,0,0.75,1,0,0,1,0.95,0,0,0,0,1.75,2.94,0,1,0,0,1,2,0.75,0.83,0,0,1,2,1.65,1,10,0.98,0,1.4975,0.75,0.75,0.75,0.75,0,0,0,1,0,0,13.29,0,0,0,7.1,1,1,0,1,1,0,0,0,0.77,1,1,1,0,1.2,0.75,0.75,0.99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-08-04","Incursion Flashback","UniqueJewel",2,0.91,0.13,0.13,3.79,0.69398,0.13,1,1,1,0.26,3,1,0.13,0.28714,0.13,0.9,0.28816,0.14,0.17245,1,3,1,0.13,NA,NA,NA,NA,0.13,6.95519,1,28.36188,0.14,5,1,0.14357,0.13,0.13612,2.9975,2,0.39,2.50056,0.13,1,0.13,0.25296,25.19,0.13,5.48,0.26,0.76633,83.135,12.2232,1.34859,30.14051,1,2.925,0.13,0.14,1,1,0.1352,0.13,1,3.3,0.13,1,1,2,10,0.75361,8,1,0.14,1,0.13,0.91235,1.6025,5,0.13837,0.24653,1,0.99316,0.15082,0.14,1,0.69531,0.13612,0.13,0.13,0.13,39.75,107.25,0,1,50,0,3,82,0,1,4.8385,1,0.13968,1,0.91316,0.13,0.13,350,0.61,0.13,0.84551,0.13071,0.25245,15.14118,1,0.13,0.13,0.13,20,18,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-08-05","Incursion Flashback","UniqueJewel",2,1,0.1501,0.1501,3.4225,0.4801,0.16,0.37153,1,1,0.1501,2,1,0.1501,0.69112,0.1501,1,0.16,0.1501,0.16,1,2,1,0.16,NA,NA,NA,NA,0.1501,8.95839,1.95296,42.19725,0.16,5.13143,0.32,0.16,0.1501,0.1501,5,1,0.16,2,0.1501,1,0.1501,0.16,3,0.1501,1.58,0.32,0.1501,109.49179,13.226,1,36.00357,0.54092,1,0.1501,0.1501,1,1,0.1501,0.1501,1,1,0.1501,1,1,3,23.92966,0.1501,8,1,0.1501,2,0.1501,0.3201,1,5,0.1501,0.16,1,0.1501,0.1501,0.1501,1,0.3,0.1501,0.1501,0.1501,0.1501,54.74167,44.63,0,0.96041,36.94,0,2,65.11125,0,1,10,1,0.31128,1,0.16,0.1501,0.1501,31.92882,0.95,0.1501,0.3,0.1501,0.16,20.21839,1,0.16,0.16,0.1501,14.905,14.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-08-06","Incursion Flashback","UniqueJewel",1,1,0.23,0.23,3,0.4102,0.23,0.69,1,0.99,0.23,2,1,0.23,0.49531,0.23,1,0.23,0.23,0.24,1,1.86551,1,0.23,NA,NA,NA,NA,0.23,10,1,59.91346,0.23,5,0.48,0.24,0.23,0.23,5.9,1,0.24,3,0.23,1,0.23,0.23,2,0.23,1.64,0.44,0.23,164.72,12.27114,1,34.12755,0.24,1,0.24,0.23,1,1,0.23,0.23,1,1,0.23,0.87082,1,2,28.17414,0.23,10,0.23,0.23,2,0.23,0.50592,1.9,3,0.23,0.24,1,0.23,0.23,0.23,1,0.23,0.23,0.23,0.23,0.23,51.22563,48.45,0,1,28.64,0,1,66.475,0,1,10.55049,1,1,1,0.23,0.23,0.23,42.42857,1,0.23,0.41,0.23,0.23,33,1,0.23,0.23,0.23,12.92,14.94,15.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-08-07","Incursion Flashback","UniqueJewel",1,1,0.23,0.23,2,0.58,0.23,0.24071,0.97,1,0.23,1.5227,1,0.23,0.24,0.23,0.71,0.24,0.23,0.28,1,1,1,0.23,NA,NA,NA,NA,0.23,10.34278,1,56.00429,0.23,4.37857,0.7001,0.23,0.23,0.23,6,1,0.24102,3,0.23,1,0.23,0.23,1,0.23,3.03,0.95,0.23,158.51985,13,1,28.35337,0.24,1,0.23,0.23,0.92,1,0.23,0.24,1,1,0.23,0.71,1,2,32.04694,0.23,10,0.9102,0.23,2,0.23,0.88051,2,1.29102,0.23,0.23,0.8602,0.23,0.23,0.23,1,0.23,0.23,0.23,0.23,0.23,49.48,45,0,1,20,0,1,70.04375,0,1,8.5348,1,1,0.95031,0.2301,0.23,0.23,52.19153,0.92,0.23,0.6901,0.23,0.23,32.24531,1,0.23,0.23,0.23,12.92,36.38,16.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-08-08","Incursion Flashback","UniqueJewel",1,1,0.22,0.22,2,0.4602,0.22,0.2851,0.9151,0.7902,0.22,1,1,0.22,0.22,0.22,0.92,0.52061,0.22,0.44,1,1,1,0.22,NA,NA,NA,NA,0.22,10,1,53,0.22,4,0.95,0.4051,0.22,0.22,7.11,1,0.22,3,0.22,1,0.22,0.22,1,0.22,3,0.22,0.22,166.88455,12,1.22,28,0.22,1,0.22,0.22,0.4751,0.99,0.22,0.22,1,1,0.22,0.73,1,2,25.94898,0.22,9.18041,0.22,0.22,2,0.22,0.40531,2,1,0.22,0.22,0.9851,0.22,0.22,0.22,0.9951,0.22,0.22,0.22,0.22,0.22,43.3725,35,0,1,17.67,0,1,55.708,0,1,6.35776,1,0.99,1,0.22,0.22,0.22,65.38367,0.93,0.22,0.78163,0.22,0.22,35,0.8751,0.22,0.22,0.22,15,18.4,17.10667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-08-09","Incursion Flashback","UniqueJewel",1,1,0.21,0.21,2,0.42031,0.21,0.21,0.4701,0.98,0.21,1.64,1,0.21,0.21041,0.21,1,0.7702,0.21,0.9301,1,1,1,0.36133,NA,NA,NA,NA,0.21,9,1,50,0.21,4,0.85071,0.21,0.21,0.21,7,1,0.21,3,0.21,1,0.21,0.21,1,0.21,2.93852,0.21,0.21,166.98,11,2,25,0.21,0.41,0.21,0.21,0.3102,1,0.21,0.21,1,1,0.21,0.4201,1,2,21.81031,0.21,9,0.21,0.21,2,0.21,0.33,1,1,0.21,0.21,0.49,0.21,0.21,0.21,1,0.21,0.21,0.21,0.21,0.21,40.93,32.055,0,1,15,0,0.8601,50,0,1,9.58265,1,0.99,0.77,0.21,0.21,0.21,61.25031,0.9102,0.21,0.95031,0.21,0.21,40,1,0.21,0.21,0.21,15,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-08-10","Incursion Flashback","UniqueJewel",1,1,0.2,0.2,2,0.2,0.4151,0.73143,0.9951,1,0.2,2,1,0.2,0.49,0.2,1,0.42,0.2,1,1,1,1,0.2,NA,NA,NA,NA,0.2,7,1,53.14408,0.2,4.79531,0.92,0.2,0.2,0.2,6,1,0.2,3,0.2,1,0.2,0.57061,1,0.2,2.56,0.7002,0.2,143.68,11,2,23.08163,0.2,0.4251,0.2,0.2,0.2051,1,0.2,0.2,1,1,0.2,0.42041,1,2.80041,20,0.2,8,0.5351,0.2,2,0.2,0.25531,1.91041,1,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,41.575,33.72,0,0.98,11.09,0,1,62.317,0,1,10,1,1,0.87,0.2,0.2,0.2,62.35469,1,0.2,0.98,0.2,0.2,40,0.62551,0.2,0.2,0.2,15,24.16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-08-11","Incursion Flashback","UniqueJewel",1,1,0.2,0.2,1.07,0.2,0.2,0.2,0.9751,1,0.2,1.23,1,0.2,0.3202,0.2,1,0.7202,0.2,1,1,1,1,0.36,NA,NA,NA,NA,0.2,8,1,55,0.3602,5,1,0.2,0.2,0.2,4.67633,1,0.2,3,0.2,1,0.2,0.24,1,0.4102,1.8,1,0.2,134.10571,12,2,25,0.2,1,0.2,0.2,0.4551,1,0.2,0.2,1,1,0.2,0.8102,1,2.84735,23,0.2,8,0.46,0.2,2,0.2,0.2,1,1,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,33.41438,34.64,272.5,1,10,0,1,70,794.9,1,8,1,0.9951,0.87,0.2,0.2,0.2,57.54694,1,0.2,1,0.2,0.2,38.87245,0.93041,0.2,0.2,0.2,15,26.67,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-08-12","Incursion Flashback","UniqueJewel",1,1,0.19,0.19,1,0.20041,0.19,0.46031,0.42031,1,0.19,1,1,0.19,0.9,0.19,0.99,0.9801,0.19,1,1,1,1,0.19,NA,NA,NA,NA,0.19,8,1,60,0.19,5,1,0.58,0.44061,0.19,4.19,1,0.2,4,0.19,1,0.19,0.2,1,0.19,1.79044,1,0.19,129.08235,12,2,28.5249,0.19,0.9501,0.19,0.19,0.46,1,0.19,0.19,1,1,0.19,0.74031,1,3,19.00163,0.19,8,0.31,0.19,2,0.19,0.25143,1,1,0.19,0.19,0.38,0.19,0.19,0.19,0.97,0.19,0.19,0.19,0.19,0.19,34.32375,30,200,1,13.05,0,1,76.28286,649.44,1,7,1,0.57,0.87,0.27082,0.19,0.19,52.2352,0.50041,0.19,0.9901,0.19,0.19,39.33459,1,0.19,0.19,0.19,14.14,25.45,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-08-13","Incursion Flashback","UniqueJewel",1,1,0.18,0.18,1,0.1851,0.21,0.19,1,0.55592,0.18,1,1,0.18,0.19,0.18,0.67,0.5802,0.18,1,1,1,1,0.18,NA,NA,NA,NA,0.18,6.76612,1,60.46939,0.1851,4,1,0.8602,0.18,0.18,3.0551,1,0.29,3,0.18,1,0.18,0.62571,1,0.18,1.55121,0.6,0.1851,130.14286,12,3.65,31.66612,0.18,0.63,0.2802,0.18,0.4,1,0.18,0.18,0.9402,1,0.18,0.5651,1,3,18,0.18,8.42041,0.18,0.18,1.82082,0.18,0.19,1.74,1,0.18,0.1851,0.18,0.18,0.18,0.19,1,0.18,0.18,0.18,0.18,0.18,29.96759,29.67382,180,1,14.12,0,1,79.12,657.48,1,8,0.99,1,0.95,0.3651,0.18,0.18,54.58265,0.42,0.18,0.9751,0.18,0.18,40,1,0.18,0.18,0.18,14.99,26.94,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback","UniqueJewel",1,1,0.1801,0.18,1.62,0.38,0.79031,0.18,0.94,0.18,0.18,1,1,0.18,0.18,0.18,0.62,0.6302,0.18,1,1,1,0.86031,0.18,NA,NA,NA,NA,0.18,7,1,49.58255,0.46102,4,1,0.20071,0.18,0.18,4,1,0.4001,3,0.18,1,0.18,0.2301,1,0.18,1.67,0.8002,0.18,113.93337,10,3.70051,30,0.36,0.5301,0.24,0.18,0.36,1,0.18,0.18,0.54,1,0.18,0.91,1,3,18.4,0.18,8.37092,0.2901,0.18,2,0.18,0.18,1,1,0.18,0.18,0.2501,0.18,0.21071,0.36,0.97,0.18,0.18,0.18,0.18,0.18,30,27.81821,150,1,14.77,329.92,1,70,330.78,1,7.96041,1,1,0.95,0.1901,0.18,0.18,45.9552,0.41,0.18,1,0.18,0.18,38,1,0.18,0.18,0.18,15,30,10.26625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-08-15","Incursion Flashback","UniqueJewel",1,1,0.18,0.18,1.67,0.4102,0.18,0.5902,0.79061,0.6202,0.18,1,1,0.18,0.18,0.18,1,0.2751,0.18,1,1,1.44,1,0.46612,NA,NA,NA,NA,0.18,7,1,49.27,0.32041,4,1,0.18,0.18,0.18,4,1,0.18,3,0.18,1,0.18,0.7051,1,0.18,2,1,0.18,100,11.85286,3.41612,28,0.18,0.54,0.18,0.18,0.36,1,0.18,0.18,0.97,1,0.18,0.95,1,3,19,0.18,9,0.74061,0.18,1.61673,0.18,0.3302,1,1,0.18,0.5151,0.18,0.18,0.4351,0.38041,1,0.18,0.18,0.18,0.18,0.18,29.3605,24.07737,130,0.97,17.69684,292.32,1,75.03675,382.57,1,6.8502,1,1,0.97,0.18,0.18,0.18,43.25122,0.5351,0.18,1,0.18,0.18,38.34694,1,0.18,0.18,0.18,14.94083,30,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
