"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Blue.Nightmare","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
34,"2018-01-10","Abyss","UniqueJewel",1,0.88278,0.38574,0.32037,0.99093,0.42537,0.42722,0.42611,0.71926,0.45056,0.42352,1,0.99407,0.35963,0.42593,0.42611,0.42611,0.42611,0.16204,0.42611,0.79093,1,0.99907,0.42611,178.4363,1796.842,446.09074,178.4363,0.42074,31.22981,0.42815,2,0.47278,1.46,0.91278,0.42611,0.4163,0.41667,3.21481,0.42611,0.96296,7.10741,0.42037,0.42611,0.42611,1.00296,0.92148,0.42574,0.98685,0.42019,0.42611,69.06074,8.47,1,87.11574,0.42593,0.42611,0.42315,0.42611,0.42611,0.85222,0.42611,0.42611,0.42611,0.42611,0.42556,0.8787,0.99907,3.54704,35.31444,0.42611,41.92852,0.42593,0.42278,2.59074,0.45074,0.42352,1,0.98722,0.42519,0.4287,0.42611,0.42611,0.42444,0.42611,0.99185,0.42537,0.42167,0.39796,0.19056,0.34481,49.1213,236.67889,0,0.93519,59.93185,890.3,2.86796,266.74981,809.81685,0.42611,2.32444,0.99593,0.42611,0.71556,0.43981,0.42611,0.39519,51.65389,0.42611,0.42611,1,0.41056,0.46204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2018-01-11","Abyss","UniqueJewel",1,0.9613,0.37259,0.2663,0.88759,0.4213,0.4213,0.4213,0.45981,0.46685,0.39222,1,0.99648,0.3963,0.4213,0.4213,0.4213,0.4213,0.22,0.45259,0.72074,0.99796,0.99648,0.4213,177.86333,1780.645,444.65833,177.86333,0.3187,30.17556,0.4213,2,0.46167,1,0.71222,0.4213,0.41426,0.42,3.99426,0.4213,0.87685,6.92148,0.39889,0.4213,0.4213,1,0.85981,0.43315,1,0.4213,0.4213,69.49333,8.10148,1,86.8613,0.41981,0.4213,0.4213,0.4213,0.4213,0.84741,0.4213,0.42093,0.4213,0.4213,0.41926,0.79926,0.99815,3.52519,35.87241,0.4213,42.4987,0.41963,0.40704,2.71185,0.45963,0.42093,1,0.99426,0.41944,0.42574,0.4213,0.41889,0.4213,0.42074,0.9913,0.41963,0.4063,0.37426,0.32074,0.2463,48.93352,247.93241,0,0.97685,51.73111,807.835,2.15537,275.09481,752.29759,0.4213,1.98074,0.99981,0.4213,0.95685,0.42167,0.4213,0.41593,47.23352,0.4213,0.4213,0.99981,0.41167,0.42759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2018-01-12","Abyss","UniqueJewel",1,0.94846,0.36731,0.31827,0.77462,0.42115,0.41365,0.42115,0.56154,0.42423,0.36,0.99654,0.93288,0.35788,0.42115,0.42077,0.42115,0.41942,0.40635,0.42712,0.61346,1,0.98635,0.42115,178.03038,1775.33082,441.57019,176.62808,0.415,30.19288,0.42115,2,0.54038,1,0.67885,0.42115,0.42115,0.42115,3.59327,0.42115,0.8525,6.37769,0.42019,0.42115,0.42115,0.98769,0.90058,0.41712,0.99173,0.42115,0.42115,69.56288,8.05635,0.9675,87.86423,0.41346,0.42115,0.42038,0.42115,0.42115,0.91538,0.42019,0.42115,0.42115,0.42115,0.41885,0.78385,0.99615,3.62462,36.34173,0.42115,40.98481,0.42096,0.28038,2.38442,0.42077,0.41192,1,0.99885,0.41019,0.42212,0.42115,0.41923,0.41596,0.43962,0.99288,0.42096,0.37596,0.39615,0.11846,0.34731,48.18769,252.67288,788.51,0.90538,47.01192,533.87846,1.83058,261.42327,773.72404,0.42115,1.99673,0.9925,0.42212,0.92981,0.42058,0.42115,0.41962,46.72115,0.42404,0.42577,1,0.41788,0.55769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2018-01-13","Abyss","UniqueJewel",0.9948,0.7582,0.3764,0.2692,0.533,0.4186,0.4144,0.4192,0.434,0.4192,0.3764,0.9928,0.9798,0.3476,0.4192,0.423,0.4192,0.4186,0.2698,0.4752,0.842,1,0.9776,0.4192,184.3404,1822.43444,453.2952,172.7354,0.4024,29.8446,0.5284,1.9326,0.4608,1,0.9194,0.4192,0.4166,0.4232,3.818,0.4192,0.9344,6.4258,0.3844,0.4192,0.418,0.9274,0.9886,0.4112,0.852,0.4192,0.4188,70.1904,8.1976,1.0032,85.5272,0.288,0.4192,0.4016,0.4192,0.4192,0.8578,0.419,0.4164,0.4192,0.4192,0.4128,0.573,0.9958,3.752,34.9276,0.4024,39.1342,0.4184,0.3518,2.4982,0.432,0.4182,1,0.9848,0.4178,0.4186,0.4192,0.4116,0.4172,0.4228,0.9656,0.4178,0.339,0.361,0.2694,0.0902,47.3572,249.2822,724.7966,0.7378,40.2754,527.7378,1.8206,272.6468,826.4312,0.4182,1.6964,0.9998,0.468,0.8264,0.4186,0.419,0.4176,40.808,0.7194,0.4192,0.9996,0.4136,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2018-01-14","Abyss","UniqueJewel",0.9972,0.4102,0.376,0.3462,0.9684,0.4078,0.4098,0.4102,0.4386,0.4592,0.4034,1,0.9788,0.282,0.4102,0.4102,0.4102,0.41,0.2326,0.4386,0.9472,1,0.9894,0.4102,203.2258,1707.0942,435.4268,179.93964,0.388,30.7516,0.412,2.0804,0.4256,1,0.7058,0.4102,0.402,0.3826,3.4168,0.4102,0.8802,6.3462,0.366,0.4102,0.4096,0.969,0.796,0.4098,0.883,0.4102,0.4164,68.1872,7.853,1,81.2466,0.3468,0.4102,0.41,0.4102,0.4102,0.8364,0.41,0.4102,0.4102,0.4102,0.4068,0.4102,0.9978,3.936,36.128,0.4076,36.2766,0.4106,0.3552,2.8546,0.4146,0.401,1,0.9114,0.4068,0.4162,0.4092,0.4102,0.4074,0.4098,0.9104,0.409,0.349,0.3894,0.249,0.3102,48.6364,240.438,616.5408,0.9072,39.3582,515.9474,1.8378,264.3176,791.411,0.4102,1.9562,0.9966,0.4102,0.6364,0.4132,0.4102,0.4076,43.6654,0.8322,0.4152,1,0.4062,0.4234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2018-01-15","Abyss","UniqueJewel",1,0.42848,0.38717,0.18978,0.93043,0.40435,0.40587,0.40435,0.60565,0.40435,0.30609,1,0.97783,0.26761,0.40435,0.40435,0.40435,0.40435,0.12826,0.48413,0.81674,1,0.98348,0.40522,195.00848,1682.29364,445.93652,177.28278,0.30543,31.45957,0.45935,1.99413,0.45913,1,0.465,0.40435,0.40652,0.40283,3.28717,0.40435,0.96652,5.17913,0.3,0.40196,0.4037,0.99761,0.88609,0.40435,0.97674,0.40652,0.41109,71.64826,7.20391,1,80.87913,0.40239,0.40435,0.41022,0.40848,0.40435,0.845,0.41391,0.40478,0.40435,0.40435,0.40435,0.40435,1,3.66739,38.80609,0.36826,35.17935,0.40435,0.3263,2.99565,0.40587,0.36348,0.99761,0.97261,0.39652,0.40761,0.40348,0.40435,0.40261,0.40435,0.99,0.40435,0.34239,0.38391,0.17935,0.32043,50.145,234.45435,589.02804,0.90804,39.03543,402.07848,1.57326,274.75087,736.08,0.4037,1.97696,0.99957,0.40261,0.39065,0.40326,0.40435,0.40413,43.41609,0.40435,0.42065,0.99674,0.39652,0.4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2018-01-16","Abyss","UniqueJewel",1,0.49154,0.29385,0.17019,0.66827,0.39327,0.39308,0.39327,0.65904,0.39327,0.22827,1,0.995,0.21173,0.39327,0.39327,0.39327,0.39327,0.22154,0.5025,0.8275,1,1,0.3925,192.97288,1632.24,446.40788,165.21327,0.26212,34.58635,0.40673,1.97885,0.52346,1.01558,0.69135,0.39327,0.39462,0.38615,3.97615,0.39404,0.915,5.60962,0.38,0.39327,0.37635,0.97481,0.73173,0.39327,0.94923,0.39462,0.39788,75.66058,7.00769,1,88.30192,0.32615,0.39288,0.39327,0.39327,0.39462,0.87346,0.39288,0.39442,0.39327,0.39615,0.39327,0.39327,1,4.05115,38.78538,0.38269,34.10692,0.39788,0.28615,2.97077,0.415,0.35846,0.98981,0.97058,0.4025,0.45615,0.39327,0.39327,0.39308,0.39327,0.99962,0.39327,0.32904,0.38077,0.13635,0.2975,51.75769,243.30462,618.19365,0.99673,39.33346,379.82981,1.90865,375.01538,738.43635,0.39212,1.82538,1,0.39327,0.41596,0.3925,0.40962,0.38385,47.52827,0.39327,0.39365,0.99115,0.36962,0.39481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2018-01-17","Abyss","UniqueJewel",1,0.7298,0.2766,0.2752,0.4668,0.39,0.3974,0.39,0.9986,0.392,0.3672,1,0.9938,0.2972,0.39,0.3924,0.39,0.3888,0.2154,0.5092,0.8884,1,0.9846,0.3894,187.601,2599.436,441.4714,180.7144,0.254,32.9836,0.3914,1.9664,0.464,1.5878,0.697,0.3898,0.3794,0.4144,3.5764,0.39,0.9828,5.946,0.3834,0.3898,0.3946,0.9722,0.6558,0.3844,0.8982,0.409,0.3814,77.1548,6.9426,1,91.5646,0.3438,0.3896,0.3418,0.39,0.39,1,0.3924,0.3958,0.3898,0.405,0.39,0.3928,1,3.721,39.3342,0.3664,32.35,0.4258,0.3328,2.8766,0.447,0.3812,0.989,0.9966,0.39,0.4208,0.39,0.39,0.3894,0.4242,0.9976,0.393,0.3744,0.39,0.2352,0.1228,53.6626,237.7838,550.6328,0.9448,37.578,431.0048,1.6524,330.5598,742.1562,0.39,1.9944,1,0.39,0.4486,0.3928,0.4222,0.3616,36.0288,0.39,0.391,0.9954,0.3196,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2018-01-18","Abyss","UniqueJewel",1,0.38932,0.46386,0.27432,0.78227,0.38818,0.38909,0.38932,0.98886,0.43136,0.375,1,0.99659,0.29114,0.38932,0.40182,0.38977,0.38932,0.19341,0.72841,0.90795,1,0.99818,0.38523,156.22909,2183.70333,425.44273,201.08818,0.43227,31.915,0.43773,2.01591,0.4025,1.56136,0.68364,0.39114,0.25955,0.38864,2.96205,0.39295,0.95886,5.23727,0.38795,0.38932,0.39955,0.98295,0.85364,0.38523,0.93841,0.46205,0.39068,84.14523,7.10841,1,91.62205,0.27477,0.38932,0.24659,0.38932,0.38932,1,0.38932,0.40227,0.38932,0.38932,0.38932,0.39727,0.99864,4.01955,39.87455,0.37341,30.70023,0.41614,0.20955,3.29341,0.42341,0.32045,1,0.8225,0.38295,0.465,0.38909,0.38205,0.3825,0.39795,0.9725,0.38932,0.33682,0.35364,0.31818,0.18909,52.55455,229.79705,548.82705,0.98682,37.90886,449.27614,1.92773,331.43,689.61409,0.38909,2.40364,1,0.38932,0.53136,0.39795,0.47795,0.37341,46.36,0.38932,0.43864,0.99523,0.3875,0.39886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2018-01-19","Abyss","UniqueJewel",1,0.3783,0.33528,0.22208,0.87057,0.37283,0.37547,0.3783,0.84717,0.3817,0.35547,1,0.98566,0.34453,0.3783,0.3817,0.37981,0.37811,0.15736,0.82943,0.73,1,0.99,0.37981,148.34019,2124.16377,401.96075,412.16906,0.42604,30.98566,0.54434,2.02736,0.57434,1.97075,0.72849,0.38094,0.37321,0.3783,2.8966,0.3783,0.81604,5.9334,0.3617,0.3783,0.39585,0.98585,0.74434,0.30868,0.98226,0.39755,0.39453,92.00151,6.9966,1,94.19,0.36849,0.3783,0.38151,0.37887,0.3783,1,0.38585,0.38245,0.3783,0.38849,0.3783,0.38189,1,3.91434,39.97906,0.35321,31.01321,0.3783,0.29887,3.24887,0.49528,0.33415,1,0.91,0.37849,0.42358,0.3783,0.37585,0.38094,0.38075,0.9866,0.3783,0.3634,0.36302,0.23774,0.09943,52.65245,214.20811,615.80509,1,37.3434,443.19396,1.62604,310.53377,649.8866,0.3783,1.99075,1,0.3783,0.94925,0.39245,0.50566,0.36868,51.42585,0.3783,0.3883,0.9883,0.37774,0.3817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2018-01-20","Abyss","UniqueJewel",1,0.37058,0.30942,0.28577,0.92692,0.37058,0.37885,0.37058,0.67404,0.37865,0.33692,1,0.95038,0.29231,0.37058,0.40692,0.37058,0.36808,0.10481,0.57635,0.50827,1,0.99981,0.38769,138.89154,1871.36538,376.86731,381.71365,0.35038,29.29942,0.47288,2.00346,0.41231,1.68,0.80846,0.42154,0.36365,0.37673,2.97346,0.37058,0.83135,5.92923,0.32846,0.38058,0.375,0.995,0.90827,0.37154,1,0.38423,0.40788,82.10212,7.25673,1,95.50654,0.33385,0.37058,0.36962,0.37077,0.37058,1,0.38212,0.39596,0.37058,0.40615,0.37058,0.54038,0.9825,3.93615,39.71885,0.3725,29.58827,0.38558,0.24231,3.04923,0.38038,0.37308,1,0.84442,0.38058,0.44865,0.37385,0.41673,0.37058,0.37192,0.94635,0.37058,0.31808,0.2675,0.21423,0.09,52.09615,201.51192,550.69731,0.88981,37.975,399.44635,1.84865,263.29481,596.59365,0.33942,1.94135,1,0.37058,0.99904,0.37885,0.63788,0.31038,43.32692,0.38942,0.37135,1,0.36827,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2018-01-21","Abyss","UniqueJewel",1,0.37404,0.32,0.31519,0.94519,0.36115,0.43231,0.35173,0.65308,0.36827,0.31038,1,0.9775,0.36615,0.36115,0.37942,0.36115,0.36096,0.11115,0.45692,0.94692,1,0.99865,0.35327,124.02827,2005.27058,403.96269,322.27019,0.35981,32.42615,0.54615,2.05038,0.42288,1.86692,0.81596,0.37173,0.35654,0.39692,3.49423,0.36115,0.89212,5.6975,0.28885,0.36923,0.40654,0.92288,0.95192,0.36404,1,0.37019,0.38519,78.33,7.04038,1,98.45269,0.19404,0.36115,0.35885,0.37019,0.36115,1,0.36827,0.37769,0.37769,0.36115,0.36115,0.36115,1,4.03038,38.81904,0.38846,29.73385,0.37712,0.30173,3.07269,0.39962,0.36654,1,0.975,0.30288,0.51923,0.36077,0.36154,0.36115,0.36365,0.99827,0.36135,0.25827,0.18558,0.13269,0.09981,51.85577,175.92442,492.41173,0.98558,39.08115,395.33788,1.6475,242.88423,595.56385,0.36519,1.83558,1,0.36115,1,0.37365,0.74981,0.37596,43.70923,0.36115,0.385,1,0.35885,0.38231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2018-01-22","Abyss","UniqueJewel",1,0.35784,0.24412,0.20627,0.9549,0.35784,0.44275,0.35784,0.99431,0.38961,0.24627,1,0.99902,0.18824,0.35784,0.39176,0.35784,0.35686,0.21118,0.79686,0.99667,1,0.99824,0.35882,120.38569,2088.77647,424.81667,308.09373,0.36353,32.46216,0.48098,2.03922,0.50255,1.41451,0.92216,0.36804,0.36529,0.35745,3.79961,0.35784,0.89529,5.84157,0.33588,0.36039,0.38353,0.99549,0.65725,0.35588,1,0.35784,0.39039,76.28667,7.65176,0.99961,98.01059,0.27529,0.35784,0.35784,0.36176,0.35745,1,0.37314,0.35275,0.35784,0.35784,0.35765,0.54549,1,4.33647,38.95157,0.42118,26.35588,0.40843,0.19039,3.1402,0.47314,0.31843,0.77922,0.99706,0.38824,0.45216,0.35667,0.36824,0.35784,0.37529,0.99647,0.34137,0.33196,0.26039,0.22745,0.15804,51.45608,167.75176,583.12529,0.99686,39.33804,366.73216,1.87098,248.20471,611.85882,0.35784,1.96412,1,0.35784,1,0.37941,0.81255,0.36098,45.67647,0.35784,0.3798,0.97922,0.35588,0.36157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
