"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Cameria.s.Avarice","Corona.Solaris","Disintegrator","Dreadbeak","Dreadsurge","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Enmity.Divine","The.Rippling.Thoughts","The.Stormwall","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
75,"2017-05-16","Legacy","UniqueWeapon",0.31644,0.32695,8.33695,8.73119,8.70695,8.95085,NA,0.2239,0.33068,3.43169,0.34695,10.58661,NA,0.20339,267.90339,NA,0.32458,0.55475,NA,NA,0.92932,0.13169,0.13017,0.33068,1,13.29356,0.99932,20.48695,0.33068,0.29203,NA,0.8961,0.44746,0.13068,0.9822,30.80203,0.21034,0.21322,0.26814,0.99797,0.44966,23.64051,NA,1,0.33864,14.55169,0.32966,1,5.40576,0.26712,0.99746,37.95,0.31169,0.84237,0.31458,0.33068,0.86475,0.33068,0.3278,0.21576,0.11,0.27525,0.12831,0.32797,0.32831,0.27356,0.25627,NA,7.23356,17.11475,0.34966,1.19746,0.33068,0.33068,NA,3.99864,0.30119,0.33068,0.90712,0.33068,0.33203,0.18051,0.33475,0.94305,3.62373,0.31034,14.11814,19.10864,0.22915,1,0.26508,0.31831,0.12051,0.87492,0.32881,17.27458,0.20695,0.32932,9.80441,0.99322,0.33017,9.45678,0.33034,0.22034,0.29475,0.74797,NA,1.41525,0.33068,0.28271,0.33,0.33051,NA,0.33068,0.32932,0.10983,0.39729,0.80729,0.27983,0.24576,0.20322,6.22085,0.33068,1.11525,903.88712,1,0.20864,0.33068,0.20559,0.32881,0.23864,0.33068,0.33068,16.5978,20.38424,0.39864,0.32831,0.33068,15.84576,17.26797,NA,0.22136,4,0.30288,0.98458,0.31593,1.94525,10.06458,0.35136,419.47356,0.32864,0.29305,NA,0.35186,0.65797,0.25712,0.17305,10.66831,1,0.26356,0.77525,0.34119,14.91492,4.99237,2.9778,NA,0.32559,6.09729,0.47475,0.33068,0.14068,1,8.39559,0.84119,NA,0.32797,9.48864,4.17508,0.32508,0.99475,0.9978,1.97797,0.26356,0.30085,293.67068,21.05356,1,28.26136,98.13034,0.13763,0.99864,NA,NA,0.32695,0.20661,0.26966,19.4978,0.31136,3.98203,0.7261,1.01136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.98305,NA,NA
76,"2017-05-17","Legacy","UniqueWeapon",0.32136,0.31746,7.90627,8.57644,8.77,8.97356,NA,0.27847,0.32119,3.05898,0.59271,9.12441,NA,0.28797,275.22136,NA,0.30763,0.66881,NA,NA,0.99864,0.10966,0.2461,0.32475,1,10.65864,0.94169,17.71915,0.32254,0.2339,NA,0.98593,0.45254,0.14305,0.90729,27.27746,0.27508,0.24271,0.32254,1,0.41644,25.08441,NA,0.99831,0.32254,14.77186,0.32034,0.99932,6.41407,0.29034,0.84237,36.78203,0.31424,0.65034,0.23949,0.32254,0.71051,0.36288,0.32254,0.17831,0.17441,0.2539,0.11339,0.32254,0.32254,0.30881,0.30559,NA,6.99644,17.72763,0.32254,1.23254,0.32254,0.32254,NA,4.05085,0.26932,0.32254,0.81068,0.32254,0.32254,0.32034,0.76898,0.78864,3.41203,0.32373,15.35525,19.68814,0.31966,1,0.31458,0.32085,0.23,0.91797,0.32254,17.87424,0.25881,0.39949,8.96119,0.97068,0.32254,10.43508,0.32085,0.25017,0.32254,0.71203,NA,1.36271,0.32237,0.30525,0.32254,0.32237,NA,0.32254,0.32254,0.21085,0.87627,0.83203,0.27356,0.28254,0.23746,6.04763,0.32051,1.21949,876.94797,1,0.18831,0.32254,0.29661,0.32237,0.30186,0.31017,0.30746,19.2239,24.13661,0.41475,0.32254,0.32254,15.84881,14.72102,NA,0.19034,4.03966,0.32254,0.80051,0.29966,1.71932,9.44661,0.32254,417.47305,0.32254,0.31797,NA,0.32254,0.55475,0.17695,0.26797,10.50169,1.00186,0.21424,0.57576,0.32254,14.73254,5.98644,2.88017,NA,0.31864,6.67356,0.41797,0.58475,0.2222,1,6.80661,0.73542,NA,0.31932,11.09847,5.18797,0.15068,0.83576,0.99983,1.94339,0.23712,0.31746,296.12,20.52034,1,28.68847,98.38102,0.11,1,NA,NA,0.31525,0.29458,0.26356,19.31729,0.32186,4.11305,0.37203,1.00424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.83593,NA,NA
77,"2017-05-18","Legacy","UniqueWeapon",0.32,0.31119,7.51983,8.64864,8.45932,8.60305,NA,0.18458,0.32,2.70847,0.8339,9.75119,NA,0.28458,273.15373,NA,0.31983,0.59746,NA,NA,0.99712,0.1361,0.29678,0.32661,1,11.98898,0.97102,20.24373,0.32,0.2422,NA,0.90407,0.59746,0.19593,0.99864,21.4739,0.24847,0.3139,0.30678,0.99593,0.50119,27.64712,NA,0.99966,0.32,14.02254,0.32,0.99915,7.36898,0.26,0.75932,32.46203,0.31237,0.91356,0.24932,0.32,0.71814,0.32424,0.31966,0.17339,0.11,0.29034,0.14068,0.30797,0.31915,0.23915,0.27746,NA,8.08017,17.72186,0.32,2.11085,0.32,0.32,NA,4,0.19746,0.32,0.61017,0.32,0.32,0.19119,0.98373,0.85525,3.8778,0.32,13.86373,19.92847,0.32,1,0.30864,0.25983,0.26932,0.89508,0.32,16.57525,0.31864,0.32,9.48881,0.9439,0.32,13.09492,0.31898,0.29254,0.31492,0.89542,NA,1.93068,0.32,0.30712,0.26814,0.32,NA,0.32,0.32,0.14373,0.99966,0.86542,0.30763,0.27983,0.27017,6.30271,0.33576,1.44017,749.85017,1.00017,0.26373,0.32,0.27119,0.32,0.30729,0.32,0.31271,19.71966,23.81525,0.36746,0.32,0.32,14.86593,15.94915,NA,0.20051,4.27441,0.32,0.49508,0.31932,1.41356,9.20186,0.32,429.40373,0.31458,0.30458,NA,0.45881,0.36661,0.28288,0.30576,9.93814,1.00305,0.28797,0.6239,0.36339,12.80237,6.07458,3.02017,NA,0.31,6.92305,0.76305,0.38627,0.16169,0.98797,7.81373,0.89136,NA,0.31831,11.87169,4.54356,0.20492,0.94542,1,1.84576,0.3178,0.31847,287.94085,22.27695,1,25.41797,95.53797,0.11,1,NA,NA,0.25559,0.25271,0.31864,20.04373,0.32,5.12932,0.34576,1.44661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.08373,NA,NA
78,"2017-05-19","Legacy","UniqueWeapon",0.28655,0.31862,7.73034,8.91931,8.36793,8.7969,NA,0.30207,0.32897,3.29121,0.45069,10.88707,NA,0.28466,271.44466,NA,0.29345,0.58328,NA,NA,0.99914,0.1269,0.17621,0.33345,1,11.11586,0.93276,24.59621,0.32897,0.24086,NA,0.9769,0.94345,0.18241,0.99328,25.675,0.30069,0.23603,0.27431,0.99672,0.65293,25.6031,NA,0.99586,0.32897,17.16345,0.32897,0.99948,7.07828,0.23466,0.6419,31.66069,0.32828,0.81345,0.22155,0.32897,0.83552,0.50983,0.32672,0.26121,0.11,0.21466,0.11017,0.23638,0.3269,0.20776,0.2431,NA,7.88069,18.19621,0.32897,2.44,0.32897,0.32897,NA,4.13034,0.24448,0.41379,0.44397,0.3331,0.42328,0.18845,0.9719,0.53448,3.47845,0.32897,12.66655,19.985,0.32897,1,0.32897,0.32069,0.22724,0.77414,0.32897,14.22931,0.30948,0.31397,10,0.99276,0.32897,12.31293,0.32897,0.29466,0.31431,0.57379,NA,1.58897,0.32828,0.22862,0.31224,0.32638,NA,0.32741,0.38431,0.19759,0.98345,0.825,0.26483,0.27086,0.21914,6.63983,0.32897,1.65638,387.01707,1,0.29931,0.32897,0.27379,0.25793,0.2869,0.21897,0.3119,18.57983,24.06379,0.36724,0.32897,0.32897,15.23207,15.86672,NA,0.22603,3.73138,0.32121,0.66862,0.32983,1.09,9.55086,0.33293,445.37293,0.32776,0.28466,NA,0.32897,0.50207,0.29534,0.24552,11.74259,1.03293,0.31517,0.40103,0.55983,13.33379,5.08741,2.94534,NA,0.32897,7.44603,0.70672,0.5719,0.12793,0.99534,8.0419,0.9819,NA,0.31914,13.74759,3.84586,0.32052,0.83603,0.93379,1.825,0.3169,0.32552,286.43103,24.76103,1,27.88741,96.91069,0.11,1,NA,NA,0.30569,0.26276,0.32345,19.73983,0.32207,8.15,0.32879,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5731,NA,NA
79,"2017-05-20","Legacy","UniqueWeapon",0.31897,0.32345,8.67345,8.98776,8.5731,8.80414,NA,0.27845,0.32345,3.86293,0.35655,11.39586,NA,0.20914,284.04655,NA,0.28052,0.72914,NA,NA,1,0.11483,0.2031,0.67724,1,11.57931,0.94207,24.94828,0.32345,0.275,NA,0.85793,0.90466,0.22707,0.97034,22.97103,0.26586,0.23983,0.30897,0.97707,0.93276,29.28621,NA,1,0.32328,14.99224,0.32345,1,7.30448,0.30103,1,33.36466,0.31155,0.61586,0.26431,0.32345,0.67224,0.32345,0.31069,0.29655,0.11,0.25414,0.11948,0.31362,0.32345,0.20379,0.30586,NA,5.72241,17.65845,0.32345,2.04897,0.37276,0.32345,NA,4.49862,0.26931,0.42155,0.62655,0.3231,0.39138,0.23621,0.76259,0.42724,3.06241,0.32328,13.19879,19.89397,0.31224,1,0.22948,0.27914,0.28017,0.84138,0.32241,17.94983,0.23724,0.32276,10.71672,0.99448,0.32345,14.57172,0.32293,0.26983,0.32052,0.41379,NA,1.56155,0.32345,0.21845,0.26655,0.32172,NA,0.32224,0.32345,0.18224,0.96569,0.95552,0.23879,0.2881,0.18828,6.97155,0.32345,1.99448,351.25121,1,0.29552,0.32345,0.30052,0.31828,0.2569,0.32345,0.29362,15.27638,25.15862,0.69121,0.32103,0.32345,15.1919,19.15586,NA,0.20741,3.20621,0.31517,0.96069,0.34069,1.82879,11.35086,0.44603,432.18552,0.32345,0.3169,NA,0.32345,0.63172,0.28879,0.22845,11.13879,1,0.28207,0.33052,0.59638,19.52793,7.22034,3.38121,NA,0.32345,7.42931,0.56448,0.49931,0.26121,0.99724,7.85862,0.92914,NA,0.2981,13.88328,3.70724,0.26931,0.37121,0.99879,1.43103,0.28638,0.32259,279.52948,25.82534,1,28.79569,87.29759,0.115,0.99914,NA,NA,0.28448,0.21672,0.23897,20.5981,0.32172,5.04052,0.33362,1.73155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.10034,NA,NA
80,"2017-05-21","Legacy","UniqueWeapon",0.31712,0.23288,9.01153,9.10661,8.71746,9.1922,NA,0.21492,0.32017,4,0.32,12.65,NA,0.30492,291.30068,NA,0.22356,0.38085,NA,NA,1,0.12,0.19356,0.37712,0.99814,11.14593,0.82051,24.3261,0.32017,0.18458,NA,0.99932,0.71,0.19153,0.99525,25.37034,0.21797,0.20559,0.21881,0.99864,0.73,30.7578,NA,0.86,0.32017,14.54678,0.32017,0.99983,6.50983,0.29678,0.91407,47.09695,0.32017,0.45458,0.22254,0.32017,0.46186,0.32017,0.30542,0.21881,0.11,0.26763,0.11508,0.24119,0.29915,0.22525,0.25339,NA,4.89814,19.09847,0.32017,2.45492,0.39322,0.32017,NA,4.44305,0.30915,0.32017,0.93424,0.32017,0.32017,0.15407,0.79593,0.70288,2.96034,0.32017,10.02254,21.20593,0.29797,1.04356,0.26729,0.31847,0.17407,0.9778,0.32017,17.12373,0.20678,0.32017,10.59288,0.97373,0.32017,11.34508,0.32017,0.26119,0.27424,0.40475,NA,1.13,0.32017,0.1739,0.28322,0.32017,NA,0.31424,0.32017,0.19339,0.93458,0.73034,0.22068,0.30119,0.29169,6.80678,0.31949,1.75169,268.75966,1,0.32017,0.3261,0.27966,0.30712,0.27814,0.31458,0.24237,18.92356,25.76881,0.32017,0.31949,0.32017,15.00169,19.25508,NA,0.20322,2.96034,0.32017,0.91186,0.31712,1.98814,10.6961,0.43898,441.88373,0.31847,0.30746,NA,0.32017,0.49525,0.27475,0.29237,12,1.05237,0.25254,0.32034,0.55797,18.45915,8.86949,3.45898,NA,0.32017,6.36898,0.41492,0.83102,0.11085,1,8.51881,0.89627,NA,0.21,13.08203,4.74475,0.18864,0.56729,1,1.20678,0.27085,0.30864,270.50814,29.55898,1,26.70254,85.57237,0.11,0.99492,NA,NA,0.28407,0.16915,0.22492,25.24169,0.24458,5.39051,0.32017,1.12746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.90712,NA,NA
81,"2017-05-22","Legacy","UniqueWeapon",0.3161,0.32,9.23576,8.96373,8.94102,9.20153,NA,0.17322,0.31949,4,0.57441,11.90695,NA,0.31034,299.8861,NA,0.2261,0.51983,NA,NA,1,0.11,0.22661,0.46136,0.98203,11.74237,0.77712,23.40525,0.32,0.19102,NA,0.99898,0.97203,0.24712,0.93542,25.77898,0.23644,0.24949,0.26949,0.99593,0.54746,27.81898,NA,1,0.32,13.33644,0.32,0.99627,6.46525,0.31881,0.69746,57.48254,0.32,0.80831,0.31441,0.32,0.46102,0.31831,0.32,0.24898,0.11,0.26932,0.13288,0.15,0.31898,0.30169,0.29322,NA,4.63729,18.41915,0.32,2.05102,0.30068,0.32,NA,4.61814,0.32,0.32,0.90814,0.32,0.32,0.17305,0.99424,0.56729,3.09305,0.32,10,19.29441,0.32,1,0.31678,0.2622,0.20322,0.85203,0.32,20.99797,0.22237,0.32,9.99017,0.74898,0.32,11.93017,0.32,0.32,0.31508,0.54525,NA,1.41424,0.32,0.17305,0.31627,0.32,NA,0.32,0.33034,0.13441,0.88085,0.86102,0.21186,0.29576,0.31593,5.60746,0.32,2,309.88034,1.02017,0.32,0.41271,0.31017,0.32,0.32,0.32,0.25525,18.76458,22.79356,0.32,0.31898,0.32,15.09475,14.93339,NA,0.17407,3,0.32,0.89441,0.34932,1.99932,11.48898,0.66898,473.99339,0.29729,0.32,NA,0.32,0.55,0.31627,0.23763,11.81983,1.18644,0.27034,0.46339,0.78525,24.14593,8.03441,2.09695,NA,0.32,6.15458,0.47288,0.57797,0.1622,1,8.81051,1,NA,0.3139,10.66712,4.18339,0.22475,0.66407,0.94797,1.82119,0.32,0.31,271.99407,45.83542,1,28.22186,87.29932,0.11,1,NA,NA,0.32,0.18898,0.29966,25.66373,0.26966,8.49627,0.38458,1.0478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.06339,NA,NA
82,"2017-05-23","Legacy","UniqueWeapon",0.31603,0.30948,9.46534,9.19293,8.89828,9.41086,NA,0.26534,0.30034,4.16759,0.98328,13.2619,NA,0.25034,305.38534,NA,0.30207,0.66741,NA,NA,1,0.13345,0.22759,0.33086,0.99966,12.02259,0.90862,23.85569,0.31966,0.29828,NA,1,0.99724,0.28121,0.78172,28.2919,0.30621,0.20741,0.31931,0.73414,0.70138,26.80897,NA,1,0.32,13.62741,0.32,1,7.15483,0.30345,0.98241,57.7931,0.32,0.89534,0.31707,0.33,0.59672,0.32,0.32,0.32,0.12121,0.26621,0.18103,0.19466,0.32,0.27,0.31948,NA,5.31017,16.34931,0.32,1.85448,0.32,0.32,NA,4.7269,0.3169,0.32069,0.91259,0.32,0.33431,0.27224,0.98293,0.79,3,0.32,11.87345,18.46466,0.32,1,0.30431,0.31138,0.28793,0.91466,0.40086,20.67,0.27121,0.32,10.26448,0.88534,0.32,10.1081,0.32,0.30362,0.32,0.58603,NA,1.84466,0.32,0.19362,0.31914,0.32,NA,0.32,0.32,0.11103,0.83621,0.41741,0.27276,0.2819,0.31655,5.08431,0.32,1.83552,281.43379,1.12603,0.32,0.53069,0.32,0.32,0.25845,0.32,0.31017,18.11569,24.26862,0.32,0.32,0.32,17.41448,15,NA,0.27931,3.00759,0.32,0.96069,0.48966,1.64862,11.40431,0.58259,479.90379,0.31241,0.32,NA,0.48914,0.68638,0.30259,0.22569,10.74345,1.0131,0.27328,0.52983,0.80897,19.64724,8,2.60345,NA,0.31966,5.48966,0.41397,0.32,0.32,1,8.33466,1,NA,0.3181,11.17379,4.91362,0.1931,0.59276,0.90397,1.57879,0.30328,0.25879,278.81052,43.30086,1,27.41276,84.20397,0.15552,0.99983,NA,NA,0.32,0.31534,0.24086,25.3,0.32,6.52724,0.49845,1.28431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.96448,NA,NA
83,"2017-05-24","Legacy","UniqueWeapon",0.31949,0.31983,9.24034,9.08119,7.70153,9.0261,NA,0.31983,0.31983,4.98339,0.95085,14.99525,NA,0.2922,309.63322,NA,0.31881,0.39237,NA,NA,1,0.11186,0.25712,0.35458,0.99254,13.41102,0.94644,23.93593,0.31763,0.28186,NA,1,0.84525,0.30864,0.92322,27.10237,0.21729,0.20627,0.31983,0.98051,0.96644,25.68119,NA,1,0.31983,13.85881,0.31983,1,6.98119,0.21966,0.98966,57.66508,0.31983,0.90305,0.30915,0.31983,0.82949,0.56542,0.31983,0.31983,0.12169,0.25119,0.19017,0.24797,0.31983,0.26898,0.31983,NA,5.04407,18.36407,0.31983,1.65237,0.31983,0.31983,NA,3.96,0.26814,0.33559,0.97729,0.31983,0.32017,0.26119,0.72203,1,2.76881,0.31983,15.25559,20.51729,0.32,1,0.31864,0.31983,0.31983,0.99169,0.31983,20.54441,0.31983,0.43678,15.45153,0.99576,0.40356,9.90864,0.31983,0.31847,0.31983,0.76898,NA,2.20508,0.31983,0.21847,0.31983,0.31983,NA,0.31983,0.31983,0.11,0.99458,0.73407,0.26881,0.25034,0.29424,5.05237,0.32254,1.50729,462.35186,1.34017,0.31983,0.5522,0.28831,0.31898,0.31983,0.31983,0.31983,17.93508,23.32508,0.40695,0.31983,0.33034,18.65915,15.51593,NA,0.31729,3.05305,0.30576,0.98,0.32475,1.84034,10.22153,0.32136,474.31153,0.3139,0.31983,NA,0.53407,0.46881,0.30102,0.30898,12.03237,1,0.28186,0.31983,0.88271,23.65797,7.98102,2.32576,NA,0.31983,6.10831,0.64678,0.31983,0.23949,1,8.92508,0.99203,NA,0.31627,10,5.06458,0.30102,0.69949,0.99169,1.38322,0.28441,0.31542,272.08373,37.55288,1,25.06542,82.27627,0.28373,0.99932,NA,NA,0.31932,0.26966,0.31949,23.44983,0.31983,5.34881,0.41034,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.82847,NA,NA
84,"2017-05-25","Legacy","UniqueWeapon",0.3039,0.31,9.08712,9.10508,7.79576,9.32695,NA,0.31305,0.31661,4.80898,0.97492,14.64983,NA,0.26508,288.63102,NA,0.29644,0.31661,NA,NA,0.97339,0.11,0.24797,0.3461,0.98288,13.73898,0.91492,24.53746,0.31661,0.13932,NA,0.99932,0.88119,0.22932,0.95712,25.25678,0.25729,0.22763,0.30831,0.63322,0.84085,30.09356,NA,1,0.31661,16.77085,0.31661,1,6.26254,0.16864,0.92949,56.63136,0.29746,0.58508,0.26678,0.31661,0.64678,0.68441,0.31661,0.31119,0.11017,0.28881,0.11695,0.27169,0.30932,0.29712,0.31661,NA,4.89119,18.32814,0.31661,2.56949,0.45949,0.31661,NA,4.61831,0.3,0.31712,0.99305,0.31661,0.31746,0.31492,0.43847,0.80898,3.04661,0.31661,18.98576,25.40864,0.31661,1.0561,0.31627,0.28186,0.31661,0.98966,0.34203,16.61085,0.29678,0.34898,12.21746,0.99661,0.40288,11.04492,0.31661,0.31661,0.31508,0.70458,NA,1.88237,0.31661,0.24915,0.31085,0.31661,NA,0.31661,0.31661,0.13153,0.99864,0.77712,0.31508,0.30864,0.21593,4.02475,0.31661,1.48017,1724.5078,1.24068,0.31661,0.39661,0.26712,0.35729,0.31288,0.31661,0.28678,19.31898,23.8622,0.31661,0.31644,0.31661,18.42542,16.14322,NA,0.30559,3.97373,0.31661,0.87695,0.33949,2.00593,10.42288,0.31661,461.09186,0.31508,0.31661,NA,0.41169,0.76373,0.30322,0.31119,11.26034,0.98678,0.29593,0.32034,0.71898,22.6839,7.11576,2.95305,NA,0.29373,6.58034,0.91729,0.31661,0.18136,1,8.29593,0.90729,NA,0.2878,10.06136,4.00746,0.20881,0.98898,0.96271,1.99373,0.26424,0.30542,275.59814,29.18136,1,22.21237,80.34,0.13203,1,NA,NA,0.31661,0.18169,0.31492,22.30661,0.31661,3.29339,0.31661,1.03186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.37508,NA,NA
85,"2017-05-26","Legacy","UniqueWeapon",0.31034,0.30136,9.34746,9.40915,9.06322,9.21898,NA,0.26593,0.31034,3.81169,0.99729,14.47051,NA,0.2239,297.52475,NA,0.29271,0.65542,NA,NA,0.99508,0.11,0.28051,0.76525,0.99593,12.62136,0.98322,23.76932,0.31034,0.18983,NA,1,0.94966,0.26966,0.98712,24.71237,0.28,0.21898,0.26373,0.89831,0.93712,29.61085,NA,1,0.31034,17.50864,0.3139,1,8.76661,0.22915,0.99695,55.75492,0.23898,0.31966,0.27,0.31034,0.48763,0.72424,0.31034,0.25915,0.17492,0.21576,0.11,0.26593,0.30424,0.17356,0.24254,NA,4.90797,13.97814,0.31034,2.95763,0.87475,0.31034,NA,4.6661,0.31,0.31034,0.98153,0.31034,0.31085,0.21814,0.31034,0.89119,2.6739,0.30458,20.99763,23.72814,0.31034,1,0.28356,0.2822,0.31017,0.93186,0.32,15.13831,0.29068,0.31169,14.53136,0.84695,0.49831,12.41424,0.3039,0.29746,0.30831,0.60729,NA,2.55864,0.31034,0.17661,0.26169,0.31203,NA,0.31034,0.31034,0.1922,0.85017,0.74525,0.27186,0.28542,0.25559,4.28576,0.30966,1.36932,1819.84271,2.23983,0.31034,0.54712,0.13322,0.41203,0.30288,0.30983,0.29932,19.96153,26.69949,0.31373,0.30814,0.31034,20.61288,15.71525,NA,0.24322,3.81847,0.30915,0.70203,0.45288,2,10.66559,0.31034,453.98271,0.31034,0.30492,NA,0.40864,0.65559,0.26085,0.30559,10.43441,1,0.31034,0.31034,0.99424,23.70305,5.74017,3,NA,0.31034,7.38119,0.72,0.31102,0.15966,1,7.77475,1,NA,0.27322,10.81373,4.36051,0.16932,0.92068,0.88271,2,0.31017,0.30305,272.69847,20.44644,1,23.54085,84.23983,0.11,1,NA,NA,0.31034,0.27814,0.27322,19.64136,0.29153,1.21593,0.31373,1.48441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.93017,NA,NA
