"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Cameria.s.Avarice","Corona.Solaris","Disintegrator","Dreadbeak","Dreadsurge","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Enmity.Divine","The.Rippling.Thoughts","The.Stormwall","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
68,"2017-10-10","Harbinger","UniqueWeapon",0.245,0.2644,14.1852,13.9002,14.7932,14.5416,NA,0.2194,0.2652,1.2664,1,5,NA,0.1802,291.6426,NA,0.2648,0.2628,NA,NA,0.5742,0.1392,0.1218,1,0.657,20.0192,0.9996,317.2812,0.6224,0.0964,NA,1.1744,0.9056,0.1998,0.5488,81.45,0.1238,0.1258,0.1092,0.9472,0.2652,22.0996,0.1648,0.9996,0.2844,50.3576,0.6444,1,5.763,0.264,1,51.0064,1,0.9352,0.2652,0.9968,0.2572,0.2652,0.2076,0.2368,0.09,0.232,0.2576,0.2652,0.2652,0.2458,0.129,NA,1,3.9642,0.2652,1,0.3526,0.2652,NA,3,0.1426,0.2652,0.9664,0.2646,0.264,0.097,0.5626,0.2652,31.2406,0.2632,31.3016,17.9066,0.2652,1,0.2652,0.259,0.1054,0.9586,0.2724,0.7364,0.1178,0.2094,3,0.889,0.2652,14.2942,0.2554,0.905,0.189,0.2652,NA,2.4322,0.2676,0.2368,0.2612,0.2478,NA,0.4924,0.2926,0.127,8.783,0.9648,0.2646,0.0994,0.265,9.9004,0.8116,0.9524,1.5892,1,0.1416,0.2692,0.114,0.2896,0.2568,0.2456,0.2632,1247.8594,5930.2494,0.2236,0.2648,0.2652,11.7724,19.9982,NA,0.1594,3,0.2638,1,0.2652,0.9834,17.7188,0.9404,162.511,0.2652,0.6728,0.1512,0.9568,0.3964,0.2652,0.1308,9.7542,0.2652,0.2332,1,0.7306,15.658,11.3816,5,NA,0.2652,2.8104,0.9898,0.2652,0.0938,1,6.2212,0.8696,0.3988,0.2802,5.4814,1.7566,0.233,2,1,2,0.264,0.2356,335.2066,7.1252,1.0006,78.7236,105.2466,0.09,0.2652,NA,NA,0.2638,0.137,0.1242,75.9274,0.1354,1.7916,0.9482,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.879,NA,NA
69,"2017-10-11","Harbinger","UniqueWeapon",0.25647,0.23647,14.64608,14.45314,14.77627,14.98039,NA,0.26059,0.26941,1.14275,0.99882,6.20059,NA,0.20627,286.59549,NA,0.2602,0.26941,NA,NA,0.36784,0.11059,0.11333,1,0.69216,19.96216,0.99647,310.43608,0.71765,0.22,NA,1.0002,1,0.24863,0.56392,77.77608,0.17902,0.17412,0.13098,0.63882,0.26941,22.65373,0.23667,1,0.3,53.14882,0.75,1,5.56627,0.23431,1.1098,48.1502,0.99392,0.92922,0.26941,0.99902,0.26824,0.26941,0.26824,0.22118,0.09569,0.26941,0.26392,0.26941,0.26941,0.26824,0.1498,NA,0.99922,3.19784,0.26941,1,0.68922,0.26941,NA,3,0.11392,0.26941,0.97745,0.26941,0.26941,0.09137,0.5498,0.26941,29.94,0.24078,30.37039,16.47588,0.2749,1,0.26941,0.26941,0.18627,0.93863,0.30588,0.56686,0.14627,0.26902,3,0.95588,0.26941,13.08667,0.26941,0.88216,0.21,0.26922,NA,2.2051,0.26941,0.25412,0.26941,0.24196,NA,0.50275,0.28176,0.09863,9.99686,0.92725,0.26941,0.23,0.25922,9.35255,0.60392,0.94549,1.75765,1.00706,0.12608,0.37863,0.13549,0.26941,0.24588,0.22686,0.26706,1286.02471,5070.19765,0.26627,0.26588,0.27961,10.42275,19.62608,NA,0.16098,2.99059,0.26667,1,0.26902,0.84353,16.98471,1,162.28922,0.26941,0.49725,0.20255,0.92941,0.41529,0.26941,0.14294,9.8598,0.26941,0.26784,1,0.56824,15.79725,12.93373,4.99314,NA,0.26941,2.69451,0.96412,0.26941,0.19745,1,7.24725,1,0.28725,0.28235,5.48471,2.06569,0.23882,1.95706,0.99706,1.96078,0.26922,0.24843,330.16588,7.7651,1,95.55706,98.16863,0.10667,0.26941,NA,NA,0.26765,0.11392,0.10961,68.05765,0.19412,1,0.98765,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99765,6.17196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.76922,NA,NA
70,"2017-10-12","Harbinger","UniqueWeapon",0.264,0.264,14.2962,14.4446,13.895,14.9756,NA,0.2632,0.264,1.038,0.9996,6.6246,NA,0.253,289.1474,NA,0.2638,0.264,NA,NA,0.645,0.0988,0.1108,0.9796,0.9664,18.6228,0.9998,330.1256,0.7984,0.2546,NA,1.113,0.9724,0.2468,0.8836,76.5698,0.2468,0.2038,0.1926,0.789,0.2768,22.6468,0.2696,1,0.3028,54.531,0.3388,1,5.944,0.2456,1.0106,47.4526,0.9984,0.9846,0.2518,1,0.264,0.264,0.259,0.122,0.1032,0.264,0.2492,0.264,0.264,0.264,0.1604,NA,1,3.29,0.264,1.344,0.3146,0.264,NA,2.98,0.157,0.2638,0.9318,0.2638,0.264,0.1346,0.7794,0.2656,31.2472,0.2638,29.8406,16.151,0.3336,1,0.264,0.261,0.1962,0.94,0.4062,0.6526,0.131,0.2374,3.1068,0.8554,0.264,14.065,0.264,0.6958,0.258,0.2634,NA,2.1788,0.2644,0.2342,0.264,0.1994,NA,0.4428,0.3302,0.1318,9.7312,0.9948,0.264,0.1818,0.264,8.191,0.6602,0.8464,1.4942,1,0.2166,0.2788,0.2378,0.264,0.264,0.2536,0.264,1326.3854,3883.8104,0.264,0.264,0.269,10.4914,18.38,NA,0.1834,3,0.264,1,0.264,0.8246,14.9668,1,156.0546,0.264,0.3688,0.2228,0.9712,0.5014,0.264,0.2036,9.589,0.4716,0.264,0.9996,0.9988,12.6668,12.706,4.9712,NA,0.264,2.5222,0.9758,0.264,0.2168,1,6.608,1,0.269,0.242,4.7588,1.8964,0.2356,2,0.9998,2,0.2588,0.264,337.272,7.319,1,91.32,106.5798,0.1134,0.264,NA,NA,0.264,0.095,0.1074,72.2222,0.1788,1.14,0.9058,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.2732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.028,NA,NA
71,"2017-10-13","Harbinger","UniqueWeapon",0.25392,0.26,14.29196,14.78882,14.55412,14.85137,NA,0.24725,0.26,1,1,6.7398,NA,0.19392,280.95471,NA,0.25549,0.26,NA,NA,0.65255,0.09529,0.12333,0.93843,0.86098,20.59078,1.07412,320.24824,0.66627,0.18275,NA,1.07314,1,0.22647,0.81569,67.06804,0.23255,0.2449,0.16039,0.86588,0.27941,23.87863,0.26765,1,0.28216,47.68353,0.58784,1,5.85353,0.22706,1.19725,45.35196,0.98255,0.9949,0.23078,0.98451,0.26,0.26,0.23451,0.2402,0.11098,0.26,0.25784,0.26,0.25784,0.25961,0.19078,NA,1,4.08667,0.26,1.31529,0.44569,0.26,NA,2.00294,0.16176,0.26118,0.88294,0.26,0.26,0.10588,0.99922,0.31314,35.09157,0.25863,29.20961,15.90843,0.26,1,0.25627,0.24235,0.20412,0.89216,0.26,0.49412,0.23275,0.25,3.27882,1,0.26,15.08196,0.26569,0.48745,0.19314,0.26,NA,2.06216,0.27647,0.23725,0.26,0.23863,NA,0.3702,0.26,0.09039,8.80059,0.99902,0.26,0.25412,0.26,9.73569,0.85176,0.91941,1.56176,1.47863,0.15588,0.3298,0.25627,0.26098,0.25118,0.20118,0.25059,1237.80039,3067.69529,0.26,0.25961,0.26,14.08314,19.53137,NA,0.20549,2.93529,0.25549,0.99941,0.26,0.76588,15.6998,1,154.83608,0.26,0.28686,0.12647,0.81706,0.46196,0.26,0.21882,10.26902,0.33275,0.25843,1,0.96039,8.41588,12,4.90118,NA,0.26,2.90157,0.92569,0.26,0.10255,1.18882,6.90824,0.95569,0.49961,0.18686,4.45353,2.13157,0.17549,2,1,1.99922,0.26,0.25314,323.36784,7.66824,1,95.00569,96.59039,0.10804,0.26235,NA,NA,0.25686,0.10529,0.13118,78.83098,0.19804,1.01059,0.89843,21.73451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.97608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.17471,NA,NA
72,"2017-10-14","Harbinger","UniqueWeapon",0.2552,0.26,14.224,14.1358,14.0686,14.7252,NA,0.26,0.26,1,1,7.4274,NA,0.2074,271.0742,NA,0.2496,0.26,NA,NA,0.294,0.0914,0.1214,1,0.8774,19.0516,1.0316,302.6896,0.5508,0.1522,NA,1.0552,0.9922,0.2596,0.7326,60.8384,0.1726,0.242,0.1912,0.9006,0.2732,22.0048,0.259,1,0.26,48.432,0.7352,1,6.2768,0.2464,1,45.2384,0.9986,0.9952,0.26,1,0.26,0.26,0.2568,0.1728,0.1254,0.2598,0.247,0.26,0.26,0.259,0.2048,NA,0.995,3.4216,0.26,1,0.2678,0.26,NA,2.1678,0.1476,0.2942,0.976,0.26,0.26,0.2028,1,0.2856,35.172,0.2498,28.7464,14.853,0.26,1,0.26,0.2582,0.203,0.9614,0.26,0.375,0.1556,0.2596,2.9438,0.9988,0.26,13.9114,0.2522,0.426,0.2322,0.26,NA,2.236,0.26,0.2292,0.2598,0.2428,NA,0.4172,0.3266,0.0986,8.7642,0.9356,0.26,0.234,0.2596,9.1088,0.912,0.8986,1.4676,1.8964,0.1356,0.3156,0.1984,0.2664,0.2598,0.2522,0.2596,1272.701,3889.4304,0.26,0.26,0.26,13.6594,16.3686,NA,0.171,3,0.258,0.9966,0.26,0.8716,17.2604,1,149.9088,0.26,0.276,0.135,0.8022,0.5308,0.26,0.2324,11.4718,0.275,0.2408,0.9932,0.8556,8,11.539,5.0648,NA,0.26,2.8094,0.9112,0.26,0.2256,1.082,7.026,0.9906,0.2594,0.1896,4.9514,2.0434,0.1872,2,1,1.6578,0.2272,0.2386,327.381,8.2024,1,100.0566,100.7418,0.1012,0.3074,NA,NA,0.26,0.0976,0.1144,70.8568,0.2324,1.1936,0.484,20.8966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6736,NA,NA
73,"2017-10-15","Harbinger","UniqueWeapon",0.2422,0.2604,13.2634,14.0038,13.9852,14.4052,NA,0.2338,0.2604,1.1442,0.9996,8.475,NA,0.2168,265.2546,NA,0.2262,0.289,NA,NA,0.419,0.099,0.091,0.981,0.8312,19.705,1.1228,326.768,0.7248,0.1592,NA,1.06,0.9552,0.2604,0.4596,61.0616,0.1186,0.2008,0.2006,0.9022,0.2776,19.855,0.3424,1,0.3508,47.4756,0.3964,1.0044,5.722,0.2266,1,43.6818,1,0.9286,0.2604,1,0.2604,0.2604,0.2604,0.2298,0.0992,0.2604,0.2502,0.2604,0.2604,0.2604,0.1692,NA,0.9996,3.3464,0.2604,1,0.3592,0.2604,NA,2.9916,0.1572,0.2704,0.9656,0.258,0.2604,0.1818,1,0.262,30.7032,0.2572,25.204,13.8656,0.2604,1,0.2604,0.247,0.2396,0.9182,0.2596,0.5174,0.1732,0.2604,3.4044,0.9994,0.2604,10.159,0.2604,0.3668,0.165,0.2604,NA,2.3812,0.2604,0.1152,0.2604,0.2488,NA,0.3026,0.2602,0.1,6.8862,0.6692,0.2604,0.1414,0.2604,8.995,0.9608,0.9812,1.8686,1.9272,0.1842,0.3372,0.116,0.2812,0.2594,0.2546,0.2596,1294.5616,4973.175,0.2604,0.2604,0.2604,14.2306,17.3112,NA,0.2278,3.0174,0.2586,0.9982,0.2604,0.9526,17.7808,0.9328,143.2522,0.2604,0.3202,0.1066,0.6366,0.348,0.2604,0.1746,9.754,0.3918,0.2264,1,0.9582,7.86,9.964,5,NA,0.2596,2.8042,0.9244,0.2604,0.2532,1,7.0754,0.985,0.3872,0.2138,5.2326,1.9678,0.2494,2,0.996,1.3364,0.2604,0.2534,327.7954,8.45,0.9994,105.6898,96.8132,0.1108,0.2604,NA,NA,0.222,0.146,0.1356,67.9274,0.201,1.0616,0.916,19.8092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9996,5.7544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.3432,NA,NA
74,"2017-10-16","Harbinger","UniqueWeapon",0.25765,0.26,12.89569,13.41667,13.08549,13.50235,NA,0.25373,0.26,1.92294,1,7.98824,NA,0.25294,254.61059,NA,0.21392,0.26,NA,NA,0.35235,0.10863,0.1,0.96373,0.92392,19.8549,1.13686,319.89078,0.34392,0.23667,NA,1,0.78804,0.21157,0.65784,52.74196,0.14137,0.25078,0.20039,0.98863,0.31157,19.94863,0.18176,1,0.34922,43.93725,0.42471,0.98588,5.37137,0.22686,1,39.62118,0.99902,0.99431,0.23686,0.9998,0.26,0.26,0.26,0.25961,0.09941,0.26,0.23608,0.26451,0.26,0.2598,0.17725,NA,0.99725,3.97294,0.26,1.06216,0.33941,0.26,NA,3.00216,0.18078,0.29804,0.9651,0.25804,0.26,0.12137,1,0.36157,30.63157,0.26,27.16902,12.54529,0.26,1,0.2598,0.26,0.18647,0.88451,0.2802,0.62667,0.14373,0.26,3.48784,1,0.26,11.0349,0.26,0.90569,0.25235,0.26,NA,2.29745,0.26,0.15196,0.26,0.18765,NA,0.32706,0.26098,0.0902,8.21373,0.99431,0.26,0.20608,0.25824,8.0251,0.79529,0.99667,1.74608,1.73686,0.14157,0.44725,0.14471,0.26,0.25,0.22706,0.25588,1424.08784,4924.22941,0.26,0.2449,0.26,14.97078,15.8549,NA,0.21961,3,0.24353,1,0.27216,0.95863,19.27569,0.90216,154.55725,0.25961,0.2651,0.19059,0.99333,0.48549,0.23216,0.19961,9.40157,0.3498,0.25118,0.98667,0.93039,7.05529,10.13157,4.50098,NA,0.26,2.97157,0.86588,0.26,0.20863,1,6.87647,0.99275,0.26059,0.20941,5.9902,2.04275,0.24235,1.73176,0.95529,1,0.20294,0.22922,312.70882,7.97608,1,97.69333,104.50255,0.09118,0.26,NA,NA,0.25941,0.15314,0.16451,75.4349,0.17902,1.1202,0.91863,19.26804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.67686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.54098,NA,NA
75,"2017-10-17","Harbinger","UniqueWeapon",0.2416,0.2724,11.1538,12.4272,10.6398,12.9906,NA,0.2244,0.2724,1.4706,1,7.7382,NA,0.243,250.926,NA,0.244,0.2728,NA,NA,0.3026,0.0902,0.1176,0.9992,0.5436,18.5254,1.0358,297.914,0.5468,0.1738,NA,1.0004,0.984,0.1916,0.4794,46.736,0.1636,0.2542,0.1988,0.9752,0.2982,19.9658,0.2166,0.9846,0.2832,44.2278,0.9352,0.9984,5.0158,0.2218,1,40.1998,0.9298,0.8428,0.2624,0.9862,0.27,0.2724,0.253,0.2472,0.1494,0.272,0.263,0.2724,0.2614,0.2672,0.1916,NA,0.9994,2.8912,0.2722,1.0268,0.415,0.27,NA,2.9248,0.1206,0.3212,0.9472,0.27,0.2724,0.1414,1,0.47,36.508,0.2724,25.2394,12.612,0.2756,1,0.2716,0.2644,0.2544,0.855,0.2722,0.8234,0.155,0.2602,3.5704,0.9998,0.2724,11.5382,0.259,0.4968,0.248,0.2724,NA,2.025,0.27,0.185,0.2698,0.2594,NA,0.3388,0.2724,0.0902,7.47,1,0.2706,0.2278,0.253,7.1006,0.4532,0.9008,1.3934,1,0.1582,0.3144,0.2546,0.271,0.2554,0.2076,0.2702,1371.2216,5469.1482,0.2724,0.263,0.2722,13.013,16.5564,NA,0.2316,2.6876,0.2718,0.9676,0.3332,0.9684,18.1666,0.8722,143.695,0.2698,0.2724,0.194,0.767,0.3528,0.2696,0.2634,9.8566,0.2778,0.215,0.9982,0.846,7,9.6918,5,NA,0.2704,2.7394,0.9176,0.2704,0.2002,1,6.2028,0.9568,0.2738,0.2088,5.4396,1.8902,0.2482,1.3498,1,1.0328,0.2598,0.2216,290.141,7.5896,1,88.2344,107.9288,0.1172,0.2724,NA,NA,0.264,0.1706,0.1288,70.3476,0.255,1.2334,0.7136,16.3142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9958,5.1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.6796,NA,NA
76,"2017-10-18","Harbinger","UniqueWeapon",0.24451,0.26,10.20784,11.53843,10.28216,11.56451,NA,0.25471,0.26,1.09275,0.99882,7.10196,NA,0.12,253.28784,NA,0.25255,0.26,NA,NA,0.62608,0.09725,0.13196,1,0.63863,17.42765,1.10157,298.77608,0.83569,0.24137,NA,1.0498,0.6849,0.12784,0.69137,44.08765,0.26,0.23765,0.18765,0.76765,0.29098,19.25059,0.25647,1,0.26,45.00608,0.93882,1,5.3449,0.24941,1,38.36373,0.99824,0.96627,0.25784,1,0.26,0.26,0.25843,0.24804,0.12039,0.26,0.23059,0.26,0.2598,0.25098,0.18275,NA,0.99863,3.29275,0.26,1,0.43941,0.26,NA,3.32176,0.11569,0.27667,0.99882,0.26,0.26,0.17451,1,0.26,37.16353,0.25608,24.7651,12.54353,0.26,1,0.25902,0.26,0.25275,0.92373,0.26588,0.53,0.16157,0.19275,3.99902,0.99863,0.26,11.19647,0.25843,0.4151,0.22647,0.26,NA,1.87961,0.28431,0.23824,0.26,0.24882,NA,0.36176,0.26784,0.09784,7.37157,0.98118,0.25941,0.25333,0.2549,9.12333,0.70275,0.91275,1.84608,1,0.18863,0.32471,0.17961,0.26,0.24686,0.24843,0.25588,1395.10745,5883.58431,0.26,0.26,0.26,12.15608,17.79059,NA,0.19804,1.99608,0.26,1,0.26078,0.90961,21.37745,0.98216,140.67059,0.2598,0.26176,0.23863,0.99392,0.59333,0.2598,0.19059,9.39137,0.34392,0.13098,0.89804,0.53412,7.07569,10.00824,5,NA,0.26,2.77314,0.96843,0.25941,0.21137,1,7.40784,0.99176,0.3551,0.18941,4.93529,2.27275,0.20843,2,0.96706,1.60196,0.2351,0.21098,285.76039,5.02784,1,85.51157,104.31216,0.10569,0.26882,NA,NA,0.25098,0.19216,0.18765,77.26745,0.19176,1.22235,0.55882,16.02196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.23451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.68353,NA,NA
77,"2017-10-19","Harbinger","UniqueWeapon",0.2592,0.26,9.5018,11.161,9.8916,12.5668,NA,0.26,0.26,1.2624,1,6.4734,NA,0.1818,243.7856,NA,0.2584,0.2638,NA,NA,0.6444,0.0986,0.1626,1,0.9366,18.8988,1,307.636,0.9386,0.1816,NA,1.306,0.7788,0.2466,0.7044,46.9532,0.248,0.2162,0.2068,0.5374,0.2644,19.8004,0.2554,1,0.26,45.9298,0.774,1.0084,5.55,0.252,1.1218,38.435,1,0.9818,0.26,0.9998,0.26,0.26,0.2586,0.233,0.1162,0.2566,0.2548,0.26,0.2576,0.2494,0.2376,NA,0.9986,3,0.26,1,0.4828,0.26,NA,4.0472,0.2386,0.26,1,0.26,0.26,0.26,1,0.3192,38.0408,0.26,24.661,12.9106,0.2604,1,0.26,0.26,0.2568,0.982,0.292,0.5682,0.1792,0.234,3.9762,1,0.26,13.1544,0.26,0.5458,0.2328,0.26,NA,2.6996,0.3126,0.1596,0.26,0.2294,NA,0.4188,0.2604,0.205,7.7766,0.9216,0.26,0.2492,0.2594,9.6122,0.5566,0.986,1.7658,1,0.1838,0.5322,0.2344,0.2724,0.2548,0.26,0.26,1289.8236,10465,0.26,0.26,0.3318,10.4836,18.4372,NA,0.1968,2.2556,0.26,1,0.26,0.9676,19.6572,1,145.773,0.259,0.2736,0.208,0.8268,0.6542,0.26,0.2538,9.928,0.6738,0.1924,0.974,0.8292,7.8744,9.9902,5.1326,NA,0.26,3.0572,0.922,0.26,0.2282,0.9578,7.432,1,0.363,0.1622,4.5744,2.1846,0.2546,1.816,0.9036,2,0.2466,0.2512,283.829,5.7338,1,86.4536,99.8204,0.0986,0.26,NA,NA,0.2596,0.1542,0.1652,78.5404,0.1186,2.0096,0.7048,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1346,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.9644,NA,NA
78,"2017-10-20","Harbinger","UniqueWeapon",0.25392,0.26,9.81235,10.61373,9.88373,12.17745,NA,0.24647,0.26,1.2251,1,6.2198,NA,0.24608,243.49471,NA,0.25667,0.26118,NA,NA,0.30275,0.09059,0.17392,0.99961,0.87039,17.25745,1.01294,306.45569,0.98078,0.20392,NA,1.06471,0.97941,0.24451,0.76961,46.43059,0.25471,0.25569,0.26235,0.65588,0.2951,19.38725,0.23627,1,0.26,47.85471,1,1,4.87608,0.25059,1.02216,35.54373,1,0.87627,0.26,1,0.26,0.26,0.25725,0.23549,0.1498,0.26,0.24451,0.25941,0.24941,0.2598,0.22627,NA,1,2.43,0.26,1,0.57196,0.26,NA,3.99745,0.21706,0.38412,0.98373,0.26,0.26,0.23,1,0.39176,35.90941,0.25706,23.94882,13.90314,0.26,1,0.2598,0.24431,0.21961,0.95353,0.26,0.58588,0.22294,0.26,3.80314,1,0.26,14.24275,0.26608,0.65922,0.14843,0.26,NA,2.06039,0.26,0.1498,0.26,0.21118,NA,0.42647,0.26,0.12098,6.73235,0.96647,0.26,0.26,0.2549,9.70529,0.56882,0.98216,1.89627,1,0.24098,0.50333,0.15569,0.32686,0.24627,0.26,0.26,1233.43588,10428.11569,0.27157,0.26,0.26235,10.54333,19.59765,NA,0.22608,2.71608,0.25941,1,0.25392,0.96431,18.93059,1,136.91059,0.26,0.28824,0.12824,0.94059,0.84725,0.26,0.24647,9.44098,0.29275,0.25196,0.99843,0.9351,9.09314,10.63039,5.15804,NA,0.26,3.4151,0.9951,0.26,0.23431,1,7.44882,1,0.48765,0.15569,4.4198,2.2949,0.25922,1.61667,0.99588,2,0.25471,0.25196,280.5,5.36941,1,85.99765,98.61706,0.09059,0.26275,NA,NA,0.25333,0.25843,0.18275,83.09608,0.25725,2.35941,0.71255,16.3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.2502,NA,NA
