"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
25,"2017-08-28","Harbinger","Currency",1,0.01103,0.03172,0.5,437.98,5,5,18.608,3.81,0.33333,0.08046,9,35.83753,0.87579,0.21754,0.11781,2.89189,4.00267,0,4,0.24813,0.06419,2,0.0244,0.12561,0.48709,0.9961,0.5,0.01659,0.01538,0.74455,0.00507,0.24999,0.70402,5,0.33133,0.0973,2,3.5,214.214,0.20286,0.2561,0.0182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2017-08-29","Harbinger","Currency",1,0.01089,0.03119,0.49252,425.5102,5,5,18.57347,3.1898,0.33341,0.08,9,34.70884,0.86235,0.20315,0.11765,3,4.11378,0,4,0.24024,0.06445,2,0.02309,0.12506,0.4878,0.97861,0.5,0.01594,0.0155,0.74492,0.00509,0.25,0.61483,5,0.56088,0.0882,2,3.48582,213.56122,0.21857,0.25144,0.01792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2017-08-30","Harbinger","Currency",1,0.01101,0.02857,0.47632,421.536,4.9,5,16.878,3,0.33333,0.07991,9,33.11007,0.82803,0.2,0.11731,3,4.0151,0,4.0964,0.23147,0.06546,2,0.02373,0.125,0.48476,0.99661,0.5,0.0155,0.01548,0.73456,0.005,0.24805,0.71429,5.03333,0.45267,0.07897,2,3.19903,214.702,0.20734,0.25,0.01692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2017-08-31","Harbinger","Currency",1,0.01105,0.02855,0.47238,401.88571,4,4.55102,14.59796,3,0.33333,0.08,9,31.79189,0.78846,0.19992,0.11651,3,4.22857,0,4.73051,0.22209,0.06667,2,0.02323,0.12559,0.47634,0.98024,0.5,0.01469,0.01588,0.71196,0.00509,0.24534,0.71429,5.73388,0.57211,0.07616,1.96998,3,216.63469,0.22222,0.24765,0.01719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2017-09-01","Harbinger","Currency",1,0.0106,0.02652,0.46675,390.836,3.614,4,12.354,3,0.33312,0.08,9,30.0067,0.76438,0.19202,0.1155,3,4.4972,0,5,0.21784,0.06669,2,0.02333,0.125,0.47432,0.96079,0.49761,0.01429,0.01429,0.69922,0.00499,0.24378,0.71314,5.966,0.501,0.06788,1.53082,3,228.552,0.21151,0.24382,0.01642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2017-09-02","Harbinger","Currency",1,0.01011,0.02689,0.45653,382.816,3,4,9.6,3,0.33019,0.07948,9,28.07106,0.74933,0.19069,0.11343,3,4.5,0,5,0.21536,0.06678,2,0.02406,0.12469,0.46203,0.9529,0.48786,0.01429,0.01454,0.6809,0.005,0.24007,0.69801,6.12114,0.87267,0.06667,1.5,3,221.714,0.20269,0.23137,0.01666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2017-09-03","Harbinger","Currency",1,0.01035,0.02575,0.4546,368.33265,3,3.58571,8.88367,3,0.32428,0.07884,8.96939,26.99815,0.71589,0.1895,0.10957,3,4.24535,0,4.62,0.20784,0.06688,2,0.02287,0.12379,0.44256,0.92703,0.48743,0.01429,0.01436,0.66665,0.00481,0.2387,0.71199,6.46122,0.81973,0.06415,1.5,3,219.37143,0.20192,0.204,0.01664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2017-09-04","Harbinger","Currency",1,0.01,0.02504,0.45455,338.674,3,3,8.57,3,0.32257,0.07925,9,27.0434,0.67055,0.18882,0.10863,3,4.5,0,4.4744,0.20153,0.06906,2,0.02221,0.12356,0.43532,0.91875,0.4878,0.01484,0.01443,0.59609,0.00489,0.23452,0.65245,7.175,0.51667,0.0625,1.5,3,220.204,0.2,0.2,0.01667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2017-09-05","Harbinger","Currency",1,0.01008,0.02649,0.44913,330.124,3,3,7.96,2.195,0.32048,0.08,9,30.6721,0.69688,0.18635,0.1088,3,4.5,0,4.277,0.2,0.06917,2,0.02276,0.12494,0.44679,0.92729,0.48897,0.01482,0.01427,0.66663,0.00478,0.22888,0.62624,8.96,0.58423,0.06425,1.61,3,231.16,0.2,0.2,0.01659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2017-09-06","Harbinger","Currency",1,0.01001,0.025,0.44794,328.1551,3,3,7,2.06122,0.31721,0.08082,9.00816,35.82207,0.7048,0.18188,0.11036,3,4.5,0,4.99857,0.19806,0.06932,2,0.02293,0.125,0.45343,0.9282,0.49939,0.01497,0.01419,0.66613,0.00461,0.22307,0.64456,9,0.50034,0.06269,2,3,273.1551,0.19985,0.2,0.01664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2017-09-07","Harbinger","Currency",1,0.01021,0.02508,0.44824,343.696,2.885,3,6.942,2,0.31749,0.0821,9.72865,35.957,0.56835,0.18182,0.11111,3,4.5,0,4.998,0.19608,0.07032,2,0.02316,0.12495,0.45455,0.93624,0.49987,0.01429,0.01403,0.66667,0.0046,0.21991,0.66106,9,0.51497,0.06288,2,3.05373,269.988,0.1965,0.2004,0.01682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2017-09-08","Harbinger","Currency",1,0.01013,0.02501,0.44328,337.764,2,3,5.98,2,0.31878,0.08139,10,37.083,0.71071,0.18179,0.11111,3,4.488,0,4.76979,0.19608,0.0711,2,0.02224,0.125,0.45543,0.92943,0.5,0.01429,0.01413,0.65883,0.00465,0.21753,0.69702,9,0.5,0.06459,2,3.0176,266.368,0.19891,0.21508,0.01739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2017-09-09","Harbinger","Currency",1,0.01035,0.02396,0.43948,342.29592,2.00102,2.78878,5.02245,2,0.31353,0.08022,9.9883,39.74765,0.63359,0.17634,0.11111,3,4.35524,0,4.75831,0.1961,0.0701,2,0.02222,0.125,0.45888,0.93721,0.5,0.01429,0.01389,0.58198,0.00454,0.21616,0.66113,9,0.50136,0.06319,2,3.00245,277.38571,0.19942,0.21068,0.01666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2017-09-10","Harbinger","Currency",1,0.00981,0.02377,0.43422,353.52,2,2,5,2,0.31363,0.08,10,48.867,0.69852,0.16888,0.11111,3,4.44315,0,4.99879,0.19608,0.06963,2,0.0246,0.12496,0.46495,0.93096,0.5,0.01426,0.01418,0.63573,0.00457,0.21277,0.65249,9,0.56833,0.05613,2.5772,3.24493,361.356,0.19606,0.20076,0.01685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2017-09-11","Harbinger","Currency",1,0.00979,0.02363,0.43472,386.644,2.222,2,5,2,0.3175,0.08205,10.058,60.6512,0.65058,0.16667,0.11424,3,4.42884,0,5,0.19963,0.07125,2,0.02226,0.12499,0.48199,0.93445,0.5,0.01428,0.01455,0.62066,0.00465,0.21271,0.71406,9,0.443,0.05563,3,3.7798,385.528,0.19417,0.23192,0.01753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2017-09-12","Harbinger","Currency",1,0.01056,0.02331,0.435,406.81633,3,2,5,2,0.32255,0.08768,10.19474,66.84213,0.50041,0.16667,0.12164,3,4.49551,0,5,0.2,0.07267,2.09985,0.02435,0.12888,0.5,0.95902,0.5,0.01526,0.01496,0.65527,0.00462,0.21422,0.73826,9.87347,0.32988,0.06285,3.47653,4,407.7449,0.1997,0.24256,0.01803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2017-09-13","Harbinger","Currency",1,0.0114,0.02231,0.43232,395.25,3,2,5,2,0.32258,0.09088,10.3512,67.2351,0.68114,0.16667,0.125,3,4.5,0,5,0.20782,0.07692,2.3055,0.0306,0.13271,0.5,0.96049,0.51389,0.01614,0.0145,0.63892,0.00462,0.2179,0.76032,10.85467,0.49914,0.06637,3.5,4,413.032,0.1996,0.25,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2017-09-14","Harbinger","Currency",1,0.01058,0.0227,0.42711,380.51,3,2,5,2,0.32399,0.09091,11.0648,67,0.7302,0.16666,0.12644,3,4.5,0,5,0.21233,0.08084,2.1468,0.02826,0.13423,0.5,0.97548,0.53751,0.01592,0.01444,0.66002,0.00483,0.22203,0.76956,12.073,0.5,0.06646,3.5,4,409.86,0.19956,0.2511,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2017-09-15","Harbinger","Currency",1,0.01308,0.02411,0.41286,348.06122,2.98367,2,4.88776,2,0.33277,0.09394,11.65051,66.46987,0.7818,0.16627,0.1299,3,4.5,0,5,0.21739,0.08331,2.5,0.03326,0.13808,0.50075,0.99943,0.54121,0.01646,0.01544,0.65261,0.00564,0.22225,0.77746,13,0.55374,0.06687,3.5,4,424.34694,0.1999,0.25248,0.02081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2017-09-16","Harbinger","Currency",1,0.01304,0.0252,0.43377,349.102,3,2,4.56,2,0.33333,0.09471,12,66,0.81154,0.16537,0.13177,3,4.5,0,5,0.21955,0.08352,2.5,0.03442,0.14286,0.5069,1,0.54037,0.01667,0.0158,0.66667,0.0061,0.24057,0.80683,12.608,0.9578,0.06758,3.5,4,425.988,0.2,0.27801,0.02432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2017-09-17","Harbinger","Currency",1,0.01326,0.02677,0.43446,348.47,3,2,4,2,0.33605,0.09454,12,66.0657,0.85093,0.15899,0.13308,3,4.5,0,5,0.22222,0.08534,2.48361,0.03896,0.14286,0.50788,1,0.58253,0.01678,0.01576,0.66667,0.00614,0.25,0.84224,12,1,0.06746,3.5,4,420.586,0.2,0.25359,0.0279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2017-09-18","Harbinger","Currency",1,0.01205,0.02511,0.43387,336.148,2.962,2,3.914,2,0.3425,0.0952,12,67.53544,0.8957,0.15036,0.13333,3,4.5,0,5,0.22821,0.0857,2.5,0.03126,0.14286,0.51937,1,0.5196,0.01574,0.01597,0.66433,0.00598,0.25,0.88258,12.05,0.996,0.07064,3.5,4,420.988,0.19874,0.25,0.02568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2017-09-19","Harbinger","Currency",1,0.01272,0.02433,0.43476,329.40192,3,2,3.61923,2,0.34495,0.09553,12.08921,70.7088,0.95385,0.15289,0.13559,3,4.5,0,5,0.23326,0.08906,2.5,0.02911,0.14286,0.50124,1,0.55286,0.01466,0.01676,0.66684,0.0055,0.24999,0.90278,12.95865,0.70962,0.06943,3.61202,4,449.55,0.19925,0.25,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2017-09-20","Harbinger","Currency",1,0.01539,0.02611,0.43181,329.958,3,2,3.08,2,0.35188,0.09662,13.00506,77.6882,0.96693,0.1524,0.13892,3,4.5,0,5,0.23765,0.09151,2.5,0.02981,0.14299,0.50638,1,0.57589,0.01537,0.01693,0.6672,0.00672,0.25,0.92986,13.407,0.76867,0.06777,4,4,533.96,0.2,0.25203,0.02491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2017-09-21","Harbinger","Currency",1.03421,0.01332,0.02781,0.43263,331.72308,2.95385,2,3.81731,1.97452,0.36631,0.09813,13.89877,81.43755,0.99934,0.1597,0.14093,3.09564,4.55196,0,5,0.2463,0.09677,2.5913,0.02956,0.14486,0.55375,1.00668,0.55977,0.01583,0.0159,0.68762,0.00608,0.25,0.97876,15.15192,0.5487,0.07153,4.00288,4.20479,602.34615,0.20041,0.26974,0.02441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2017-09-22","Harbinger","Currency",1.00059,0.01262,0.02663,0.43452,346.22941,2.99804,2,3.97647,2,0.38942,0.09778,14.46225,83.03894,1,0.16121,0.14285,3.47144,4.77768,0,5.25294,0.25,0.09875,2.99471,0.032,0.15173,0.51968,1.00856,0.55559,0.01713,0.01811,0.70691,0.00582,0.25565,0.97052,16,0.69281,0.08255,4.38961,4.48235,575.05294,0.20018,0.2759,0.02443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"2017-09-23","Harbinger","Currency",1.00288,0.01223,0.02314,0.43638,349.72115,3,2,4,2,0.40103,0.09799,14.97712,84.34237,1,0.15655,0.14286,3.49933,4.65115,0,6,0.25442,0.09891,3,0.03326,0.15419,0.5208,1.00094,0.58241,0.01697,0.01661,0.76705,0.00617,0.27415,0.9972,15.375,0.5,0.09182,4.5,4.66124,577.94231,0.2058,0.29037,0.02559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"2017-09-24","Harbinger","Currency",1.06391,0.01232,0.02441,0.44487,349.46923,3,2,3.99231,2,0.41584,0.09865,15,87.36683,1,0.15319,0.14286,3.5,4.74518,0,6,0.26184,0.09915,3.3568,0.03326,0.15756,0.52524,1.03644,0.6344,0.01833,0.01902,0.79645,0.00565,0.28565,0.9972,14.11635,0.42519,0.08998,4.5,4.99976,681.96538,0.22024,0.32009,0.02568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2017-09-25","Harbinger","Currency",1.05937,0.01264,0.02458,0.45858,353.12941,2.84314,2,4,2,0.42222,0.09901,14.99765,87.00229,1,0.16092,0.14286,3.48756,4.78887,0,6,0.26316,0.09918,3.6148,0.03325,0.15824,0.51842,1.06524,0.61962,0.01873,0.01817,0.78388,0.00658,0.28585,1,14,0.52685,0.09948,4.5,5,603.61,0.2486,0.33212,0.02559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2017-09-26","Harbinger","Currency",1.00156,0.01544,0.02833,0.45239,356.228,2.134,1.986,4,2,0.42981,0.09927,15,87.96913,1,0.16194,0.14371,3.5,4.95528,0,6,0.27026,0.09969,4,0.03322,0.15928,0.51505,1.05803,0.58638,0.0199,0.0174,0.78091,0.00675,0.2888,1,14.32,0.55,0.09169,4.5,5,620,0.24834,0.3292,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2017-09-27","Harbinger","Currency",1,0.0164,0.02843,0.4579,353.07255,3,2,4.05784,2,0.43448,0.09992,15,87.96855,1.00084,0.15748,0.14677,3.5,5,0,6,0.27777,0.09999,4,0.03037,0.16098,0.51638,1.00316,0.55178,0.01754,0.01679,0.78439,0.0063,0.28571,1,15.66942,0.77745,0.10103,4.5,5,662.85714,0.24553,0.33333,0.02541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2017-09-28","Harbinger","Currency",1.01656,0.01578,0.02867,0.46146,350.39216,3,2,4,1.99922,0.43477,0.09988,15.00098,89.24398,1.00028,0.15774,0.1441,3.5,4.99833,0,6,0.2777,0.1,4,0.03289,0.1613,0.56402,1.00741,0.54087,0.01799,0.01923,0.76923,0.00641,0.28583,1,15.51863,0.94046,0.1005,4.50887,4.9577,647.43611,0.24067,0.33333,0.02567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2017-09-29","Harbinger","Currency",1.0092,0.01462,0.02879,0.47289,346.586,3,2,4,2,0.43478,0.09988,15.02,90.346,1,0.1601,0.14338,3.5,5,0,6.20571,0.27778,0.1,4,0.03333,0.16281,0.52291,1,0.61281,0.01724,0.01955,0.76923,0.00672,0.28539,1,16.28,0.7458,0.09996,4.62849,4.87759,604.77778,0.23875,0.34042,0.02543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2017-09-30","Harbinger","Currency",1,0.01278,0.02856,0.47133,338.73922,3,1.4,3.93922,2,0.43478,0.09955,15.00549,93.43843,1.03823,0.1554,0.14286,3.5,4.96304,0,7,0.27778,0.1,4,0.03333,0.16392,0.55717,1.00383,0.63837,0.01714,0.01846,0.76735,0.00647,0.2788,1.0247,17.37059,0.75181,0.10103,4.95255,4.82321,641.05882,0.24606,0.3603,0.02527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2017-10-01","Harbinger","Currency",1.0148,0.01412,0.02854,0.47603,342.982,3.121,2,3.344,2,0.43478,0.1,15.023,95.023,1.01485,0.15917,0.14286,3.5,5,0,7,0.27778,0.1,4,0.03333,0.16423,0.51654,1,0.66174,0.0174,0.0179,0.76251,0.00617,0.27614,1.02104,16.92,0.74171,0.10135,5,4.91644,702.68571,0.23682,0.35348,0.02497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2017-10-02","Harbinger","Currency",1,0.01434,0.03017,0.48882,346.36275,3,2,3.68627,1.86863,0.45445,0.10206,15.90795,95.00193,1.05252,0.16522,0.14286,3.5,5,0,7,0.273,0.1,4,0.03336,0.16657,0.50531,1.18955,0.54869,0.01731,0.01771,0.75927,0.0067,0.26949,1.00008,16.87451,0.62834,0.10353,5,4.98439,737.38636,0.2307,0.37432,0.02494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2017-10-03","Harbinger","Currency",1,0.01393,0.02955,0.47859,324.46078,3,1.98431,3.75098,1,0.46211,0.10563,15.9749,96,1.00445,0.16172,0.14286,3.5,5,0,7,0.27027,0.1,4,0.03279,0.1663,0.58066,1.10369,0.64913,0.01907,0.01966,0.74828,0.00669,0.26353,1.00027,17.40815,0.99412,0.09725,5,4.90833,702.16,0.22689,0.34976,0.02453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2017-10-04","Harbinger","Currency",1,0.0142,0.02862,0.48097,319.41176,3.0451,2,3.85686,1,0.47252,0.10629,15.98353,95.60304,1.02615,0.16119,0.14286,3.5,5,0,7,0.27027,0.10108,4,0.03333,0.16667,0.56898,1.05958,0.65859,0.01642,0.01975,0.75724,0.00696,0.25634,1.03272,18,1,0.09278,5,4.99843,700,0.22548,0.3396,0.02493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2017-10-05","Harbinger","Currency",1,0.015,0.02854,0.47842,324.572,3.237,2,4,1.819,0.47209,0.10514,16,95.5948,1.09021,0.15765,0.14286,3.5,5,0,7,0.27027,0.10192,4,0.03299,0.1663,0.58488,1.11182,0.57458,0.01564,0.01921,0.70523,0.00674,0.2472,1,18,0.926,0.09309,5,4.99994,0,0.22255,0.35296,0.02504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2017-10-06","Harbinger","Currency",1,0.01539,0.02833,0.47687,319.35294,3,2,3.9915,1.35392,0.47605,0.10556,16,94.97147,1.05672,0.14768,0.14286,3.5,5,0,7,0.2704,0.10115,4,0.03259,0.16627,0.57842,1.05023,0.62547,0.0165,0.01895,0.73881,0.00658,0.23982,1.0001,18.13039,0.97539,0.09153,5,4.97883,729.27778,0.22222,0.36078,0.02484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2017-10-07","Harbinger","Currency",1,0.01431,0.02903,0.49311,308.222,3,1.798,3.43333,1.98,0.47609,0.10495,16,93.616,1.00438,0.1468,0.14286,3.5,5,0,7,0.27704,0.1,4,0.03246,0.16667,0.58454,1,0.69189,0.01613,0.01843,0.74831,0.00674,0.24473,1.01352,17.93136,2.1954,0.08369,5,5,702.66667,0.22222,0.39513,0.02438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2017-10-08","Harbinger","Currency",1,0.01423,0.03034,0.49253,299.45686,3,2,3.32647,2,0.47578,0.10194,15.9402,87.56029,1.03131,0.15187,0.14047,3.5,5,0,7,0.2792,0.09927,4,0.03278,0.16654,0.56712,1.01149,0.67596,0.01665,0.01944,0.75299,0.00814,0.24294,1.00075,16.38235,0.63824,0.09104,4.75539,4.99618,823.39474,0.22234,0.38435,0.0235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2017-10-09","Harbinger","Currency",1,0.01397,0.02867,0.47562,292.492,3,2,3.83133,2,0.46937,0.1,15.31923,82.3764,1.013,0.14905,0.13386,3.49384,5,0,6.9892,0.2778,0.09553,3.992,0.03235,0.16562,0.54267,1,0.66729,0.01666,0.01763,0.73928,0.0063,0.23346,1.01191,15.13333,0.878,0.09091,4.4284,4.94,690.948,0.22175,0.37735,0.02309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2017-10-10","Harbinger","Currency",1,0.01445,0.02615,0.46612,277.32353,3,1.9902,4,2,0.45788,0.09895,14.99843,79.91359,1,0.14211,0.12805,3.46309,4.9893,0,6.9902,0.27786,0.092,3.77514,0.03266,0.15854,0.52246,1,0.65206,0.01647,0.01672,0.71748,0.00526,0.21939,1.00985,14.8902,0.51503,0.08758,4,4.80048,645.16667,0.22581,0.36927,0.02193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2017-10-11","Harbinger","Currency",1,0.01611,0.03217,0.46475,259.48,3,1.98,3.88333,1.667,0.44829,0.09605,15,81.3795,1.01428,0.13935,0.12526,3.38637,4.93739,0,7,0.27617,0.09083,3.66247,0.0313,0.15369,0.51781,1,0.63074,0.01667,0.01532,0.71342,0.00559,0.21733,1.0103,15.08,0.35973,0.09172,4.01533,4.79108,644.92,0.22244,0.34611,0.02123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2017-10-12","Harbinger","Currency",1,0.01427,0.0297,0.45455,249.73922,3,1.79608,3.00784,1.5902,0.44894,0.09545,15,84.67706,1.00388,0.13622,0.12551,3.3008,4.92847,0,7,0.27213,0.09091,3.56533,0.03143,0.15267,0.52137,1.02668,0.61582,0.01664,0.01836,0.71222,0.00557,0.21739,1.03076,16,0.69157,0.09042,4.25373,4.74102,627.72549,0.22222,0.3409,0.02121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2017-10-13","Harbinger","Currency",1,0.0139,0.02758,0.46266,255.05882,3,1.99412,3.57222,2,0.45111,0.09881,15.00392,84.33696,1,0.13722,0.12869,3.29377,4.88473,0,7,0.27052,0.09129,3.71033,0.03219,0.14936,0.52586,1.08343,0.6251,0.01688,0.01878,0.68821,0.00496,0.22453,1.02554,16.63824,2.57647,0.08826,4.29489,4.91304,660.81373,0.22476,0.35674,0.02053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2017-10-14","Harbinger","Currency",1,0.01419,0.02698,0.45836,260.84,3,2,3,1.994,0.45455,0.09994,15,83.83442,1.01643,0.13678,0.12983,3.02714,4.84093,0,7,0.27027,0.09093,3.66733,0.03146,0.14692,0.52565,1.00758,0.61781,0.01778,0.01527,0.69793,0.00586,0.23554,1.00553,16.76,0.9918,0.09045,4.14,4.9063,640.71808,0.22371,0.35728,0.01993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
