"Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Perandus.Manor","The.Putrid.Cloister","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","Doryani.s.Machinarium","Pillars.of.Arun","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Twilight.Temple","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory","NA."
2019-05-20,"Standard","UniqueMap",2.78,2,2,5,4,1.81,17.96,5,2,12.53,2,760.85625,130,40,14.28,1,304.31828,2,136.06,134.16,130,18,0,0,0,0,0,0,0
2019-05-21,"Standard","UniqueMap",2.7,2,2,4.42,4.08,1.81,16.64,5,2,10.29,2,757.3,130,40,14.09,1,302.92,2,136.06,120.24,130,18,0,0,0,0,0,0,0
2019-05-22,"Standard","UniqueMap",2.53,2.38,2,4.38,4.08,1.81,16.78533,5,2,11.27,2,757.3,130,40,14.07,1,302.92,2,136.06,120.24,130,18,0,0,0,0,0,0,0
2019-05-23,"Standard","UniqueMap",2.53,2,2,4,4,1.81,16.00779,5,2,13.86,2,757.3,139.23,42.17,12.34724,1,312.74,2,124.95,126.73394,71.5,18,0,0,0,0,0,0,0
2019-05-24,"Standard","UniqueMap",2.56,3,2,3.01,4.8,1.72,15.87,5,2,14.17857,2,759.7,139.26,42.17,13.01,1,313.23412,2,124.95,146.96,71.5,18,0,0,0,0,0,0,0
2019-05-25,"Standard","UniqueMap",2.99,2.47,2.01505,3.89,4.63,1.54,19.71,5,2,9.7,2,760.15,138.27,42.17,12,1,304.06,2,103.39,137.48,71.5,17.72,0,0,0,0,0,0,0
2019-05-26,"Standard","UniqueMap",3,2,2.06015,4.91,3.74,1.54,20,5,2,9.6,2,804.15667,140,40,12,1,306.9,2,103.39,135.00051,71.5,15.14,0,0,0,0,0,0,0
2019-05-27,"Standard","UniqueMap",3,2,2,4.97,3.85,1.54,20,5,2,10.45,1.99,815.52393,140,36.48,12.48,1,307.9,1.73,100.2,152.94035,71.5,15.05,0,0,0,0,0,0,0
2019-05-28,"Standard","UniqueMap",3,2,2,4.97,3.87,1.65,20,5,2,9.03,1.89,833.63059,131.24,41.99,12.6,1,311.38,1,95.76,155.25,78.73,18.65,0,0,0,0,0,0,0
2019-05-29,"Standard","UniqueMap",3,2,2,5,3.87,1.65,19.58,5,2,9.14,1.6,903.00667,121.06616,41.99,12.6,1,311.08,2,95.76,127.6,78.73,18.68,0,0,0,0,0,0,0
2019-05-30,"Standard","UniqueMap",1,2,2,4.43,2.8,1.2,18.91,5,2,11.71,1.3,906.18,130,41.99,12.6,1,313,1,100.2,138.99,78.73,19,0,0,0,0,0,0,0
2019-05-31,"Standard","UniqueMap",1,2,2,4,3.07,1.05,18.36,5,2,13.81,1.1,902.34,130.66,50,12.85,1,317.35486,1.63,96.91,121.82,78.73,19,0,0,0,0,0,0,0
2019-06-01,"Standard","UniqueMap",3.16,2,2,4.25,3.07,1.07,19.33,5,2,11.6,1.08273,884.1731,106.22,50,12.98,1,319.76,1.98,101.46,120,78.73,18.45,0,0,0,0,0,0,0
2019-06-02,"Standard","UniqueMap",3.17,2,2,4,3.51,0.9,19.41,4.93,2,8.78,1.03,889.71862,130.41662,50,11.5,1,324.04,1,125.71,135.54434,81.44,18.7,0,0,0,0,0,0,0
2019-06-03,"Standard","UniqueMap",2.75,2,2,4.03,3.54,7.18,19,4.94,2,8.85,1,941.27,130,42.97,9.68,1,324,1,144.73,187.12116,157.10333,18.75,0,0,0,0,0,0,0
2019-06-04,"Standard","UniqueMap",3,2,2,4,3.72543,4.04,15,5,1.81,9.52306,1,673.62687,110,42.97,13.53,1,329.47781,1,91.57,120,141.245,17.425,0,0,0,0,0,0,0
2019-06-07,"Standard","UniqueMap",2,2,1.99,4.3,3.53,2,19,3,1.1,11.5,2,640.72116,120,36.46,11.82,1,337.38031,1.14,118.18,110,168.06,15.48,0,0,0,0,0,0,0
2019-06-08,"Standard","UniqueMap",2,2,2,4,3.42,2,19,3,1.06,11.21,2,628.37611,120,36.46,11.62,1.66091,373.51,1.09,157.91,110,165.38286,6.86,0,0,0,0,0,0,0
2019-06-09,"Standard","UniqueMap",2,2,2,4,3.85,2,19,3,1,13.81,2.43,591.60035,119.2,36.46,11.55,1,351.45821,1.1,156,110,159.5,10,0,0,0,0,0,0,0
2019-06-10,"Standard","UniqueMap",2,2.78,2,4,3.95,2,19,3.07,1,11.21,3,591.08,120,22.62,11.55,1,384.16625,1.42576,156.95071,125.74,157.90143,10,0,0,0,0,0,0,0
2019-06-11,"Standard","UniqueMap",2,2.94,2,4,3.8,2,19,3.97,1,13.76,3,593.64076,118.09,36.46,11.61,1,380.4858,1.88,155.25,156.0701,156.22286,10,0,0,0,0,0,0,0
2019-06-12,"Standard","UniqueMap",2,3,2,4,3.46,2,19,4.78,1,13.66,3,591.22596,116.67,36.46,11.82367,1,376.03,2,122.65,134.66051,155.58857,11.81381,0,0,0,0,0,0,0
2019-06-13,"Standard","UniqueMap",2,3,2,4.92,3.46,2,19,5,1,12.09,3,591.39535,118.06,36.46,11.81,1,380.41095,2,119.38,121.25919,155.79857,15.60894,0,0,0,0,0,0,0
2019-06-14,"Standard","UniqueMap",2,3,2,4.92,3.27,2,19,5,1,14.86,3,569.88485,118.38,35.79,11.5,1,376.01,2,114.64,108.66505,153.99,16,0,0,0,0,0,0,0
2019-06-15,"Standard","UniqueMap",2,3,2,5,3.27,2.02,19,5,1,15,3,576.01,119.46,36.46,11.0907,1,379.13,2,93.11,111.28,153.62,16,0,0,0,0,0,0,0
2019-06-16,"Standard","UniqueMap",2,3,2,5,3.38,2.02,19,5,1,14.68,2.97,563.16051,120,36.57,12,1,384.67261,2,71.09,120.5,153.86083,15.21,0,0,0,0,0,0,0
2019-06-17,"Standard","UniqueMap",2,3,2,5,4.03,2.02,17.4,5,1,15,2.88,581.70061,120,36.57,11.93,1,386.035,2,65.2,142.06,154.37833,16.77,0,0,0,0,0,0,0
2019-06-18,"Standard","UniqueMap",2,3,2,5,4.16,2.05,15.81,3.656,1,14.21,2.5,559.42091,123.2,37.35,11.78,1,383.30778,2,54.96,135.0201,153.53,17.64,0,0,0,0,0,0,0
2019-06-19,"Standard","UniqueMap",2,3.07324,2,4.57,4.35,3,15.33,3,1.14,14.37,2.54,532.51939,124.81525,36,12.3,1,383.45,2,44.6,153.03,282.9725,18.14,0,0,0,0,0,0,0
2019-06-20,"Standard","UniqueMap",2.53,3.17,2,4.2,4.33,2.84,15.12,2.89,1.08,13.44,2.59913,536.14184,128.95,35.27,11.97,1,381.94414,2,34.14,153.03,469.96,18.72,0,0,0,0,0,0,0
2019-06-21,"Standard","UniqueMap",3.11,4.31,2,4.76,4.63,7.91,15,2.89,1.33,13.55574,2.89,551.56182,131.17,62,11.91,1,381.3439,2,34.14,152.58,152.53,19.19,0,0,0,0,0,0,0
2019-06-22,"Standard","UniqueMap",3.47,2.51,2.33,5,4.63,7.91,15,3.03,2.51,15.68,5.44,432.83808,151.12,62,12.55,1,381.32,2,23.56,152.5201,152.53,19,0,0,0,0,0,0,0
2019-06-23,"Standard","UniqueMap",3.38,3.86,2.73,7.48,5.09,4.4,15,2.96,3,13.64,6.09,459.09,152.4,62,20,1.01,382.48351,2,12.88,152.53,152.53,18.49415,0,0,0,0,0,0,0
2019-06-24,"Standard","UniqueMap",3.38,2.58,3,6.61,4.15,62.67,15,2.96,3,13.95,6.09,460.47,144.7,80,20,1,384.47448,2,5.58,166.65,153.03,19.68,0,0,0,0,0,0,0
2019-06-25,"Standard","UniqueMap",3.29,2.74154,3,6.87,4.15,62.67,15,2.97,2.61,12.28,5.52,473.26,153.34143,80,20,1.08,361.10435,2,7.16,153.03,153.38,19.34,0,0,0,0,0,0,0
2019-06-26,"Standard","UniqueMap",3.41,2.85,3,6.81,5,44.15,15.23,2.97,2.63,11.96,4.27,484.28439,153.93724,80,28.19,1,304.49643,2,119.747,139.58116,153.945,19.96641,0,0,0,0,0,0,0
2019-06-27,"Standard","UniqueMap",3.41,2.99,3,6.87,5,44.15,15,2.88,3.28,11.53,6.18,476.45,155.77071,80,26.58,1,294.19184,2,119.73,137.94,155.985,19,0,0,0,0,0,0,0
2019-06-28,"Standard","UniqueMap",3.55,2.81,3,6.7,5,44.15,15,2.95,3.28,11.64,6.18,469.56,156.49,80,26.58,1,297.55,1.64,120.09,156.7602,156.52,18.76,0,0,0,0,0,0,0
2019-06-29,"Standard","UniqueMap",3.37,1.85,3,6.64,3.34,34.75,17.78,3.00519,3.28,12.23,6.18,469.56,156.45,80,19.55227,1,266.57,1.74,120.09,151.07,156.52,19.25,0,0,0,0,0,0,0
2019-06-30,"Standard","UniqueMap",3.3,1.75,3,7.21,3.2,31.4,19.37,2.95,3.28,13.12429,6.18,532.80231,156.93,80,28.03,1,267.42,1.74,115.13,157.02,157.02,20,0,0,0,0,0,0,0
2019-07-01,"Standard","UniqueMap",3.2,2.04,3,8.1,3.25,31.4,20.52,2.92,3.28,12.46,5.61,516.50973,155.25176,39,28.02,1,266.78067,2,156.64667,156.64505,156.6475,20,0,0,0,0,0,0,0
2019-07-02,"Standard","UniqueMap",3.1,2.05,2.89,8.1,3.25,1.3,20.52,2.87,2,20,3.43,523.34,156.44,28.29,28.02,1,267.22,2,156.9,156.54,156.9,20,0,0,0,0,0,0,0
2019-07-03,"Standard","UniqueMap",3.99,2.08,2.13,8.57,3.25,1.3,20.79,2.87,2,15.76,3.27,542.43,156.92,28.29,28.02,1,267.42,2,157.02,157.02,157.02,20,0,0,0,0,0,0,0
2019-07-04,"Standard","UniqueMap",2,1.94,2,9.64,3.21,21.7,19.1,3.63,2,16.44,2.82,471.06,156.92,28.29,21.48,1,300.32,2,157.02,157.02,157.02,20,0,0,0,0,0,0,0
2019-07-05,"Standard","UniqueMap",2,2,2,5,4.33,21.18,19.16,3.63,2,19.82,2.82,471.79125,156.94,28.29,21.48,1,303.83,2,157.02,157.02,157.02,20.71,0,0,0,0,0,0,0
2019-07-06,"Standard","UniqueMap",2.91,1.97,2,5,3.31,21.23,19.46,5.67,2,19.18,6.1,518.84303,157.5713,28.29,21.48,1,304.93083,1.72,157.59167,157.59005,0,20,0,0,0,0,0,0,0
2019-07-07,"Standard","UniqueMap",3.07,1.06,1.84,5.31,3.21,6.13,19.27,6.02,2,18.53,3.36,540.61,158.378,28.29,20.64133,1,304.65375,1.91,158.39333,157.8501,0,20,0,0,0,0,0,0,0
2019-07-08,"Standard","UniqueMap",4.74,1.87927,1.74,9.97,3.07,6.13,19.79,10.31,2,20.1,3.36,534.38548,158.97077,29.96,20,1,265.43,2,159.37,158.45061,0,20,0,0,0,0,0,0,0
2019-07-09,"Standard","UniqueMap",5,1.96,2,10,3.23,4.18,19.59,15.56,2.91,20.12,6.97,541.37429,159.73091,29.96,20,1,227.286,2,159.71667,159.8602,0,20,0,0,0,0,0,0,0
2019-07-10,"Standard","UniqueMap",5,2.04,2,8.22,3.12,4.18,19.79,13.25,2.91,20.96,10,524.73,160,29.96,20,1,227.32,2,159.56,161.43081,0,20,0,0,0,0,0,0,0
2019-07-11,"Standard","UniqueMap",3.23,2,2,10,3.12,4.18,19.79,5.94,2.62,20.87,6.99,528.64032,160.88,28.29,20,1,393.20333,2,0,162,0,19.83658,0,0,0,0,0,0,0
2019-07-12,"Standard","UniqueMap",3.09,2.03,2,9.93,3.28,2.32,19.43,6.46,2.62,20.98,6.99,629.94933,161.33,28.29,20,1,406.229,2,0,161.37025,0,19,0,0,0,0,0,0,0
2019-07-13,"Standard","UniqueMap",3.09,2.67,2.05,10,4.69867,1.41,19.43,6,2.62,20.65,6.99,574.33,161.22,44.36,15.5,1,435.7,2,0,161.21505,0,18.2,0,0,0,0,0,0,0
2019-07-14,"Standard","UniqueMap",3.13,2.72,2,10,5.08,1.59,18.32,5.52,2.62,24.96,6.99,572.621,161.43385,80,15.5,1,402.12,2,241.435,170.84596,0,18.03,0,0,0,0,0,0,0
2019-07-15,"Standard","UniqueMap",3.13,2.72,2,6.73,5.08,1.59,18.08,5.52,1.3,26.65,6.99,570.98617,160.89615,80,20,1,386.4127,2,241.3,160.8601,0,18.29,0,0,0,0,0,0,0
2019-07-16,"Standard","UniqueMap",3.13,2.72,2,10.98,5.08,6.59,18.16,5.52,2.62,22.68,6.99,569.19645,160.96067,80,20,1,385.51324,2,241.89,161.03207,0,18.9,0,0,0,0,0,0,0
2019-07-17,"Standard","UniqueMap",3.13,2,2,8.39,5.08,8.6,18,5.6,2.3,30,9.65,562.89,161.532,80,20,1.36,385.97568,2,2418.6,161.2301,0,18.14,0,0,0,0,0,0,0
2019-07-18,"Standard","UniqueMap",4.77,3.64,3,10,7.87,8.72,19.88,6.16,4.21,30,9.78,486.19543,161.41,80,119,1.41,376.28929,2,2453.55,163.96535,0,18.88,0,0,0,0,0,0,0
2019-07-19,"Standard","UniqueMap",4.79,3.45,3,7.75,7.39,8.75,19.86,6.16,4.21,44.65,9.86,486.12,163.54,80,119,1,490.62,2,392.5,164.06005,0,19.17,0,0,0,0,0,0,0
2019-07-20,"Standard","UniqueMap",5,3.4,3,10,9.62923,8.83,19.9,5.17,4.21,44.65,14.13,557.21067,163.85,80,83.9,1,492.21,2,393.77,164.07,0,19,0,0,0,0,0,0,0
2019-07-21,"Standard","UniqueMap",4.87,4,3,9.09,10,9.79,19.98,5.52,4.21,44.65,20.33,549.43,163.69333,80,47.6,1,489.75529,2,393.19,190.5104,0,20,0,0,0,0,0,0,0
2019-07-22,"Standard","UniqueMap",4.64,4,3,8.72,10,8.02,19.82,3,2.21,18.94,13.42,549.94776,164.475,80,15.16,1,443.34,2,443.34,164.39035,0,20,0,0,0,0,0,0,0
2019-07-23,"Standard","UniqueMap",4.85,2.98,3,8.85,10,8.02,18.9,3,1.52,12.4,10.31,550.27,166.61778,50,11.81,1,449.03,2,546.21,157.62889,1020.865,20,0,0,0,0,0,0,0
2019-07-24,"Standard","UniqueMap",3.04,2.85,2.68691,9.18,15.59,8.02,18.7088,4.79,1.53,16.89,15.54,501.93207,167.33,45,16.79,1,439.98214,2,169.605,208.15076,1019.04,20,0,0,0,0,0,0,0
2019-07-25,"Standard","UniqueMap",1.75286,3.95,2.36,5.19,8.5,8.02,18.74,3.6,1.53,17.99,15.62,506.06323,168.69,45,27.6,1,450.61556,2,168.69,192.65,1027.32,20,0,0,0,0,0,0,0
2019-07-26,"Standard","UniqueMap",3.31,4.59,2.08,4.6,8.59,6.47,18.67,4.24,1.54,17.99,13.34,505.41,168.33,50,15.8,1,451.36,2,168.47,178.70253,1025.98,20,0,0,0,0,0,0,0
2019-07-27,"Standard","UniqueMap",3.56,2.98,2.86,4.33,8.59,21.1,18.91,4.24,1.65,13.44,10.36,507.52636,163.84,169.26,23.1,1,467.88591,2,152.36,183.99258,1030.7975,19.98,0,0,0,0,0,0,0
2019-07-28,"Standard","UniqueMap",3.79,2.95667,3,6.05,8.68,23.44,19.49,7.27,1.65,13.88,10.41,508.98136,170.01,852.2,18.6,1,459.79,2,152.23,203.49545,1035.06,20,0,0,0,0,0,0,0
2019-07-29,"Standard","UniqueMap",3.84,2.98,3,6.06,8.77,23.44,21.2,7.27,1.65,14.32,10.5,513.12975,164.92,855.225,11.3,1,463.84438,2,152.67,197.97025,1041.645,20,0,0,0,0,0,0,0
2019-07-30,"Standard","UniqueMap",3.84,3,2.29,6.31,8.77,7.1,20.68087,7.58,1.76,14.77,9.8,516.98211,172.43944,60,9.46,1,490.44,2.06,153.19083,188.28,1049.415,20,0,0,0,0,0,0,0
2019-07-31,"Standard","UniqueMap",3.84,3,2.17,6.31,9.37,5.42,20,7.29,0.99,14.4,9.8,517.59553,172.53,60,9.54125,1,494.45,2.32,153.28,207.04,1050.725,20,0,0,0,0,0,0,0
2019-08-01,"Standard","UniqueMap",2.9,2.99,2.96,6.21,9.66,5.42,21.13,7.29,0.99,14.01,9.61,517.59,172.53,862.65,9.82,1,494.45,2,153.28,172.69096,1050.71,20,0,0,0,0,0,0,0
2019-08-02,"Standard","UniqueMap",3.81,2.99,3,5.23,9.9,5.42,21.13,6.43,0.99,14.01,6.36,517.59,167.38,862.65,9.05,1,445.32286,2,150.09,204.37,1050.71,20,0,0,0,0,0,0,0
2019-08-03,"Standard","UniqueMap",3.54,2.98225,3,5.23,9.9,5.42,21.22,7.59,0.99,10.44,6.36,517.59,167.4475,862.65,8.9,1,444.6,2,153.75,204.58,1050.71,20,0,0,0,0,0,0,0
2019-08-04,"Standard","UniqueMap",2.69,2.99,3,5.02,9.57,19.05,20.51,5.8,0.99,10.44,7.94,517.59,168.92,862.65,9.95,1,311.4,2,153.75,202.95,1050.71,20,0,0,0,0,0,0,0
2019-08-05,"Standard","UniqueMap",2.17,2.98,3,6.34,9.57,2,20,5.8,1.72,10.5,7.94,517.59,172.34375,862.65,13.64,1,311.4,2,153.72,175.97015,1050.71,20,0,0,0,0,0,0,0
2019-08-06,"Standard","UniqueMap",1.43,2.96,3,5.33,9.42,2,20,25.55,1.79,10.5,8.47,523.38,169.095,872.3,13.18,1,311.4,2,151.16,192.77566,1062.46,20,0,0,0,0,0,0,0
2019-08-07,"Standard","UniqueMap",1,2.96,3,5.33,9.42,2,20,6.6,1.81,13.21,8.8,524.88,168.81,874.8,13.18,1,312.33,2,151.32,213.21616,2624.4,20,0,0,0,0,0,0,0
2019-08-08,"Standard","UniqueMap",1,2.96,3,7.22,9.64,2,20,6.6,1.81,13.21,8.55,523.38,171.34125,872.8,13.18,1,321.075,2,491.93,209.2903,2618.4,20,0,0,0,0,0,0,0
2019-08-09,"Standard","UniqueMap",1,3.23,3,7.56,9.45,2,20,5.3,3.46,13.21,8.55,524.73625,171.92182,878.475,13.18,1,311.835,2,493.735,209.56005,2635.425,20,0,0,0,0,0,0,0
2019-08-10,"Standard","UniqueMap",1.74348,4.87,3,7.92,7.41,2,20,5.3,3.43,24.09,8.59,529.86,167,59,13.03,1,313.06,2,524.23,211.88025,2648.55,20,0,0,0,0,0,0,0
2019-08-11,"Standard","UniqueMap",1.69,3.05,3,7.41,7.12,2,16.91,5.3,3.44,19.14,8.52143,529.38,153.1,59,13.70389,1,315.41,2,524.59176,179.75,0,20,0,0,0,0,0,0,0
2019-08-12,"Standard","UniqueMap",1.59,3,3,7.5,6.83,2,17.04,5.31,3.43,19.14,5.8,527.69,153.1,59,11.31,1,324.2,2,525.72,212.44005,0,20,0,0,0,0,0,0,0
2019-08-13,"Standard","UniqueMap",1.59,3,3,8.2,6.83,2.44,17.17,5.21,2.64,17.45,5.8,525.87438,153.1,59,17.62,1,304.345,2,525.84088,212.48,0,20,0,0,0,0,0,0,0
2019-08-14,"Standard","UniqueMap",4.01,3,3,8.2,6.83,58.77125,16.7,5,3.39,20.16,7.32,524.73214,153.1,59,21.48,1,294.408,2,1962.24167,192.40106,0,20,0,0,0,0,0,0,0
2019-08-15,"Standard","UniqueMap",4.57,3,3,8.2,6.88,58.59,16.34,5,3.39,19.62,7.43,524.2,161.16,59,22.12,1,294.05,1.89,1959.6,178.4902,0,20,0,0,0,0,0,0,0
2019-08-16,"Standard","UniqueMap",4.57,3,3,8.41,7.08,58.64625,16.4,6,3.39,21.63,4.87,522.56,136.2,59,17,1,316.13,1.77,3537.2,176.8402,0,19.83921,0,0,0,0,0,0,0
2019-08-17,"Standard","UniqueMap",4.57,3,3,8.41,5,58.75,15.97,24.7125,4.46,26.7,5.002,523.66,162.965,59,22.12,1,316.67909,2,3531.4,176.8103,0,20,0,0,0,0,0,0,0
2019-08-18,"Standard","UniqueMap",4.66,3,3,8.44,5,2,17.61,24.79,4.46,25.39813,6.45,527.48,177.07,59,25.03,1,328.71,2,0,177.44,0,19,0,0,0,0,0,0,0
2019-08-19,"Standard","UniqueMap",4.66,3,3,8.44,5,87.75,17.22,24.69333,3.9,26.19,9.61,528.372,177.059,59,23.77,1,328.22636,2,0,177.53,0,19,0,0,0,0,0,0,0
2019-08-20,"Standard","UniqueMap",4.66,3,3,8.89,5,87.58875,17.78,10.54,1.4,25,10.87,513.39,176.6125,59,25.25,1,326.93,2,100.56,176.70005,176.57,19.18,0,0,0,0,0,0,0
2019-08-21,"Standard","UniqueMap",4.65,3,3,8,5,176.957,17.78,7.72,1.3,25,10,513.39,176.64,59,28.02,1,317.052,2,100.56,177.03,177.03,19.105,0,0,0,0,0,0,0
2019-08-22,"Standard","UniqueMap",4.18,3,3,7.39,5,177.16,20,5.08,1.3,18.38,10.8,514.22944,177.41647,59,15.8,1,320.77,2,111.88,171.47,177.0825,20,0,0,0,0,0,0,0
2019-08-23,"Standard","UniqueMap",5.3,3,3,6.97462,5,177.02,20,5.08,1.3,17.29,10.8,513.36,177.02,59,20.85,1,302.94,2,111.88,160,177.02,20,0,0,0,0,0,0,0
2019-08-24,"Standard","UniqueMap",5.87,3,3,6.35,5,177.03,19.11,3.51,1.42,16.33,10.02,500.1,177.03,59,17.95,1,303.03,1.89,123.46,166.09788,177.03,20,0,0,0,0,0,0,0
2019-08-25,"Standard","UniqueMap",5.41,3,2,6.4,4.88,176.86071,20,3.62,1.42,16.33,9.55,497.65,176.85808,352.11,17.95,1,300.00333,1,123.46,176.86005,176.865,19.86,0,0,0,0,0,0,0
2019-08-26,"Standard","UniqueMap",5.41,2.36,2,8.59,4.88,176.78571,18.89,3.62,1.42,29.59,9.07,494.57,176.79,80.36,17.95,1,298.51,1.12,123.46,176.78505,176.79,20,0,0,0,0,0,0,0
2019-08-27,"Standard","UniqueMap",5.79,2.41,2.85,8.515,4.08,177.33,20,8.8,3.96,29.59,9.07,496.7,177.11,80.47,17.95,1,295.04,1.23,117.63,177.31,177.33,20,0,0,0,0,0,0,0
2019-08-28,"Standard","UniqueMap",5.85,2.91,2.6,10,4.08,177.75071,18.69,8.8,9.59,31.21,9.65,502.05,172.37,80.55,17.95,1,295.73,1.34,123.46,201.59,177.755,20,0,0,0,0,0,0,0
2019-08-29,"Standard","UniqueMap",5.85,3.07,2.6,10,4.08,177.82,18.46,8.8,10.14,23.4,9.88,509.87682,148.41273,80.56,17.47,1,295.84083,1.57,123.46,178,177.815,20,0,0,0,0,0,0,0
2019-08-30,"Standard","UniqueMap",6.08,3.07,2.7,8.98,3.98,177.50063,18.28,8,10.14,23.59,9.42,509.07,139.85,80.5,17.47,1,295.39,2,123.46,177.50005,177.505,20,0,0,0,0,0,0,0
2019-08-31,"Standard","UniqueMap",6.08,3.07,2.71,8.99,4.02,176.57,18.37,8,10.14,27,8.97,510.54375,167.761,42868.24,17.47,1,300.41,2,123.46,176.57,4824,20,0,0,0,0,0,0,0
2019-09-01,"Standard","UniqueMap",6.05,2.97,2.18,8.99,3.93,177.07,18.22,8,14.3,15.05,8.04,515.75607,177.07,589.55,20.03,1,399.07286,2,160.03,177.05005,4808.2075,20,0,0,0,0,0,0,0
2019-09-02,"Standard","UniqueMap",5.12,2.99,2.2,8.196,3.84,177.07,18.07,8,14.3,19.5,8.13,514.59,177.07,589.45,67.2,1,348.56,2,160.03,177.07,177.362,20,0,0,0,0,0,0,0
2019-09-06,"Standard","UniqueMap",1.68797,2,2,4.89,2.64,76.47846,10.16,3.12,1.96,7.14,7.24,537.2875,114.98,71.1,14.06,0.92,390.68889,1.03,64.6,118.79,46.42,18,0,0,0,0,0,0,0
2019-09-07,"Standard","UniqueMap",1.73,2.83,2,4.8,2.56,75.18,5.56,3.24,1.08,7.7,5.74,521.61977,106.24,71.1,10,1,385.24,1.53,64.6,69.6,42.12,18,0,0,0,0,0,0,0
2019-09-08,"Standard","UniqueMap",1.7,2.95,2,4.8,2.47,74.7,7.66,3.14,1.11,7.7,7,524.08,108.37,71.1,13.67,1,416.33889,1.56,64.6,150.65,42.89,17.65,0,0,0,0,0,0,0
2019-09-09,"Standard","UniqueMap",1.7,2.11,2,4.8,2.39,73.78038,7.62,3.14,1.17,7.7,7,488.12194,108.37,71.1,15.65,1,415.12093,1.45,64.6,164.64015,46.49,18,0,0,0,0,0,0,0
2019-09-10,"Standard","UniqueMap",1.65,2.12181,2,4.8,2.3,73.61692,3.2,3.14,1.17,7.62,7.59,480.34,110.75,71.1,15,1,414.1254,1.95684,64.71,159.65737,47.73,18,0,0,0,0,0,0,0
2019-09-11,"Standard","UniqueMap",1.71,2.13,2,4.8,2.21,91.73267,3.24556,3.14,1,7.2,7.32,479.42,109.54,71.1,15,1,413.23083,1.90029,64.77,115.78,48.99,18.63,0,0,0,0,0,0,0
2019-09-12,"Standard","UniqueMap",1.68,3,2,4.8,2.32,75.70321,11.8,3.14,1,6.78,6.46,469.9425,111.83,71.1,15,1,410.38,1.75,64.88,134.71,48.41,18.63,0,0,0,0,0,0,0
2019-09-13,"Standard","UniqueMap",1.65,2.65,2,4,2.32,75.08071,14.68,3.05,1,6.78,5.89,471.7519,110.77,71.1,15,1,409.04146,1.81,62.45,120,48.47,18.19,0,0,0,0,0,0,0
2019-09-14,"Standard","UniqueMap",1.7,3,2,4,2.35,73.68,14.01,3.05,1,6.78,5.26,461.34262,110.77,71.1,15,1,400.95,1.83,60.88,120,48.59,18,0,0,0,0,0,0,0
2019-09-15,"Standard","UniqueMap",1.68,2,2,4,2.37,72.85321,9,3.05,1,6.78,4.68,455.09261,100,71.65,15.76,1,395.35375,1.87,63.33,79.04,51.67,18,0,0,0,0,0,0,0
2019-09-16,"Standard","UniqueMap",1.66,2,2,4,2.49,5.58,8,3.05,1,6.89,4.68,447.35043,100,71.65,15.76,1,417.63,1.82798,63.78,95.30859,53.4,18,0,0,0,0,0,0,0
2019-09-17,"Standard","UniqueMap",2,2,2,4,3.62,5.49,8,3.74,2.16,6.02,4.68,440.68,100,71.65,17.95,1,418.82636,1.97,64.11,110,49.9,18.78,0,0,0,0,0,0,0
2019-09-18,"Standard","UniqueMap",2,2,2.34,4,4.89,5.3,8,4.53,1.87,4.34,3.5,429.50813,100,77.82,17.66,1,490.62,1.44,61.22,160.81,51.39,19,0,0,0,0,0,0,0
2019-09-19,"Standard","UniqueMap",2.90288,1.88,2.11,4,4.7,5.2,9.58505,12.88,1.43,3.17,4.17,430.25,100,95.61,17.72,1,545.91,2,64.7,68.34,56.89588,20,0,0,0,0,0,0,0
2019-09-20,"Standard","UniqueMap",2.77,1.79,3.46667,4.43,5,5.2,7.78,5.99,1.54,10.87,4.88,408.53,107.45,88,20,1,545.91,1.25,113.58,90.78505,69.58,19.1,0,0,0,0,0,0,0
2019-09-21,"Standard","UniqueMap",2.77,1.79,4.5,4.65,6.62,5.2,5.37,3.59,2.41,10.87,20.86,408.43313,119.7,88,21.6,1,546.34,2.23,129.9,101.17,75,19.18,0,0,0,0,0,0,0
2019-09-22,"Standard","UniqueMap",2,1.79,2.61,6.83,6.62,70.49,7.34,3.59,3.11,10.87,20.86,407.26656,136.29,88,20,1.07,688.52,2.04,130.21,113.02,74.4,25,0,0,0,0,0,0,0
2019-09-23,"Standard","UniqueMap",2.68,2,2.04,6.4,6.62,5,7.2901,3.4,2.2,10.87,20.35,384.45,139.03,88,20,1,459.1575,2.38,130.21,108.6801,68.36,20,0,0,0,0,0,0,0
2019-09-24,"Standard","UniqueMap",2.58,2,1.98,6.84,6.62,5,8.77,3.4,2.2,18,19.55,455.32,137.08,88,20,1,436.11,2.59,122.06,114.60899,75.28,20,0,0,0,0,0,0,0
