"Date","League","Type","Gilded.Ambush.Scarab","Gilded.Bestiary.Scarab","Gilded.Breach.Scarab","Gilded.Cartography.Scarab","Gilded.Divination.Scarab","Gilded.Elder.Scarab","Gilded.Harbinger.Scarab","Gilded.Perandus.Scarab","Gilded.Reliquary.Scarab","Gilded.Shaper.Scarab","Gilded.Sulphite.Scarab","Gilded.Torment.Scarab","Polished.Ambush.Scarab","Polished.Bestiary.Scarab","Polished.Breach.Scarab","Polished.Cartography.Scarab","Polished.Divination.Scarab","Polished.Elder.Scarab","Polished.Harbinger.Scarab","Polished.Perandus.Scarab","Polished.Reliquary.Scarab","Polished.Shaper.Scarab","Polished.Sulphite.Scarab","Polished.Torment.Scarab","Rusted.Ambush.Scarab","Rusted.Bestiary.Scarab","Rusted.Breach.Scarab","Rusted.Cartography.Scarab","Rusted.Divination.Scarab","Rusted.Elder.Scarab","Rusted.Harbinger.Scarab","Rusted.Perandus.Scarab","Rusted.Reliquary.Scarab","Rusted.Shaper.Scarab","Rusted.Sulphite.Scarab","Rusted.Torment.Scarab","Gilded.Legion.Scarab","Polished.Legion.Scarab","Rusted.Legion.Scarab"
2018-12-08,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.1,0,0,0,0,0,0,0
2018-12-09,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.85,0,0,0,0,0,0,0
2018-12-10,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878.2175,0,0,0,0,0,0,0
2018-12-11,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.56,0,0,0,0,0,0,0
2018-12-12,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.4575,0,0,0,0,0,0,0
2018-12-13,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.1,0,0,0,0,0,0,0
2018-12-14,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.1,0,0,0,0,0,0,0
2018-12-15,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.1,0,0,0,0,0,0,0
2018-12-16,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0
2018-12-17,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-18,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-19,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-20,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-21,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-22,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-23,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-24,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-25,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-26,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-27,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-28,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-29,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-30,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-31,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,"Standard","Scarab",0,0,0,0,0,0,0,40,0,0,249.7,0,0,0,0,0,0,0,0,0,0,25,187.275,0,0,25,0,0,0,0,0,0,0,0,124.85,0,0,0,0
2019-01-02,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,186.75,0,0,0,0,0,0,0,0,0,0,0,124.5,0,0,0,0
2019-01-03,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,186.75,0,0,0,0,0,0,0,0,0,0,0,124.5,0,0,0,0
2019-01-04,"Standard","Scarab",0,0,0,0,250.77,0,0,0,0,0,250.06,0,0,0,0,0,0,0,0,0,250.655,0,187.54,0,0,0,0,0,0,250.655,0,250.655,0,250.655,125.03,0,0,0,0
2019-01-05,"Standard","Scarab",0,0,0,0,251,0,0,0,0,0,251.46,0,0,0,0,0,0,0,0,0,251,0,188.2,0,0,0,0,0,0,251,0,251,0,251,140.31,0,0,0,0
2019-01-06,"Standard","Scarab",0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,252,0,252,0,252,252,0,0,0,0
2019-01-07,"Standard","Scarab",0,0,0,0,252.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.915,0,0,0,0,0,0,0,0,252.915,0,252.915,0,252.915,252.94,0,0,0,0
2019-01-08,"Standard","Scarab",0,0,0,0,253.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.94,0,0,0,0,0,0,0,0,253.94,0,253.94,0,253.94,253.94,0,0,0,0
2019-01-09,"Standard","Scarab",0,0,0,0,256.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.615,25,0,0,0,0,0,0,0,256.615,0,256.615,0,256.615,255.5,0,0,0,0
2019-01-10,"Standard","Scarab",0,0,0,0,261.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.06,25,0,0,0,0,0,0,0,261.06,0,261.06,0,261.06,0,0,0,0,0
2019-01-11,"Standard","Scarab",0,0,0,0,258.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.78,25,0,0,0,0,0,0,0,258.78,0,258.78,0,258.78,0,0,0,0,0
2019-01-12,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-13,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,257.06,0,0,0,0,0,0,0,0
2019-01-14,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,128.53,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,257.06,0,0,0,0,0,0,0,0
2019-01-15,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,129.02,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,258.04,0,0,0,0,0,0,0,0
2019-01-16,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,130.02,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,260.04,0,0,0,0,0,0,0,0
2019-01-17,"Standard","Scarab",0,0,0,0,0,0,0,0,0,0,130.52,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,261.04,0,0,0,0,0,0,0,0
2019-01-18,"Standard","Scarab",0,0,0,0,0,0,0,0,0,261.16,145.92,0,0,0,0,0,0,0,0,261.16,0,20,0,0,0,261.16,0,261.16,0,0,261.16,0,261.16,0,0,0,0,0,0
2019-01-19,"Standard","Scarab",0,0,0,0,0,0,0,0,0,261.7,161.65,0,0,0,0,0,0,0,0,261.7,0,20,0,0,0,261.7,0,261.7,0,0,261.7,0,261.7,0,0,0,0,0,0
2019-01-20,"Standard","Scarab",0,0,0,0,0,0,0,0,0,262.04,161.68,0,0,0,0,0,0,0,0,262.04,0,0,0,0,0,262.04,0,262.04,0,0,262.04,0,262.04,0,0,0,0,0,0
2019-01-21,"Standard","Scarab",0,131.02,0,0,0,0,131.02,0,0,262.04,146.48,0,0,0,0,0,0,0,0,262.04,0,0,0,0,0,262.04,0,262.04,0,0,0,0,262.04,0,0,0,0,0,0
2019-01-22,"Standard","Scarab",0,131.02,0,0,0,0,131.02,0,0,144.12,262.04,0,0,0,0,0,0,0,0,262.04,0,0,0,0,0,262.04,0,262.04,0,0,0,0,262.04,0,0,0,0,0,0
2019-01-23,"Standard","Scarab",0,131.78,0,0,0,0,131.78,0,0,144.95,144.64,0,0,0,0,0,0,0,0,263.56,0,0,0,0,0,263.56,0,263.56,0,0,0,0,263.56,0,0,0,0,0,0
2019-01-24,"Standard","Scarab",0,132.46,0,265.08,265.08,265.08,132.46,80.55,265.08,148.09,163.46,0,0,0,0,0,0,0,0,264.92,0,0,0,0,0,264.92,0,264.92,0,0,0,0,264.92,0,0,0,0,0,0
2019-01-25,"Standard","Scarab",0,132.97,0,265.93,265.93,265.94,132.97,80.59167,265.94,148.65,157.085,0,0,0,0,0,0,0,0,265.48,0,0,100,0,0,265.48,0,265.48,0,0,0,0,265.48,0,60,0,0,0,0
2019-01-26,"Standard","Scarab",50,134.74,80,269.04,90.2,49.7,134.74,80.93,269.48,43.44,156.55,44,0,0,0,0,0,0,0,0,0,0,100,22,25,0,0,0,0,0,0,25,0,0,60,0,0,0,0
2019-01-27,"Standard","Scarab",50,136.19,80,44.33333,90.23333,49.735,136.19,81.23333,272.38,43.47333,129.75786,44,0,0,0,0,0,0,0,0,0,0,100,22,25,0,0,0,0,0,0,25,0,0,60,0,0,0,0
2019-01-28,"Standard","Scarab",50,136.59,80,44.43,90.325,49.82,136.59,81.32,273.2,43.56,129.93,44,0,0,0,0,0,0,0,0,0,20,100,22,25,0,0,0,0,1,0,25,0,0,60,0,0,0,0
2019-01-29,"Standard","Scarab",50,0,80,275.14,90.5125,50.0125,0,81.51167,275.16,45.5125,106.3,44,0,0,0,0,0,0,0,0,0,20,100,22,25,0,0,0,0,1,0,25,0,0,60,0,0,0,0
2019-01-30,"Standard","Scarab",50,0,80,277.78,90.775,50.275,0,81.77,277.94,45.775,131.16196,44,0,0,0,0,0,0,0,0,0,20,100,22,25,0,0,0,0,0,0,25,0,0,60,0,0,0,0
2019-01-31,"Standard","Scarab",50,0,80,280.06,91.01,50.51,0,82.01,280.06,46.01,131.84,44,0,0,0,0,0,0,0,280.06,0,280.06,100,22,25,420.09,0,560.12,560.12,0,280.06,46.84,280.06,0,60,0,0,0,0
2019-02-01,"Standard","Scarab",42.43667,141.035,80,0,420.09,25,0,0,0,20,116.79,44,0,0,0,0,0,0,0,280.14,0,280.14,104.73,22,25,420.21,0,560.28,560.12,0,280.14,46.84,280.14,0,60,0,0,0,0
2019-02-02,"Standard","Scarab",42.31167,141.04375,80,0,423.165,25,0,0,0,20,94.34389,44,0,0,0,0,0,0,0,282.11,0,282.11,141.055,22,0,423.165,0,564.22,0,0,282.11,47.04,282.11,0,0,0,0,0,0
2019-02-03,"Standard","Scarab",42.43667,141.446,0,0,424.35,0,0,0,0,0,153.11429,0,0,141.53,0,0,0,0,0,282.9,0,282.9,141.45,0,0,169.84,0,565.08,0,0,282.9,212.18,282.9,0,0,0,0,0,0
2019-02-04,"Standard","Scarab",65.41,141.03,141.382,141.38125,169.76,141.39,141.39,141.38333,0,141.39,141.03,141.385,0,141.03,0,0,141.382,0,0,282.06,0,155.62,141.23714,0,0,169.24,0,0,141.39,0,155.62,211.54,282.06,0,141.3825,0,0,0,0
2019-02-05,"Standard","Scarab",65.54,141.03,141.03,141.03,169.75,141.03,141.03,141.03,0,141.03,141.03,141.03,0,0,0,0,141.03,0,0,282.06,0,155.13,141.03,0,0,423.09,0,0,141.03,0,155.13,211.54,282.06,0,141.03,0,0,0,0
2019-02-06,"Standard","Scarab",88.065,141.10417,141.111,141.9,188.44,141.275,141.1725,141.13833,0,141.13833,141.53833,141.1725,0,0,0,0,141.111,0,0,282.55,0,141.13833,141.09929,0,0,423.825,0,0,141.275,0,155.2925,211.91,281.77,0,141.12125,0,0,0,0
2019-02-07,"Standard","Scarab",88.45389,142.21833,142.22,142.21263,188.85875,142.26,142.235,142.22667,0,142.3325,142.21455,142.235,0,0,0,0,142.22,0,0,0,0,142.235,142.21714,38,0,0,0,38,142.26,38,142.26,0,0,38,142.2225,38,0,0,0
2019-02-08,"Standard","Scarab",88.96,143.03,143.03,143.03,189.27,143.03,143.03,143.03,0,143.03,143.03,143.03,0,0,0,0,143.03,0,0,0,0,143.03,143.03,38,0,0,0,38,143.03,38,143.03,0,0,38,143.03,38,0,0,0
2019-02-09,"Standard","Scarab",143.03,143.03,143.03,143.03,176.5,142.74,143.03,143.03,0,143.03,165.35,143.03,0,0,0,0,143.03,0,0,0,0,143.03,143.03,0,0,0,0,0,142.74,0,142.74,0,0,0,143.03,0,0,0,0
2019-02-10,"Standard","Scarab",143.03,143.03,143.03,143.03,286.06,0,143.03,143.03,0,143.03,176.79,143.03,0,0,0,0,151.47,0,0,80,0,143.43,143.03,0,80,0,0,0,0,0,80,0,0,60,142.8,0,0,0,0
2019-02-11,"Standard","Scarab",144.05,144.04,144.05,144.05,288.06333,0,144.04,144.05,0,144.03333,178.18,144.05,0,0,0,0,152.564,0,0,80,0,144.03333,144.05,0,80,0,0,0,0,0,80,0,0,60,86.4,0,0,0,0
2019-02-12,"Standard","Scarab",75.34,143,142.96,143.1,286.27143,0,143.16,142.96,0,143.16,143.00727,142.96,0,0,0,0,142.96,0,0,100.58,0,143.13,142.96,0,80,428.88,0,0,0,0,100.58,214.44,0,60,86.29,0,0,0,0
2019-02-13,"Standard","Scarab",75.61,143.52,143.52,143.52,287.04,0,143.52,143.52,0,143.52,143.52,143.52,0,0,0,0,143.52,0,0,100.7,0,143.52,143.52,0,80,430.56,0,0,0,0,100.7,215.28,0,60,86.35,0,0,0,0
2019-02-14,"Standard","Scarab",59.03,143.585,143.58,86.4,141.2,0,143.58,143.58,0,143.58,143.55,143.58,0,0,0,0,151.418,0,0,143.58,0,143.58,143.58,0,80,20,0,0,20,20,50,20,20,23,86.36,20,0,0,0
2019-02-15,"Standard","Scarab",59.02,143.67,143.52,86.35,140.75,0,143.52,143.52,0,143.52,143.67,143.52,0,0,0,0,151.34,0,0,143.52,0,143.52,143.52,0,80,20,0,0,20,20,50,20,20,23,86.35,20,0,0,0
2019-02-16,"Standard","Scarab",99.06,159.17,143.53,86.35,141.00769,0,143.53,143.53,0,143.53,155.83,143.53,0,0,0,0,151.35,0,0,143.53,0,143.53,143.53,0,80,20,0,0,20,20,50,20,20,23,86.35,20,0,0,0
2019-02-17,"Standard","Scarab",99.2,159.71,144.01,86.4,141.24,0,144.01,144.01,0,144.01,159.57,144.01,0,0,0,0,151.86,0,0,144.01,0,144.01,144.01,0,80,20,0,0,20,20,50,301.39,20,23,86.4,20,0,0,0
2019-02-18,"Standard","Scarab",99.44071,160.76,144.96,86.5,141.54,0,144.96,144.96,0,144.96,160.69,144.96,0,0,0,0,152.86,0,0,144.96,0,144.96,144.96,0,80,20,0,0,20,20,50,302.23,20,23,86.5,20,0,0,0
2019-02-19,"Standard","Scarab",93.16,161.32,0,80,142.18,0,145.46,0,145.46,145.46,290.73,0,0,0,0,0,218.19,0,0,145.46,0,145.46,0,0,80,20,0,0,20,20,50,20,20,23,80,20,0,0,0
2019-02-20,"Standard","Scarab",101.2,291.98,0,80,141.88,0,70,0,291.98,153.39,226.793,0,0,0,0,0,218.98,0,0,145.99,0,145.99,0,0,80,20,0,0,20,20,50,20,20,23,80,20,0,0,0
2019-02-21,"Standard","Scarab",101.3,292.98,0,80,142.04,0,70,0,292.98,85.38,226.893,0,0,20,0,20,219.74,0,0,146.49,10,146.49,0,0,80,20,0,10,20,20,50,20,20,23,80,20,0,0,0
2019-02-22,"Standard","Scarab",55.97,293.98,0,80,86.48,100,70,0,293.98,38.96,236.03,0,0,0,0,0,220.48,0,0,146.99,0,146.99,0,0,80,20,0,0,23.27,20,50,20,20,23,80,20,0,0,0
2019-02-23,"Standard","Scarab",55.97,295.875,0,80,86.6,100,70,0,295.89,38.96,487.675,0,0,0,0,0,221.92,0,0,147.9375,0,147.9375,0,0,80,20,0,0,23.27,20,50,20,20,23,80,20,0,0,0
2019-02-24,"Standard","Scarab",55.97,296.06,0,80,56.66,100,70,0,296.06,38.96,488.5,0,0,0,0,0,222.04,0,0,148.03,0,148.03,0,0,80,20,0,0,23.27,20,50,20,20,23,80,20,0,0,0
2019-02-25,"Standard","Scarab",59.31,296.06,0,80,60.44,100,70,80,296.06,38.96,296.06,0,50,0,0,0,222.04,0,0,148.03,0,148.03,0,0,50,20,0,0,23.27,20,50,20,20,23,0,20,0,0,0
2019-02-26,"Standard","Scarab",59.31,294.98,0,80,57.58583,82,78.4575,80,295.125,44.02,486.82,0,50,0,0,0,221.36,0,0,147.5625,0,147.57,0,0,50,0,0,0,23.27,20,50,20,20,23,0,20,0,0,0
2019-02-27,"Standard","Scarab",59.31,161.83,0,80,57.57,82,78.43,80,294.24,44.02,191.75875,0,50,0,0,0,220.68,0,0,147.12,0,147.12,0,0,50,0,0,0,23.27,20,50,20,20,23,0,20,0,0,0
2019-02-28,"Standard","Scarab",60.495,292.92,0,80,104.315,100,70,0,292.92,38.96,176.07,0,50,0,0,0,219.69,0,0,146.46,0,146.46,0,0,50,0,0,0,50,20,50,20,20,21.5,0,20,0,0,0
2019-03-01,"Standard","Scarab",60.54,293.4,0,0,144.638,100,70,0,293.385,44.02,153.6,0,50,0,0,0,0,0,0,60,0,146.7,0,0,50,0,0,0,50,0,0,0,0,20,60,0,0,0,0
2019-03-02,"Standard","Scarab",52.17,294.98,0,60,145.43,100,70,0,294.98,44.02,162.19,0,50,0,0,0,0,0,0,60,0,147.49,0,0,50,0,0,0,50,0,0,0,0,20,147.44,0,0,0,0
2019-03-03,"Standard","Scarab",52.17,294.12,0,60,30.54,82,78.35,80,294.105,44.02,162.18,0,50,0,0,0,0,0,0,60,0,147.06,0,0,50,0,0,0,50,0,0,0,0,20,147.27,0,0,0,0
2019-03-04,"Standard","Scarab",15.85,294.98,1,60,75.77,82,14.87,80,294.98,49.14,163.57,0,50,0,0,0,0,0,0,60,0,147.49,0,0,50,0,0,0,50,0,0,0,0,20,147.57,0,0,0,0
2019-03-05,"Standard","Scarab",15.85,294.98,1,60,75.77,82,14.87,80,294.98,49.14,179.5,3,50,221.36,89.64,33.04,18.43,139.14,8,60,148.03,147.49,147.49,10,50,5.44,3,4,50,3,17.45,1,3,20,11.63,1,0,0,0
2019-03-08,"Standard","Scarab",30,40,40,35,45,37.06,34.14,22.22,22,10,55,22.45184,8.54304,46.83,20,16.72,23.48,15.42241,19.01,3.15,4,2.83,49.47,3.27,4.28,19.46,5,5,12.71,1,5,1.61,1,1,32.47,0.62,0,0,0
2019-03-09,"Standard","Scarab",25.91,40,40.63,35,45,36.83,34.2,22.28,22,10,54.81,20,8.39,45,19.54933,12.84,20.52,7.85,18.86,3.26,4,2.49,47.78,3,4,19.75,5,5,12.9,1,5,1,1,0.99,30,0.6,0,0,0
2019-03-10,"Standard","Scarab",26.29,40,40,35,45,36.77,34.35,22.62,22,10,60,20,8.39,45.47,19.52,13.3,20,8.22,19.1,3.37,4,2.31,47.4,3,4,19.75,5,5,12.9,1,5.23,1,1.31,1,30,0.59,0,0,0
2019-03-11,"Standard","Scarab",26.77,40.23,40,35,42.7,39.02,32.05,23.26,22,10,60,20,8.69,45.96,19.73,13.69,20,9.49,19.1,3.6,4,2.14,47.65,2.99,4,19.87,5,5.36,13.2,1,7.15,1,1,1,30,0.56,0,0,0
2019-03-12,"Standard","Scarab",28.26,41.55,40,35,43.58,37.17,32.39,24.95,22,10,60,20,8.82,46.21,19.86,10.99,20,11.34,19.59,3.72,4,3,48.05,2.99873,4.06,19.11,5,5,13.44,1,7.82,1,1,1,30,0.8,0,0,0
2019-03-13,"Standard","Scarab",30,42.65,41.3,35,44.16,38.59,32.87,29.77,22.08,10,63.71,21.68,9.1,46.21,19.89,11.23,20,12.07,19.84,3.84,4,3,47.79,3,6.01,20,5,5,12.74,1,8.29985,1,1.24,1,30,0.92,0,0,0
2019-03-14,"Standard","Scarab",30,42.76,44.69,35,45,40.56,33.6,30,22.91,10,62.98,24.03,9.41,45,20,11.71,20,9.15,20,4.09,4,3,47.74,3,7.59,20,5,5,14.59,1,7.51,1,1.5,1,30,1,0,0,0
2019-03-15,"Standard","Scarab",30,96.65,45,35,45,41.9,31.56,30,23.33,10.16,67.17,24.63,9.44,45,20,11.53,20,9.82,18.29,4.18286,4,3,47,2.88,7.56,19.79,5,5,14.26,1,8.54,1.39,1.7,1,29.44,1,0,0,0
2019-03-16,"Standard","Scarab",27.95,68.92,45,35,45,42.34,32.5,28.83,23.33,10.76,67.7,20.24,9.23185,45,20,12.04,20,9.82,18.19,4.44,4.1,2.58,47,2.91,7.97,18.75382,5,5.15,13.21,1.85,8.81,1.44,1.05,1,26,1,0,0,0
2019-03-17,"Standard","Scarab",30,60,40,35,40,41.75,32.96,28.86,23.33,10,68.21,20,8.9,45,20,11.84,20,9.91,18.59714,3.82,4.28,3,45.12,3,8,18,5,5.21,14.13,2,7.45,2.01,2.59,1,30.87,1,0,0,0
2019-03-18,"Standard","Scarab",33.25,60,45,36.34,40,43.03,30.86,29.61,24.20227,10,68.87,20,9,40,19.22,12.18,20,6.54,18.66,3.82,4.45,3,48.64,2.99,8,17.16,5,5,14,2,7.72,2.71197,3,1,33.57,1,0,0,0
2019-03-19,"Standard","Scarab",34.32,60,40,40,43.65,40,30,24.82,25,10,68.52,20,9.85,40,19.58,15.38,20,12.58,18.88,3.85683,5.29,3.41,47.79,3,8.73,15,5.61,5.84598,15,3,6.42,3.71,3,1,38.3,1,0,0,0
2019-03-20,"Standard","Scarab",31.94267,60,40,40,49.8,40,30,22.49,26.61,10,69.36,20,9.47722,35,19.06,15.48792,20,18.68,19.38,4,27.64,3.31,46.18,3,8.61,15,7.31,9,15,3,8,4,3,1,36,1,0,0,0
2019-03-21,"Standard","Scarab",33.35,60,41.48,40.01,61.93,39.93913,30,20,28.45,9.86,70.23,19.91113,10.65,35,18.54,13.42,20.74714,21.97,20,4,30,3,45.7,3,8.28,10.48,6.6,9,15,3,9.11,3.93,3,1,31.59,1.19,0,0,0
2019-03-22,"Standard","Scarab",33.69,60,40.78,40,65,37.92,30,21.91,28.08,9.97,88.22,19.67857,10.09,35,19.66,18.2,20.75,19.88,20,18.85,33.11,3.47,44.17632,2.39,8.42,10,6.75169,9.82,15,5.07,10,3.98,3,1.0196,32.58,4.06,0,0,0
2019-03-23,"Standard","Scarab",33.91,59.13,44.61,40,49.62,40,30,20.49,28.37,9.05,77.89,19,10.05,35,23.87,19.75,30,15,20,20.89,28.14,3,50,2.32,13.08,12,6.7,15.1,15,5.65,10,4.87,3,3,38.64327,5,0,0,0
2019-03-24,"Standard","Scarab",35,58.1,45,40.02,42.3,45,30,20.6,28.74,9.88,80.34,19,10.24,34,26.24,21.97,30,14.52,20,22.89,19.22,3,50,2.57,9.61,12,6.71,19.36,20,4.84,10,4.84,3.13,3.19,28.72,5,0,0,0
2019-03-25,"Standard","Scarab",35,50.02,45,43.33,40.71,44.28,30,20,26.29,10,81.62,15.6,10.76,34,19.92,20,31.8825,15,20,26.1,5.89,3,50,2.37,9.44,8.16,7,19.61,15,4.38,8.73,5,3.95,3,26.48,4.58,0,0,0
2019-03-26,"Standard","Scarab",34.64,50,43.86,43.19,50,45,30,20,26.37,10,89.6,15,10.82,33.33,19.94,20,33.88,15,20,21.39,5,3,50,2.49,9.92,7.97,7,19,14.22,4.7,8,5,5,3,35.44,3.74579,0,0,0
2019-03-27,"Standard","Scarab",34,50,48.99714,40,47.73,38.6,30,20,25.45,10,88.16,14.97,13.37,33.35,21.13,20,34.27,15,20,19.07,5,2.69111,49.21,2.42,8,11.61,7,15.08,12.57,4,10,5,5,3,40,3,0,0,0
2019-03-28,"Standard","Scarab",34,50,45,40,48.83,38.47,30,20,25.49,10,85,14.07,12.86,33.31,21.13,20,32.56,14,19.51,15.49,5,3,50,2.57,8,9,7,15.92,10,4.23,10,5,4.91,3,40,3.06,0,0,0
2019-03-29,"Standard","Scarab",30,50,45,43.96,49.22,39.24,30,20,25.6,8,82.81,14.18,16.47,33.4,19.39,20,37.97,14,19.01,19.23,5,3,50,2.72,8,12.53,9.29,16.39,10,4.16,8.01,5,5,3,39.46,3,0,0,0
2019-03-30,"Standard","Scarab",27.25,45.93,40,44.2,49.66,39.59034,30,20,25.55,7,82.92,7.19,17.44,33,19.3,20,33.94,12.16,19.01,15.38,5.76,3,50,2.78,8,15,7.51,15.69914,10,4.15,8,5,4.16,3,38.22,2.9,0,0,0
2019-03-31,"Standard","Scarab",30,45,40,49,50,39.29,30,20,24.06,7,80,6.33,25,30,19.47,20,30,14,20,14.31188,5.19,2,53,3,8,13.36,7,14.44,11.9,5,8,5,4,3,39.53,2.49271,0,0,0
2019-04-01,"Standard","Scarab",30,45,40,47.02875,50,39.81,29.43297,20,23.33,8,96.07141,6.25,25,30,19.21,29.252,29.2,14,20,11.29,5.7,2,50,3,5,14.68,6,18,12.70808,5,8,5,4,3,40,2.66,0,0,0
2019-04-02,"Standard","Scarab",30,45,39.98,46.03,50,40,29.54,20,23.94,8,88.42273,6.24,25,30,19,27.97,29.3,14,20,10.51,5.33,2,50,3,5,14.82,6.04455,18,13,5,8.49,5,4.01867,3,40,2.4,0,0,0
2019-04-03,"Standard","Scarab",30,45,40,47.04,50,40,28.84,20,18.08,8,80.86,6.26,25,30,18.42,30,26.74,11.01,20,10.75,5.8,2,51.57,3.3,5,14.04,6,18,13,4.16,8.46,5,3.8,3,40,2.03466,0,0,0
